,dataset,start_age,end_age,sex,tissue,subtissue,gene,fold_change_log2,expression_at_start_age,expression_at_end_age,expression_max_std_dev,p_value
73,droplet,3m,18m,female,Mammary_Gland,nan,Cntfr,2.6149563789367676,3.276609504609951e-06,2.007266812142916e-05,7.372952677542344e-05,2.3723610721645313e-17
74,droplet,3m,18m,female,Marrow,nan,Zfp36,-2.5970616340637207,0.00032042418024502695,5.295802839100361e-05,0.00038974839844740927,3.440535e-316
75,droplet,3m,18m,female,Heart_and_Aorta,nan,Hist1h1e,-2.5944833755493164,5.518281614058651e-05,9.136640073847957e-06,0.00012296320346649736,6.131567119638016e-11
76,droplet,3m,18m,female,Marrow,nan,Osm,-2.5878143310546875,5.1866696594515815e-05,8.627378520031925e-06,0.0001519651268608868,2.520997217551905e-46
77,droplet,3m,18m,female,Spleen,nan,Gpm6b,2.587669610977173,3.899112925864756e-06,2.3438620701199397e-05,0.0001453051809221506,1.5981690225662191e-13
78,droplet,3m,18m,female,Spleen,nan,Pdcd1,2.5543484687805176,2.6440720830578357e-06,1.5531339158769697e-05,0.00010873223072849214,8.35416087229929e-08
79,droplet,3m,18m,female,Heart_and_Aorta,nan,Plcb4,-2.5431885719299316,6.447733176173642e-05,1.1061931218137033e-05,0.00015459684072993696,3.846738199348596e-09
80,droplet,3m,18m,female,Marrow,nan,Ccdc88c,-2.5389840602874756,9.964581295207608e-06,1.7145434867416043e-06,3.880302028846927e-05,3.7950447499146864e-06
81,droplet,3m,18m,female,Mammary_Gland,nan,Clic6,2.528918981552124,3.53671043740178e-06,2.0411740479175933e-05,8.990581409307197e-05,1.2548858977664732e-12
82,droplet,3m,18m,female,Mammary_Gland,nan,Prlr,2.523653030395508,5.741355926147662e-05,0.0003301487595308572,0.0007781084277667105,9.871181675241848e-70
83,droplet,3m,18m,female,Marrow,nan,Ddx23,-2.5176286697387695,9.758414307725616e-06,1.7041085129676503e-06,3.4200747904833406e-05,2.969709279633233e-06
84,droplet,3m,18m,female,Mammary_Gland,nan,Slc7a2,2.5023796558380127,1.2912909369333647e-05,7.316704432014376e-05,0.00019801269809249789,1.220720474238614e-49
85,droplet,3m,18m,female,Mammary_Gland,nan,Nupr1,2.490039348602295,0.0001761014573276043,0.0009893262758851051,0.0025067084934562445,2.823202757483878e-62
86,droplet,3m,18m,female,Lung,nan,Rn45s,2.478494882583618,0.0006926285568624735,0.0038601281121373177,0.0068595330230891705,7.83730679585453e-65
87,droplet,3m,18m,female,Kidney,nan,Cyp2a4,2.4657561779022217,9.51794208958745e-06,5.257867815089412e-05,0.00021240016212686896,4.8520149646402706e-11
88,droplet,3m,18m,female,Marrow,nan,Lyst,-2.462118148803711,5.1601818995550275e-05,9.364693141833413e-06,9.500122541794553e-05,8.020562358132117e-89
89,droplet,3m,18m,female,Mammary_Gland,nan,Aqp5,2.4522275924682617,2.001066241064109e-05,0.00010951045260298997,0.00037515381700359285,6.679556441604719e-31
90,droplet,3m,18m,female,Heart_and_Aorta,nan,Cct6a,-2.4419472217559814,4.067850750288926e-05,7.486271442758152e-06,8.211733074858785e-05,8.549460520891055e-12
91,droplet,3m,18m,female,Marrow,nan,Klf6,-2.4356799125671387,0.00025173506583087146,4.6529778046533465e-05,0.0003300924436189234,2.5245097011448753e-251
92,droplet,3m,18m,female,Spleen,nan,Dusp1,2.4197568893432617,2.1748455765191466e-05,0.00011637183342827484,0.00026488868752494454,2.921828624416127e-135
93,droplet,3m,18m,female,Marrow,nan,Xrn1,-2.4194071292877197,1.8263612219016068e-05,3.414070533835911e-06,5.2333445637486875e-05,6.906303579931401e-21
94,droplet,3m,18m,female,Mammary_Gland,nan,Barx2,2.4089694023132324,6.193753506522626e-06,3.289470623712987e-05,0.00010892054706346244,1.0967171638578089e-25
95,droplet,3m,18m,female,Mammary_Gland,nan,Stc2,2.4082119464874268,8.449492270301562e-06,4.485126555664465e-05,0.00015545055794063956,4.467240321047206e-26
96,droplet,3m,18m,female,Marrow,nan,Casp3,-2.405575752258301,1.467602214688668e-05,2.7698597477865405e-06,4.478227492654696e-05,4.541054632782019e-14
97,droplet,3m,18m,female,Mammary_Gland,nan,Elf3,2.384819746017456,9.74153408606071e-06,5.087795580038801e-05,0.00016001248150132596,4.1403222388887966e-33
98,droplet,3m,18m,female,Marrow,nan,Rgs1,-2.3725171089172363,2.6883000828092918e-05,5.191333002585452e-06,0.0001475429453421384,3.740692824640377e-09
99,droplet,3m,18m,female,Marrow,nan,Trip11,-2.3717401027679443,3.0781200621277094e-05,5.947310455667321e-06,7.067033584462479e-05,4.8890885098276014e-45
100,droplet,3m,18m,female,Marrow,nan,Vps13c,-2.369217872619629,2.083660729113035e-05,4.032935521536274e-06,5.543825318454765e-05,4.1979437046860364e-26
101,droplet,3m,18m,female,Marrow,nan,Lepr,2.346829891204834,1.1404316865082365e-05,5.801435690955259e-05,0.00022117827029433101,1.5465090398890207e-22
102,droplet,3m,18m,female,Mammary_Gland,nan,Fam84a,2.3341095447540283,7.506346264563035e-06,3.7849978980375454e-05,0.00012270496517885476,6.565198343840053e-28
103,droplet,3m,18m,female,Spleen,nan,Fos,2.3330934047698975,6.9435678597074e-05,0.00034987571416422725,0.0004955569747835398,0.0
104,droplet,3m,18m,female,Marrow,nan,Slfn14-ps,-2.330514907836914,2.9334190912777558e-05,5.832022452523233e-06,0.00015284793335013092,2.2213193708468578e-10
105,droplet,3m,18m,female,Mammary_Gland,nan,Dgat2,2.3261702060699463,1.761868225003127e-05,8.835283369990066e-05,0.00030278178746812046,9.693588703710322e-29
106,droplet,3m,18m,female,Mammary_Gland,nan,Tmprss2,2.313894033432007,5.554338258662028e-06,2.761747055046726e-05,9.430619684280828e-05,1.9942976212328752e-21
107,droplet,3m,18m,female,Mammary_Gland,nan,Gm12657,-2.312037944793701,2.092234353767708e-05,4.2132523958571255e-06,6.905334157636389e-05,2.3122153456390714e-22
108,droplet,3m,18m,female,Marrow,nan,Bmp2k,-2.309626579284668,1.5386418453999795e-05,3.103634526269161e-06,5.281304765958339e-05,1.0421986998924992e-12
109,droplet,3m,18m,female,Mammary_Gland,nan,Gpx3,2.3065743446350098,0.0002708994725253433,0.001340158749371767,0.0029316646978259087,3.2569175361765122e-77
110,droplet,3m,18m,female,Mammary_Gland,nan,Hdac11,2.3057925701141357,4.620129402610473e-06,2.2843723854748532e-05,7.269516208907589e-05,3.36290725723468e-21
111,droplet,3m,18m,female,Mammary_Gland,nan,Hspa1a,-2.300804376602173,0.0007436193991452456,0.00015091750537976623,0.0025952733121812344,1.5804870861870554e-42
112,droplet,3m,18m,female,Mammary_Gland,nan,Slc35f3,2.2996535301208496,3.488652509986423e-06,1.717601844575256e-05,6.920492887729779e-05,1.9567289123362533e-11
113,droplet,3m,18m,female,Marrow,nan,Gm13139,2.2979564666748047,2.158353254344547e-06,1.0613936865411233e-05,4.080141297890805e-05,6.199223858942887e-06
114,droplet,3m,18m,female,Spleen,nan,Bambi-ps1,-2.292912483215332,1.3898094039177522e-05,2.8360877877275925e-06,8.027915464481339e-05,5.843984303091017e-07
115,droplet,3m,18m,male,Kidney,nan,Cyp2d9,2.2868223190307617,2.613056312839035e-05,0.0001275119575439021,0.00030825386056676507,8.219885662212284e-20
116,droplet,3m,18m,female,Mammary_Gland,nan,Ccdc122,2.284661293029785,2.3738650725135813e-06,1.1566652574401814e-05,4.9519869207870215e-05,3.0132691109432055e-06
117,droplet,3m,18m,female,Spleen,nan,Slc7a5,2.2824718952178955,2.2439326130552217e-06,1.0916977771557868e-05,5.4363419621950015e-05,1.1298305009622054e-06
118,droplet,3m,18m,female,Mammary_Gland,nan,Prom2,2.267395257949829,5.440083441499155e-06,2.6191451979684643e-05,8.996803808258846e-05,1.881464729463537e-20
119,droplet,3m,18m,female,Mammary_Gland,nan,C2cd4b,2.259265184402466,1.658636210777331e-05,7.940681098261848e-05,0.00036670363624580204,6.806590396428396e-12
120,droplet,3m,18m,female,Mammary_Gland,nan,Cxcl17,2.2476038932800293,3.51953303834307e-06,1.671403515501879e-05,7.182075933087617e-05,2.7757604428433273e-09
121,droplet,3m,18m,female,Spleen,nan,Hist1h2ao,2.2412304878234863,3.380881389603019e-05,0.0001598481321707368,0.0007142254617065191,2.367449834313637e-33
122,droplet,3m,18m,female,Marrow,nan,Diap3,-2.239474058151245,2.2031985281500965e-05,4.665570031647803e-06,6.79468794260174e-05,1.5133687283970513e-21
123,droplet,3m,18m,female,Marrow,nan,Ier3,-2.2388038635253906,8.08308832347393e-05,1.712498487904668e-05,0.00023392593720927835,3.504191010774796e-45
124,droplet,3m,18m,female,Mammary_Gland,nan,Dkkl1,2.230292797088623,1.6884410797501914e-05,7.922659278847277e-05,0.0002099908160744235,2.116329891158551e-46
125,droplet,3m,18m,female,Mammary_Gland,nan,Mlph,2.2241251468658447,6.87397550791502e-06,3.2117110094986856e-05,8.988393528852612e-05,3.5714655609411226e-30
126,droplet,3m,18m,female,Mammary_Gland,nan,Cck,2.2192189693450928,1.9274191799922846e-05,8.97486024769023e-05,0.0003628626582212746,1.5090566777791586e-18
127,droplet,3m,18m,female,Lung,nan,Klra18,-2.21907901763916,0.0001200310725835152,2.5780082069104537e-05,0.0004715855175163597,1.2125576549854663e-06
128,droplet,3m,18m,female,Spleen,nan,Tnfrsf4,2.2152717113494873,9.73518308455823e-06,4.520717993727885e-05,0.0002738173643592745,4.851158020470173e-12
129,droplet,3m,18m,female,Marrow,nan,Egr1,-2.214179515838623,6.62454913253896e-05,1.4276502952270675e-05,0.00015067230560816824,1.0584219289436145e-64
130,droplet,3m,18m,female,Spleen,nan,Fosb,2.211228132247925,9.696670531411655e-06,4.490231003728695e-05,0.00011676444410113618,2.9483710167089565e-65
131,droplet,3m,18m,female,Marrow,nan,Klf2,-2.210757255554199,0.0008639527368359268,0.00018663183436729014,0.000814851897303015,0.0
132,droplet,3m,18m,female,Mammary_Gland,nan,Tmprss13,2.2063064575195312,3.8107989439595258e-06,1.7586546164238825e-05,6.512729305541143e-05,1.133440100797393e-12
133,droplet,3m,18m,female,Mammary_Gland,nan,Slc5a8,2.205098867416382,2.836623025359586e-06,1.3079845302854665e-05,5.6420925830025226e-05,4.5754903839289467e-07
134,droplet,3m,18m,female,Mammary_Gland,nan,Rab27b,2.2040317058563232,5.265672371024266e-06,2.426238643238321e-05,7.92986320448108e-05,2.857520388075148e-20
135,droplet,3m,18m,female,Mammary_Gland,nan,Cdo1,2.2034494876861572,1.7036103599821217e-05,7.846477092243731e-05,0.00025483284844085574,7.726454801006954e-29
136,droplet,3m,18m,female,Mammary_Gland,nan,Galnt6,-2.203062057495117,3.296808426966891e-05,7.159882898122305e-06,9.845793101703748e-05,9.196401410450082e-34
137,droplet,3m,18m,female,Spleen,nan,Lef1,-2.1899561882019043,5.446527211461216e-05,1.1936503142351285e-05,0.00016270506603177637,1.0473224933001344e-49
138,droplet,3m,18m,female,Mammary_Gland,nan,Kit,2.1893680095672607,4.108687335246941e-06,1.8739956431090832e-05,6.910250522196293e-05,3.1528541267353626e-13
139,droplet,3m,18m,female,Marrow,nan,5730469M10Rik,-2.1887431144714355,7.915675814729184e-05,1.736243393679615e-05,0.0003251877787988633,1.1009716048262875e-19
140,droplet,3m,18m,female,Marrow,nan,A130040M12Rik,-2.188610315322876,5.128787233843468e-05,1.1250642273807898e-05,0.00019613042240962386,5.179305152721453e-22
141,droplet,3m,18m,female,Heart_and_Aorta,nan,Sox18,-2.1803956031799316,0.00019147497368976474,4.224229633109644e-05,0.00037677318323403597,5.246608491590102e-13
142,droplet,3m,18m,female,Mammary_Gland,nan,Anxa8,2.1796557903289795,2.887492200898123e-06,1.3081656106805895e-05,6.112067785579711e-05,4.9434002489419074e-06
143,droplet,3m,18m,female,Marrow,nan,Bpgm,-2.176870346069336,0.0002213158441009,4.894510129815899e-05,0.0008209952502511442,3.1151066426261717e-26
144,droplet,3m,18m,female,Mammary_Gland,nan,Tmem30b,2.170823574066162,5.4737620303058065e-06,2.46472773142159e-05,7.199233368737623e-05,4.113418655472158e-24
145,droplet,3m,18m,male,Kidney,nan,Rpl30,2.1693177223205566,1.1194186299690045e-05,5.035264621255919e-05,9.643135126680136e-05,7.557259910498204e-27
146,droplet,3m,18m,female,Mammary_Gland,nan,Dkk3,2.154090642929077,5.710523510060739e-06,2.5416857170057483e-05,9.463940659770742e-05,2.2147399912697473e-16
147,droplet,3m,18m,female,Spleen,nan,Rgs1,2.148423910140991,1.1699015885824338e-05,5.186679481994361e-05,0.00026557943783700466,2.502034088556801e-21
148,droplet,3m,18m,female,Marrow,nan,Slc7a11,-2.139770269393921,1.9343773601576686e-05,4.389409696159419e-06,9.038174903253093e-05,3.4820240500459097e-09
149,droplet,3m,18m,female,Heart_and_Aorta,nan,A630007B06Rik,-2.134202003479004,4.2885028960881755e-05,9.768926247488707e-06,9.444326133234426e-05,2.2720551599563528e-08
150,droplet,3m,18m,female,Mammary_Gland,nan,Wfdc2,2.1270439624786377,0.00015878566773608327,0.0006936099962331355,0.00211775372736156,5.391195583957875e-32
151,droplet,3m,18m,female,Marrow,nan,Rsad2,-2.1251683235168457,0.00010718208068283275,2.456872971379198e-05,0.00048385534319095314,8.039739791401594e-16
152,droplet,3m,18m,female,Spleen,nan,Tnfsf8,2.115671396255493,1.2358991625660565e-05,5.3562842367682606e-05,0.00037051751860417426,1.1860654066706818e-11
153,droplet,3m,18m,female,Spleen,nan,Derl3,2.102991819381714,5.696793778042775e-06,2.4473391022183932e-05,0.00016991169832181185,1.30650698360856e-08
154,droplet,3m,18m,female,Marrow,nan,Hist1h4m,2.0997073650360107,7.208655006252229e-06,3.089791789534502e-05,7.361073949141428e-05,4.3506475583279535e-36
155,droplet,3m,18m,female,Mammary_Gland,nan,Dusp18,2.094264507293701,4.573585101752542e-06,1.9529594283085316e-05,6.27015542704612e-05,3.6302164792027347e-16
156,droplet,3m,18m,female,Marrow,nan,Specc1,-2.0903983116149902,2.2539505152963102e-05,5.292632522468921e-06,8.106925088213757e-05,3.8174998461552797e-16
157,droplet,3m,18m,female,Mammary_Gland,nan,Aldoc,2.086973190307617,9.957649126590695e-06,4.230565173202194e-05,0.0001315102999797091,7.051523655587356e-28
158,droplet,3m,18m,female,Mammary_Gland,nan,Bambi-ps1,-2.086042881011963,1.6696149032213725e-05,3.932373601855943e-06,7.439661567332223e-05,3.2511817444678447e-09
159,droplet,3m,18m,female,Mammary_Gland,nan,Ehd2,2.0749495029449463,7.692709914408624e-06,3.241166996303946e-05,0.00010292316437698901,6.6157443795555344e-24
160,droplet,3m,18m,female,Mammary_Gland,nan,Boc,2.0684282779693604,4.1381490518688224e-06,1.7356618627673015e-05,6.797299283789471e-05,1.1887094079059604e-10
161,droplet,3m,18m,female,Heart_and_Aorta,nan,Gm9766,-2.065765380859375,3.7654299376299605e-05,8.994088602776174e-06,9.034242975758389e-05,6.342965307234419e-06
162,droplet,3m,18m,female,Lung,nan,Atf3,2.0635030269622803,5.913438872084953e-05,0.0002471817715559155,0.0005678093293681741,6.078399000618863e-29
163,droplet,3m,18m,female,Mammary_Gland,nan,Capsl,2.0626890659332275,9.642376426199917e-06,4.0282404370373115e-05,0.00013240728003438562,8.687017269059867e-24
164,droplet,3m,18m,male,Kidney,nan,Ass1,-2.061497688293457,0.0003994226863142103,9.568857058184221e-05,0.0006585267838090658,1.650302141132205e-47
