,dataset,start_age,end_age,sex,tissue,gene,fold_change_log2,expression_at_start_age,expression_at_end_age,expression_max_std_dev,p_value
321,droplet,3m,21m,female,Marrow,Hbb-b2,-2.124669075012207,0.0009824333246797323,0.00022527547844219953,0.0030869790352880955,6.483158400857381e-38
322,droplet,3m,21m,female,Spleen,Cr2,-2.1229634284973145,0.0002619062433950603,6.012708763591945e-05,0.00039167050272226334,9.8965888981443e-220
323,droplet,3m,21m,female,Kidney,Scd1,2.1225106716156006,3.651949737104587e-05,0.0001590245374245569,0.0005594429094344378,1.1078949409150285e-11
324,droplet,3m,21m,female,Spleen,Nrp1,2.12239146232605,6.364391992974561e-06,2.7711523216567002e-05,0.00012742332182824612,2.072843141912909e-20
325,droplet,3m,21m,female,Mammary_Gland,Trib3,-2.1223816871643066,1.3709807717532385e-05,3.1486956686421763e-06,5.210675954003818e-05,1.1915935193219217e-10
326,droplet,3m,21m,female,Mammary_Gland,D630033O11Rik,2.121846914291382,5.976630745863076e-06,2.6013332899310626e-05,0.0001074369065463543,4.7409930410918697e-20
327,droplet,3m,21m,female,Liver,Cyp2a22,2.1210970878601074,1.6857862647157162e-05,7.333586108870804e-05,0.00013016101729590446,2.272245194283417e-09
328,droplet,3m,21m,female,Marrow,Nrip1,-2.1193108558654785,1.2764468920067884e-05,2.9378290946624475e-06,4.614200224750675e-05,9.226406182580048e-09
329,droplet,3m,21m,female,Mammary_Gland,Lrrn4cl,2.1138126850128174,1.8271315639140084e-05,7.908441330073401e-05,0.00020014912297483534,5.168205653925548e-71
330,droplet,3m,21m,female,Marrow,Cep350,-2.113495111465454,2.9769080356345512e-05,6.879231932543917e-06,6.381949788192287e-05,1.403328863218834e-44
331,droplet,3m,21m,female,Marrow,Chd9,-2.113147020339966,3.389318590052426e-05,7.834146344976034e-06,7.47850863263011e-05,1.456725143604675e-48
332,droplet,3m,21m,female,Marrow,2610018G03Rik,-2.111337423324585,1.645545125938952e-05,3.8083237541286508e-06,4.3498559534782544e-05,9.115081736243314e-18
333,droplet,3m,21m,female,Heart_and_Aorta,Hist1h1e,-2.1094582080841064,5.518281614058651e-05,1.2787735613528639e-05,0.00012296320346649736,2.1513865283764044e-08
334,droplet,3m,21m,female,Spleen,Csprs,2.1054651737213135,1.189452814287506e-05,5.118650369695388e-05,0.00012074870028300211,1.5949707926746254e-81
335,droplet,3m,21m,female,Marrow,Runx2,-2.105452060699463,6.447459600167349e-05,1.4982501852500718e-05,0.0002305373636772856,5.2033207504617555e-27
336,droplet,3m,21m,female,Mammary_Gland,2610019F03Rik,-2.1047472953796387,2.5098803234868683e-05,5.835268893861212e-06,8.628949581179768e-05,7.750368834989777e-24
337,droplet,3m,21m,female,Mammary_Gland,Bend4,-2.1044600009918213,1.7921227481565438e-05,4.167370661889436e-06,7.499523781007156e-05,4.214049609990853e-13
338,droplet,3m,21m,female,Limb_Muscle,Tspan32,-2.1040637493133545,1.860098564065993e-05,4.326628186390735e-06,9.089511149795726e-05,1.3701270102049313e-08
339,droplet,3m,21m,female,Mammary_Gland,Ltc4s,2.0985476970672607,7.061748874548357e-06,3.0243920264183544e-05,0.0001842500059865415,6.357909025920674e-10
340,droplet,3m,21m,female,Lung,Gm6251,-2.098500967025757,0.00013114471221342683,3.062238829443231e-05,0.000191779006854631,5.254568328899629e-69
341,droplet,3m,21m,female,Spleen,App,2.0983896255493164,4.762991466122912e-06,2.039661558228545e-05,7.342472235905007e-05,5.699606613509372e-22
342,droplet,3m,21m,female,Marrow,Frmd4a,-2.093339204788208,1.2189369954285212e-05,2.8564277272380423e-06,5.05474308738485e-05,5.23229170914346e-07
343,droplet,3m,21m,female,Lung,A530032D15Rik,2.091871738433838,5.329733085090993e-06,2.2720698325429112e-05,9.023507300298661e-05,5.247044548852481e-10
344,droplet,3m,21m,female,Marrow,Stfa2l1,2.0894503593444824,2.4156024664989673e-05,0.00010280463902745396,0.0006208706181496382,1.5775483559651978e-11
345,droplet,3m,21m,female,Marrow,Cdr2,-2.086179494857788,1.8934966647066176e-05,4.459250703803264e-06,7.759939035167918e-05,4.880934159705508e-12
346,droplet,3m,21m,female,Mammary_Gland,Tmem100,2.0842535495758057,1.4060417925065849e-05,5.962399882264435e-05,0.00019671197514981031,3.7150299774548784e-38
347,droplet,3m,21m,female,Limb_Muscle,Rac2,-2.0791053771972656,0.00016125597176142037,3.816301978076808e-05,0.00038269307697191834,2.446747231580512e-61
348,droplet,3m,21m,female,Mammary_Gland,Aif1l,2.0786428451538086,5.8483033171796706e-06,2.470379877195228e-05,9.96116068563424e-05,8.312710042097201e-20
349,droplet,3m,21m,female,Liver,Ces3b,-2.0765295028686523,0.00023481165408156812,5.5670097935944796e-05,0.00025169530999846756,3.801410771053197e-43
350,droplet,3m,21m,female,Mammary_Gland,Cgref1,-2.0743680000305176,1.1353907211741898e-05,2.6958655325870495e-06,5.377474008128047e-05,4.964897197387289e-06
351,droplet,3m,21m,female,Marrow,Casp3,-2.068039894104004,1.467602214688668e-05,3.49998549609154e-06,4.478227492654696e-05,1.280590531967672e-12
352,droplet,3m,21m,female,Spleen,Zeb2,2.067957639694214,1.5109718333405908e-05,6.335394573397934e-05,0.00015759037341922522,4.930944342940539e-81
353,droplet,3m,21m,female,Marrow,Hist1h3c,-2.0641591548919678,2.614333243400324e-05,6.251540526136523e-06,8.57068516779691e-05,6.331287725203772e-23
354,droplet,3m,21m,female,Marrow,Dhx9,-2.06313157081604,4.3236232158960775e-05,1.0346258022764232e-05,8.027868170756847e-05,1.1230877864168603e-71
355,droplet,3m,21m,female,Liver,Gm6251,2.0572354793548584,1.426205471943831e-05,5.935696390224621e-05,0.0001209253678098321,4.417947873149372e-06
356,droplet,3m,21m,female,Mammary_Gland,Creb5,2.0557069778442383,1.9571278244256973e-05,8.136707037920132e-05,0.00017129984917119145,2.1458992751209942e-94
357,droplet,3m,21m,female,Spleen,Myof,-2.054861545562744,1.775513192114886e-05,4.273157628631452e-06,6.79135846439749e-05,7.13934999251508e-15
358,droplet,3m,21m,female,Marrow,Ifi203,-2.054473876953125,0.0001219286787090823,2.9352668207138777e-05,0.00024142801703419536,1.1324142271621684e-92
359,droplet,3m,21m,female,Spleen,Tmem108,-2.0532758235931396,4.890684795100242e-05,1.1783438822021708e-05,0.0001256315445061773,5.78886183286635e-57
360,droplet,3m,21m,female,Mammary_Gland,Tnxb,2.051941156387329,3.351001214468852e-05,0.00013895380834583193,0.00029125428409315646,1.2454105202179028e-104
361,droplet,3m,21m,female,Marrow,Pcm1,-2.0482420921325684,5.258765668259002e-05,1.27145631267922e-05,9.156671876553446e-05,1.5995873127122533e-88
362,droplet,3m,21m,female,Spleen,Phactr2,2.0461883544921875,3.313283286843216e-06,1.3684303667105269e-05,6.0229431255720556e-05,5.207676884846275e-10
363,droplet,3m,21m,female,Limb_Muscle,Ly6d,-2.045870065689087,0.00011458894732641056,2.7750733352149837e-05,0.0005112890503369272,2.279263715917304e-13
364,droplet,3m,21m,female,Mammary_Gland,Csf3,-2.0441901683807373,0.00019533306476660073,4.7360164899146184e-05,0.001133828074671328,1.960707461277221e-11
365,droplet,3m,21m,female,Liver,2810007J24Rik,-2.0392088890075684,0.000704447622410953,0.00017139007104560733,0.0005231795948930085,3.0964811675175682e-83
366,droplet,3m,21m,female,Marrow,Zbed6,-2.033069610595703,1.3191258403821848e-05,3.2230807391897542e-06,4.324455221649259e-05,8.229295189550846e-10
367,droplet,3m,21m,female,Spleen,Ng23,2.0329785346984863,6.315000064205378e-06,2.5844072297331877e-05,8.702721970621496e-05,5.556009050904018e-29
368,droplet,3m,21m,female,Kidney,Napsa,2.0314176082611084,0.000433437671745196,0.0017719207098707557,0.005960766226053238,5.829312083204552e-17
369,droplet,3m,21m,female,Liver,Psmb9,2.0300981998443604,2.1319821826182306e-05,8.707711822353303e-05,0.00017722779011819512,4.199378040938753e-06
370,droplet,3m,21m,female,Limb_Muscle,Arhgap9,-2.0284459590911865,1.4161007129587233e-05,3.471130867183092e-06,6.526518700411543e-05,8.139938887929591e-07
371,droplet,3m,21m,female,Mammary_Gland,BC064078,2.0265145301818848,3.084496256633429e-06,1.2566836630867328e-05,4.835136132896878e-05,8.909550373820826e-09
372,droplet,3m,21m,female,Limb_Muscle,Slc7a5,2.025385618209839,3.875032689393265e-06,1.5775285646668635e-05,5.971455539111048e-05,2.5659779152283155e-10
373,droplet,3m,21m,female,Kidney,Arg2,2.025075912475586,5.484126631927211e-06,2.2321124561131e-05,9.3518101493828e-05,2.3385509839826316e-06
374,droplet,3m,21m,female,Marrow,Pds5a,-2.0246095657348633,1.8767783330986276e-05,4.612588782038074e-06,4.926870678900741e-05,2.7627818678161035e-20
375,droplet,3m,21m,female,Marrow,Mki67,-2.023078203201294,0.00031893092091195285,7.846741937100887e-05,0.000628966314252466,4.5299831255057776e-100
376,droplet,3m,21m,female,Marrow,Prrc2c,-2.022040843963623,0.00013620695972349495,3.353546708240174e-05,0.00016618119843769819,1.024214132149909e-222
377,droplet,3m,21m,female,Liver,Psmb8,2.019287109375,5.130816498422064e-05,0.00020799481717403978,0.00036742567317560315,4.9300629189229e-10
378,droplet,3m,21m,female,Liver,Cyp7b1,-2.0190374851226807,8.731742127565667e-05,2.1543191905948333e-05,0.00015371240442618728,6.592971643671624e-14
379,droplet,3m,21m,female,Marrow,Tfrc,-2.018707036972046,6.444138853112236e-05,1.5902794984867796e-05,0.0002092351351166144,1.207882834746371e-31
380,droplet,3m,21m,female,Spleen,Itgam,2.0185532569885254,5.967651759419823e-06,2.417956966382917e-05,9.012801456265152e-05,3.837976062560754e-22
381,droplet,3m,21m,female,Spleen,R74862,2.0151398181915283,3.959790774388239e-06,1.600625728315208e-05,6.886638584546745e-05,1.0235289706568322e-12
382,droplet,3m,21m,female,Spleen,A430084P05Rik,2.014291524887085,2.442939512548037e-05,9.869039058685303e-05,0.00020272978872526437,5.688803205573099e-126
383,droplet,3m,21m,female,Marrow,A630007B06Rik,-2.0060877799987793,1.467247238906566e-05,3.6526716939988546e-06,4.565159906633198e-05,4.759022166696999e-12
384,droplet,3m,21m,female,Mammary_Gland,Gzmm,2.004747152328491,4.168498435319634e-06,1.6728950868127868e-05,0.00010113280586665496,2.47827323747454e-06
385,droplet,3m,21m,female,Spleen,Bmp2k,-2.0042760372161865,3.419432323426008e-05,8.5232795754564e-06,9.581464837538078e-05,9.108449952996688e-40
