,dataset,start_age,end_age,sex,tissue,gene,fold_change_log2,expression_at_start_age,expression_at_end_age,expression_max_std_dev,p_value
2620,droplet,3m,30m,male,Liver,Gstt2,-3.325596809387207,8.118410914903507e-05,8.097791578620672e-06,0.000143898039823398,2.1204931330845915e-21
2621,droplet,3m,30m,male,Liver,Col4a1,3.3252079486846924,2.582895604064106e-06,2.5887751689879224e-05,0.00011108267062809318,3.803532427502217e-11
2622,droplet,3m,30m,male,Spleen,Mgll,3.323308229446411,9.425780831406882e-07,9.434811545361299e-06,4.399393583298661e-05,1.7480902512214337e-08
2623,droplet,3m,30m,male,Liver,St3gal3,-3.322772979736328,7.103390817064792e-05,7.099230970197823e-06,0.00013050693087279797,1.088345030586759e-19
2624,droplet,3m,30m,male,Liver,Paqr9,-3.3196187019348145,0.0002918295213021338,2.9229702704469673e-05,0.00034675069036893547,2.651521039957357e-53
2625,droplet,3m,30m,male,Liver,Reep5,3.319066286087036,4.477100446820259e-05,0.0004468228144105524,0.0002609477087389678,0.0
2626,droplet,3m,30m,male,Lung,Osbpl1a,-3.3187904357910156,2.5158633434330113e-05,2.5213400931534125e-06,7.903026562416926e-05,1.5695053278582679e-25
2627,droplet,3m,30m,male,Spleen,Mt1,3.3184282779693604,9.611329915060196e-06,9.588043758412823e-05,0.0005903513520024717,3.925449438621225e-34
2628,droplet,3m,30m,male,Lung,Ptprs,-3.315410614013672,6.672687595710158e-05,6.702899554511532e-06,0.00013800588203594089,7.744158100928352e-78
2629,droplet,3m,30m,male,Lung,Sirpb1b,3.3152856826782227,4.258650278643472e-06,4.2390885937493294e-05,0.00010974189353873953,3.419519965403889e-113
2630,droplet,3m,30m,male,Liver,Cpt2,-3.3151512145996094,0.00010240086703561246,1.028829956339905e-05,0.00014483652194030583,1.2562802317184244e-35
2631,droplet,3m,30m,male,Liver,Acadm,-3.3134267330169678,0.0003094136482104659,3.1124232918955386e-05,0.0002753398148342967,1.802580915184374e-95
2632,droplet,3m,30m,male,Liver,Haus8,3.3122670650482178,2.8096417281631147e-06,2.7908903575735167e-05,4.947356865159236e-05,4.634245736045063e-37
2633,droplet,3m,30m,male,Kidney,Grem2,3.3107082843780518,1.6988841480269912e-06,1.685724055278115e-05,0.0001240744604729116,6.835700109736973e-09
2634,droplet,3m,30m,male,Lung,Fads1,-3.30973482131958,4.887389513896778e-05,4.92887102154782e-06,0.00012101008178433403,1.7713192864000946e-51
2635,droplet,3m,30m,male,Liver,Hddc2,3.305737018585205,1.538602646178333e-06,1.5214327504509129e-05,3.904681216226891e-05,4.4510473567326007e-13
2636,droplet,3m,30m,male,Liver,Rap1b,3.305699348449707,3.852462032227777e-05,0.00038093686453066766,0.000235671061091125,0.0
2637,droplet,3m,30m,male,Lung,Pls3,-3.30385422706604,5.977589898975566e-05,6.052946446288843e-06,0.00013393709377851337,6.2230490160077e-65
2638,droplet,3m,30m,male,Liver,Alas1,-3.3037312030792236,0.00028725151787512004,2.908975693571847e-05,0.00033537630224600434,3.8317789498443485e-55
2639,droplet,3m,30m,male,Liver,Crtap,3.3013198375701904,1.3247461083665257e-06,1.3059580851404462e-05,3.604189259931445e-05,1.0647080758898659e-10
2640,droplet,3m,30m,male,Lung,Ripk3,3.3010969161987305,2.7584630970522994e-06,2.7189204047317617e-05,8.731349953450263e-05,1.4040867771721714e-60
2641,droplet,3m,30m,male,Liver,Grn,3.3009302616119385,0.00010597141226753592,0.0010444021318107843,0.0007522916421294212,0.0
2642,droplet,3m,30m,male,Liver,Pld3,3.2991087436676025,1.5652783986297436e-05,0.00015407151659019291,0.00015646878455299884,1.2468559533930806e-203
2643,droplet,3m,30m,male,Lung,1810055G02Rik,-3.2969298362731934,2.985979699587915e-05,3.0381690976355458e-06,8.848807192407548e-05,7.691727450998759e-31
2644,droplet,3m,30m,male,Lung,Trpt1,-3.2954776287078857,1.2740656529786065e-05,1.2976390735275345e-06,5.9219979448243976e-05,1.687126417987068e-07
2645,droplet,3m,30m,male,Liver,Il17ra,3.295365333557129,5.164452431927202e-06,5.070236147730611e-05,7.709534838795662e-05,8.933755968789729e-71
2646,droplet,3m,30m,male,Lung,Chic1,-3.294606924057007,1.1686257494147867e-05,1.1909666000065044e-06,5.6668104662094265e-05,3.0015592437388277e-06
2647,droplet,3m,30m,male,Spleen,1700020L24Rik,3.293910026550293,9.565251275489572e-07,9.381288691656664e-06,4.513470412348397e-05,3.0848969914491836e-08
2648,droplet,3m,30m,male,Lung,Ecscr,3.2928707599639893,5.211194547882769e-06,5.107286779093556e-05,0.0002483255520928651,8.695671697390522e-59
2649,droplet,3m,30m,male,Spleen,Tfrc,3.2926747798919678,6.1757341427437495e-06,6.0517715610330924e-05,0.00028430481324903667,1.4197620937454036e-56
2650,droplet,3m,30m,male,Liver,Larp1b,-3.2923364639282227,6.393618969013914e-05,6.526113793370314e-06,0.00011779983469750732,2.9464658779839464e-19
2651,droplet,3m,30m,male,Lung,Dennd2a,-3.2900230884552,1.1817807717307005e-05,1.2082058447049349e-06,5.6267377658514306e-05,1.4905671069471434e-06
2652,droplet,3m,30m,male,Liver,Gm9320,3.2867493629455566,1.2560415598272812e-05,0.00012257846537977457,0.00025762434233911335,5.02808842155978e-71
2653,droplet,3m,30m,male,Lung,Qpct,-3.286675453186035,4.8988134949468076e-05,5.019991021981696e-06,0.00014273358101490885,9.779262971674104e-38
2654,droplet,3m,30m,male,Liver,Tnip1,3.2855656147003174,3.3225885545107303e-06,3.2398915209341794e-05,7.078103953972459e-05,8.371721291034762e-29
2655,droplet,3m,30m,male,Liver,Qdpr,-3.28285551071167,0.0004866303934250027,4.9998991016764194e-05,0.0003669228754006326,1.1479212413126225e-134
2656,droplet,3m,30m,male,Spleen,Ccnb1,3.2827630043029785,2.9086231734254397e-06,2.8307249522185884e-05,0.00010986055713146925,8.863376705488735e-49
2657,droplet,3m,30m,male,Liver,Baz1a,3.2818963527679443,6.967893114051549e-06,6.777207454433665e-05,8.868211443768814e-05,2.542405847843832e-99
2658,droplet,3m,30m,male,Liver,Trex1,3.281710386276245,8.218255061365198e-06,7.992320752236992e-05,9.599728946341202e-05,2.363524156685349e-115
2659,droplet,3m,30m,male,Liver,St5,-3.2813222408294678,2.5683213607408106e-05,2.6416353193781106e-06,7.200617255875841e-05,9.210376386206251e-06
2660,droplet,3m,30m,male,Lung,Fam189a2,-3.281287908554077,2.307720569660887e-05,2.3736517960060155e-06,7.953675230965018e-05,1.5975776319449964e-20
2661,droplet,3m,30m,male,Lung,C920009B18Rik,3.2807796001434326,8.640000714876805e-07,8.397060810239054e-06,4.6184853999875486e-05,5.614883772702117e-06
2662,droplet,3m,30m,male,Liver,Socs3,3.2807042598724365,1.216211421706248e-05,0.00011819510109489784,0.0003456043195910752,5.313864529432719e-38
2663,droplet,3m,30m,male,Liver,Maged1,-3.277634382247925,8.347932453034446e-05,8.60820546222385e-06,0.00013579406368080527,1.1716594469361095e-25
2664,droplet,3m,30m,male,Lung,Snx20,3.277560234069824,1.2291030543565284e-05,0.00011918793461518362,0.00018166845256928355,0.0
2665,droplet,3m,30m,male,Liver,Gimap8,3.2768423557281494,1.3617909644381143e-06,1.3198925444157794e-05,5.904074350837618e-05,3.6712933807981126e-06
2666,droplet,3m,30m,male,Liver,Il6ra,3.2768335342407227,2.22950120587484e-06,2.1608921088045463e-05,4.6910052333259955e-05,3.502679340020476e-25
2667,droplet,3m,30m,male,Lung,Cox6b2,-3.276602029800415,0.0001640885602682829,1.6932564903981984e-05,0.00026494296616874635,1.9175945442686458e-140
2668,droplet,3m,30m,male,Lung,6430548M08Rik,3.2764668464660645,3.0324993076646933e-06,2.9384318622760475e-05,9.069808584172279e-05,1.0040159826776769e-67
2669,droplet,3m,30m,male,Spleen,Kif11,3.2752554416656494,1.1811004014816717e-06,1.1435028682171833e-05,5.0733280659187585e-05,3.115830000344385e-13
2670,droplet,3m,30m,male,Liver,Abhd14b,-3.274956226348877,0.0001762265310389921,1.8205859305453487e-05,0.00019357097335159779,4.178974848163354e-61
2671,droplet,3m,30m,male,Lung,Csad,-3.2749385833740234,8.290306141134351e-05,8.564771633245982e-06,0.0001704924798104912,2.554733610619215e-81
2672,droplet,3m,30m,male,Lung,Slc11a1,3.272944688796997,6.695869615214178e-06,6.472343375207856e-05,0.00014717150770593435,6.572842531896466e-169
2673,droplet,3m,30m,male,Liver,Plxna1,3.272904634475708,2.5733777420100523e-06,2.4874027076293714e-05,5.0944181566592306e-05,5.2907225280486e-24
2674,droplet,3m,30m,male,Liver,Msra,-3.272902727127075,0.00017881367239169776,1.8499449652154e-05,0.00021152831322979182,3.068679939737722e-52
2675,droplet,3m,30m,male,Liver,Pld1,3.2726798057556152,1.1837826150440378e-06,1.1440555681474507e-05,3.368691977811977e-05,2.4565339828310093e-07
2676,droplet,3m,30m,male,Lung,H2-Ab1,3.2698962688446045,9.87955936579965e-05,0.0009529595263302326,0.0022927005775272846,5.5032974012730215e-198
2677,droplet,3m,30m,male,Lung,Serf1,-3.268855333328247,5.077645619167015e-05,5.267915639706189e-06,0.00011609758803388104,1.1993634210540777e-59
2678,droplet,3m,30m,male,Liver,Adrbk1,3.2678773403167725,1.2388411960273515e-05,0.00011932866618735716,0.00011281693150522187,7.351390154394567e-192
2679,droplet,3m,30m,male,Lung,Ptplad2,3.267615795135498,1.1666018508549314e-05,0.00011234999692533165,0.00018466604524292052,0.0
2680,droplet,3m,30m,male,Lung,Abhd14a,-3.2655627727508545,4.0987848478835076e-05,4.262090442352928e-06,0.00010140622907783836,3.965353915751068e-48
2681,droplet,3m,30m,male,Lung,C1qtnf6,-3.2646970748901367,3.7888836232014e-05,3.942207058571512e-06,0.00010503736120881513,4.059640784729733e-38
2682,droplet,3m,30m,male,Liver,9030625A04Rik,3.2645456790924072,4.125125087739434e-06,3.9642716728849337e-05,6.0624992329394445e-05,1.0717220328519641e-54
2683,droplet,3m,30m,male,Lung,Slfn2,3.264329195022583,3.6979039578000084e-05,0.00035531751927919686,0.00035552270128391683,0.0
2684,droplet,3m,30m,male,Lung,Gem,-3.263824462890625,0.00012772841728292406,1.3297759323904756e-05,0.00031107693212106824,4.932712138317732e-60
2685,droplet,3m,30m,male,Liver,Emilin1,3.262568950653076,1.5462129567822558e-06,1.4838866263744421e-05,7.036791794234887e-05,3.99005956381961e-06
2686,droplet,3m,30m,male,Lung,Aurkb,3.260746717453003,1.4458186115007265e-06,1.3857876183465123e-05,6.450703949667513e-05,3.808182882083161e-18
2687,droplet,3m,30m,male,Spleen,Pygl,3.2598581314086914,3.044304548893706e-06,2.9161055863369256e-05,0.00010464240767760202,2.9733150754335684e-55
2688,droplet,3m,30m,male,Lung,Mapre3,-3.2591488361358643,4.0682942199055105e-05,4.249234279996017e-06,0.00010781912715174258,1.9494451287088083e-42
2689,droplet,3m,30m,male,Lung,Tulp3,-3.2577242851257324,1.1987853213213384e-05,1.253338496098877e-06,5.572385271079838e-05,6.765827321275976e-07
2690,droplet,3m,30m,male,Liver,Samd9l,3.2570888996124268,5.148164291313151e-06,4.9219128413824365e-05,8.119799167616293e-05,1.8140080078527085e-56
2691,droplet,3m,30m,male,Liver,Adap2,3.256936550140381,4.545843239611713e-06,4.3456038838485256e-05,6.258436769712716e-05,2.8161302855422815e-69
2692,droplet,3m,30m,male,Liver,Ttyh3,3.256782293319702,3.026706508535426e-06,2.8930744520039298e-05,5.6667504395591095e-05,1.5099443567434626e-32
2693,droplet,3m,30m,male,Lung,Tifab,3.254544496536255,7.336757789744297e-06,7.001961785135791e-05,0.00013830221723765135,5.561991378317652e-227
2694,droplet,3m,30m,male,Lung,Vcam1,-3.254331350326538,0.0002300119085703045,2.4104543626890518e-05,0.0004283960734028369,7.969248953671245e-100
2695,droplet,3m,30m,male,Kidney,C3,3.252169609069824,9.942516044247895e-06,9.47320440900512e-05,0.0005659008747898042,3.1951674978230113e-19
2696,droplet,3m,30m,male,Liver,Krt8,-3.250901222229004,0.00020583179139066488,2.162188866350334e-05,0.0002552000805735588,5.2473882479527134e-40
2697,droplet,3m,30m,male,Liver,Sap30,3.2500123977661133,7.091672159731388e-06,6.746832514181733e-05,8.866930875228718e-05,1.8334522513036082e-92
2698,droplet,3m,30m,male,Lung,Fam82a1,-3.2498366832733154,1.1226135029573925e-05,1.1801346317952266e-06,5.316744136507623e-05,4.1287451406679505e-06
2699,droplet,3m,30m,male,Spleen,Hdc,3.248908042907715,2.289521717102616e-06,2.1765250494354405e-05,0.00010211302287643775,3.62690245218706e-15
2700,droplet,3m,30m,male,Lung,Tmed1,-3.247620105743408,7.575289055239409e-05,7.975686457939446e-06,0.0001451267016818747,4.898092614068282e-91
2701,droplet,3m,30m,male,Lung,Ppp1r12b,-3.247464179992676,2.444962774461601e-05,2.5744709546415834e-06,8.292325219372287e-05,9.896937778685862e-22
2702,droplet,3m,30m,male,Lung,Gabarapl1,-3.247244119644165,0.00019963947124779224,2.1024636225774884e-05,0.00025893066776916385,3.683490604050605e-217
2703,droplet,3m,30m,male,Liver,Unc119,3.247241973876953,1.1045186511182692e-05,0.00010487942927284166,0.00010976324119837955,6.000976552150427e-149
2704,droplet,3m,30m,male,Lung,Ecm1,-3.247199058532715,0.0003725646820385009,3.9237140299519524e-05,0.0004379090678412467,9.870735385335942e-272
2705,droplet,3m,30m,male,Liver,Plk2,3.2465600967407227,5.725879418605473e-06,5.4344331147149205e-05,0.00014619878493249416,8.064980024120406e-37
2706,droplet,3m,30m,male,Lung,Dok3,3.2458958625793457,1.1209196600248106e-05,0.0001063375239027664,0.00017497326189186424,0.0
2707,droplet,3m,30m,male,Lung,Mmp9,3.2445216178894043,1.5901841834420338e-06,1.50711375681567e-05,9.597007010597736e-05,1.61930084361967e-09
2708,droplet,3m,30m,male,Liver,Sowahc,3.2437965869903564,4.303969944885466e-06,4.077081030118279e-05,7.734446262475103e-05,2.426409344525785e-47
2709,droplet,3m,30m,male,Lung,Ncald,-3.2415337562561035,9.315710485680029e-05,9.849565685726702e-06,0.00017066547297872603,2.0690823952627676e-101
2710,droplet,3m,30m,male,Liver,Cyp4v3,-3.2414767742156982,0.00033858101232908666,3.579982148949057e-05,0.00035192444920539856,7.805701645977558e-70
2711,droplet,3m,30m,male,Liver,Fem1c,3.2405152320861816,2.1675571133528138e-06,2.0486275388975628e-05,4.304993854020722e-05,7.626086474662704e-20
2712,droplet,3m,30m,male,Lung,Rtn4rl1,-3.2391881942749023,1.6853628039825708e-05,1.7848446987045463e-06,7.698013359913602e-05,7.027507872326697e-10
2713,droplet,3m,30m,male,Liver,Hn1,3.237380266189575,2.155305446649436e-05,0.00020326256344560534,0.00018444572924636304,2.3242464529056828e-264
2714,droplet,3m,30m,male,Liver,H2-D1,3.237332820892334,0.00035406745155341923,0.003339029848575592,0.0013992245076224208,0.0
2715,droplet,3m,30m,male,Lung,Adssl1,3.236849784851074,9.164744369627442e-06,8.639910811325535e-05,0.00015608240209985524,6.348836188536437e-278
2716,droplet,3m,30m,male,Lung,Pilrb2,3.236199140548706,4.416357114678249e-06,4.161570541327819e-05,0.00011262261250521988,2.353534728161094e-97
2717,droplet,3m,30m,male,Spleen,C5ar1,3.234492301940918,2.1156670300115366e-06,1.991253884625621e-05,9.182012581732124e-05,2.5231732524576972e-26
2718,droplet,3m,30m,male,Liver,Pde8a,3.233070135116577,1.416815962329565e-06,1.3321858205017634e-05,3.181319698342122e-05,1.1844612867309163e-11
2719,droplet,3m,30m,male,Liver,Ebpl,-3.2327733039855957,0.00023878416686784476,2.540058812883217e-05,0.00023855817562434822,6.22462265243125e-75
2720,droplet,3m,30m,male,Lung,Cacnb3,-3.2319746017456055,1.679235720075667e-05,1.7872698663268238e-06,6.473560642916709e-05,4.593778339667872e-13
2721,droplet,3m,30m,male,Lung,Pir,-3.229151487350464,6.087171277613379e-05,6.491483873105608e-06,0.00013175357889849693,1.2830021681129716e-68
2722,droplet,3m,30m,male,Lung,Adprhl2,-3.228949546813965,1.969766162801534e-05,2.1008927433285862e-06,7.190087490016595e-05,1.2526402687663105e-16
2723,droplet,3m,30m,male,Liver,Fam38a,3.2288243770599365,2.352454202991794e-06,2.2054351575206965e-05,4.976657510269433e-05,1.2651278604648987e-15
2724,droplet,3m,30m,male,Lung,Col4a2,-3.2286229133605957,0.00012763739505317062,1.3616501746582799e-05,0.00022284201986622065,8.878533883566193e-116
2725,droplet,3m,30m,male,Liver,Malat1,3.228006601333618,0.0017844999674707651,0.016720272600650787,0.012131746858358383,2.2764924392836117e-296
2726,droplet,3m,30m,male,Lung,Mcts2,-3.225444793701172,1.1156292202940676e-05,1.192789795823046e-06,5.411473102867603e-05,9.140583247114116e-06
2727,droplet,3m,30m,male,Lung,Lmbr1,-3.2243478298187256,1.822193371481262e-05,1.9497049379424425e-06,6.79549339110963e-05,4.6296041513398355e-15
2728,droplet,3m,30m,male,Liver,Junb,3.2235209941864014,0.00017932687478605658,0.0016750273061916232,0.0012720057275146246,0.0
2729,droplet,3m,30m,male,Liver,Adipor2,-3.223006248474121,0.00031344735180027783,3.3569358492968604e-05,0.0003313368943054229,4.7819250428133544e-67
2730,droplet,3m,30m,male,Lung,Neurl1b,-3.22153377532959,1.929730933625251e-05,2.068798949039774e-06,8.182306919479743e-05,1.5705036045311228e-12
2731,droplet,3m,30m,male,Lung,Ankrd37,3.2213666439056396,3.1924132599669974e-06,2.9774688300676644e-05,9.913276880979538e-05,2.818546403802385e-64
2732,droplet,3m,30m,male,Liver,Bckdha,-3.2212228775024414,0.00020219416182953864,2.1681227735825814e-05,0.00022562108642887324,2.3810123557450845e-59
2733,droplet,3m,30m,male,Lung,Plscr4,-3.2195851802825928,7.495843601645902e-05,8.046903531067073e-06,0.00014932305202819407,1.1731155701908188e-83
2734,droplet,3m,30m,male,Liver,Serpine1,3.2174832820892334,1.9915978555218317e-06,1.852511013566982e-05,8.208167128032073e-05,3.330337629938054e-08
2735,droplet,3m,30m,male,Liver,Sdc1,-3.217109203338623,0.0001049268976203166,1.1283411367912777e-05,0.00017699113232083619,1.3124959262666403e-21
2736,droplet,3m,30m,male,Lung,Marcksl1,3.2169485092163086,1.8038859707303345e-05,0.0001677285908954218,0.00039367697900161147,2.2472092761045286e-277
2737,droplet,3m,30m,male,Liver,Guca1a,3.216397285461426,6.983746516198153e-06,6.491134263342246e-05,8.1267484347336e-05,6.085426454045441e-104
2738,droplet,3m,30m,male,Liver,Vegfa,-3.21559476852417,5.943156793364324e-05,6.3977408899518196e-06,0.00013266385940369219,7.833865964180019e-12
2739,droplet,3m,30m,male,Liver,Slc25a16,-3.215250253677368,5.489972318173386e-05,5.911304015171481e-06,0.00011561096471268684,1.0960882500054135e-13
2740,droplet,3m,30m,male,Lung,Tef,-3.213496446609497,3.1715346267446876e-05,3.4190898077213205e-06,9.267601126339287e-05,5.144128246690492e-32
2741,droplet,3m,30m,male,Liver,H2-Q8,3.2112770080566406,3.717353820320568e-06,3.4429027436999604e-05,8.243134652730078e-05,1.504903190722211e-29
2742,droplet,3m,30m,male,Spleen,Hebp1,3.2094900608062744,5.705538569600321e-06,5.2777577366214246e-05,0.00018137333972845227,2.7879826714475414e-80
2743,droplet,3m,30m,male,Lung,Slc44a1,-3.2070205211639404,2.7876820240635425e-05,3.0187959509930806e-06,8.588320633862168e-05,2.428705464009276e-27
2744,droplet,3m,30m,male,Liver,Smc2,3.2061805725097656,2.9203065423644148e-06,2.69516294792993e-05,6.872079393360764e-05,1.0129073821933868e-23
2745,droplet,3m,30m,male,Lung,Cdc42bpg,-3.2048497200012207,1.7893727999762632e-05,1.94063909475517e-06,7.27094811736606e-05,8.824882679425466e-13
2746,droplet,3m,30m,male,Spleen,Cenpe,3.2046446800231934,2.121284524037037e-06,1.9556593542802148e-05,8.319635526277125e-05,1.9690357081313236e-30
2747,droplet,3m,30m,male,Liver,Ddah2,3.2035627365112305,2.0209924969094573e-06,1.861801320046652e-05,7.608276064274833e-05,7.74858761247195e-07
2748,droplet,3m,30m,male,Lung,H2-Aa,3.2033421993255615,0.00011299992183921859,0.0010408309753984213,0.002336097415536642,3.7841503822888525e-228
2749,droplet,3m,30m,male,Liver,Maf,3.2017736434936523,2.200514245487284e-05,0.0002024669520324096,0.00032144636497832835,3.4830556417200023e-100
2750,droplet,3m,30m,male,Liver,Mylip,3.2010951042175293,4.8464412429893855e-06,4.457062459550798e-05,0.00010868559184018523,3.481613875228492e-30
2751,droplet,3m,30m,male,Liver,Prkd3,-3.201077461242676,7.143217226257548e-05,7.767361239530146e-06,0.00013754511019214988,4.8451086837379635e-17
2752,droplet,3m,30m,male,Liver,Mylk,-3.200413942337036,3.786355955526233e-05,4.11908513342496e-06,9.734691411722451e-05,2.0236100778014884e-07
2753,droplet,3m,30m,male,Lung,Fam132a,-3.199558734893799,5.4068546887720004e-05,5.88547436564113e-06,0.00012049769429722801,1.0087450783794252e-62
2754,droplet,3m,30m,male,Lung,Samd4,-3.197572708129883,1.761010571499355e-05,1.91953722605831e-06,7.004307553870603e-05,4.594084264463776e-13
2755,droplet,3m,30m,male,Lung,Ccr2,3.1973159313201904,3.8749374652979895e-05,0.0003554288996383548,0.0004133444745093584,0.0
2756,droplet,3m,30m,male,Spleen,Cxcr2,3.197115659713745,1.4994898265285883e-06,1.3752177437709179e-05,7.531292794737965e-05,1.2194397838789871e-14
2757,droplet,3m,30m,male,Lung,Tmem201,-3.1966519355773926,1.3442499948723707e-05,1.4661947034255718e-06,5.887279621674679e-05,1.3700588218290564e-08
2758,droplet,3m,30m,male,Liver,2310004N24Rik,3.195106267929077,6.654479875578545e-06,6.094485070207156e-05,7.25625068298541e-05,5.2787380698313046e-86
2759,droplet,3m,30m,male,Liver,Pgm2,-3.194606065750122,0.0001656373351579532,1.8091974197886884e-05,0.00021211376588325948,5.070462660248626e-44
2760,droplet,3m,30m,male,Lung,Sox4,-3.194531202316284,6.325841968646273e-05,6.909849616931751e-06,0.00016898559988476336,9.91021880227604e-46
2761,droplet,3m,30m,male,Lung,Thbs1,-3.19372296333313,0.00026018184144049883,2.8436134016374126e-05,0.000777748238760978,1.6407651977066744e-39
2762,droplet,3m,30m,male,Lung,Slc25a35,-3.1928341388702393,1.5433650332852267e-05,1.6878335600267746e-06,6.483953620772809e-05,1.2473836706228998e-10
2763,droplet,3m,30m,male,Lung,Fyb,3.192812204360962,3.767744419747032e-05,0.00034451938699930906,0.0003688574943225831,0.0
2764,droplet,3m,30m,male,Lung,Ptprj,3.192577838897705,5.9787289501400664e-06,5.466012953547761e-05,0.00012779592361766845,1.3156413140804656e-153
2765,droplet,3m,30m,male,Liver,Snx5,3.1922662258148193,3.514185664243996e-05,0.0003212126321159303,0.00022919202456250787,0.0
2766,droplet,3m,30m,male,Lung,Dpep2,3.1910691261291504,7.255586751853116e-06,6.62643724353984e-05,0.00015122380864340812,8.84971676113824e-159
2767,droplet,3m,30m,male,Lung,Slc16a3,3.1900227069854736,6.02649015490897e-06,5.499928374774754e-05,0.0001297361741308123,1.6937169131633067e-149
2768,droplet,3m,30m,male,Lung,AB124611,3.1899688243865967,2.879055136872921e-05,0.0002627400681376457,0.00029466263367794454,0.0
2769,droplet,3m,30m,male,Liver,Pltp,3.1888442039489746,2.3774828150635585e-05,0.00021679796918760985,0.0002639292215462774,6.077430828915021e-185
2770,droplet,3m,30m,male,Lung,Gpr183,3.1888070106506348,3.758084176297416e-06,3.4268348827026784e-05,0.00011950990301556885,2.759638358974757e-54
2771,droplet,3m,30m,male,Lung,Ntn1,-3.1884257793426514,5.191359014133923e-05,5.694678293366451e-06,0.00015073167742229998,1.3081282122943792e-37
2772,droplet,3m,30m,male,Liver,Pitpna,3.187732696533203,2.7074000172433443e-05,0.0002466923324391246,0.0001690238423179835,0.0
2773,droplet,3m,30m,male,Liver,Coro1b,3.186922073364258,2.3695181880611926e-05,0.00021578400628641248,0.00015705666737630963,0.0
2774,droplet,3m,30m,male,Lung,Hoxa5,-3.1839540004730225,0.00010783759353216738,1.1866004570038058e-05,0.00020736365695483983,2.511744997614316e-93
2775,droplet,3m,30m,male,Lung,Cd74,3.183603525161743,0.0004543597751762718,0.004128193482756615,0.008187939412891865,2.3113275167996636e-294
2776,droplet,3m,30m,male,Liver,Ddt,-3.1823432445526123,0.0008632976096123457,9.509982919553295e-05,0.0007125867996364832,1.1101746375082152e-108
2777,droplet,3m,30m,male,Liver,Hyi,-3.182326078414917,0.00013436508015729487,1.480167338741012e-05,0.0002116075047524646,8.982276775404678e-28
2778,droplet,3m,30m,male,Liver,Grb2,3.181908130645752,2.8088454200769775e-05,0.00025490461848676205,0.00017469029990024865,0.0
2779,droplet,3m,30m,male,Lung,Creb5,-3.1797468662261963,3.2444833777844906e-05,3.5805212519335328e-06,0.00012229567801114172,6.876443411870427e-20
2780,droplet,3m,30m,male,Lung,Fam13c,-3.1791160106658936,1.4094302059675101e-05,1.5560874544462422e-06,6.505885539809242e-05,3.5763542421336086e-08
2781,droplet,3m,30m,male,Liver,1810030O07Rik,3.1785364151000977,2.8700435450446093e-06,2.5985040338127874e-05,4.8339778004447e-05,7.028843449736155e-36
2782,droplet,3m,30m,male,Liver,Efhd2,3.1781952381134033,3.1849420338403434e-05,0.00028829267830587924,0.000203049392439425,0.0
2783,droplet,3m,30m,male,Lung,Flt1,3.1779916286468506,2.4218718408519635e-06,2.1919069695286453e-05,0.000112661458842922,3.202177418278134e-30
2784,droplet,3m,30m,male,Liver,Pvt1,3.176764726638794,2.1417929474409902e-06,1.9367746062926017e-05,3.9713893784210086e-05,1.139750995129272e-19
2785,droplet,3m,30m,male,Lung,Akap12,-3.175081253051758,0.00017093002679757774,1.8924463802250102e-05,0.0003437994164414704,3.1864446221008225e-88
2786,droplet,3m,30m,male,Lung,Slc25a23,-3.1749625205993652,1.0888678843912203e-05,1.2056351579303737e-06,5.131222496856935e-05,8.967165758859627e-06
2787,droplet,3m,30m,male,Liver,Mob3b,-3.174239158630371,3.354512955411337e-05,3.716106675710762e-06,8.370586147066206e-05,2.690096937460296e-08
2788,droplet,3m,30m,male,Liver,Ctsb,3.173405647277832,0.00034156962647102773,0.0030815519858151674,0.0020970136392861605,0.0
2789,droplet,3m,30m,male,Lung,Arhgap20,-3.172684907913208,2.5640651074354537e-05,2.8435158583306475e-06,8.760449418332428e-05,1.3921325408922488e-21
2790,droplet,3m,30m,male,Spleen,Ska1,3.172053098678589,1.0563860541878967e-06,9.52151731326012e-06,3.8813323044450954e-05,3.4013249539236935e-09
2791,droplet,3m,30m,male,Lung,AI607873,3.1719937324523926,7.339931016758783e-06,6.615417805733159e-05,0.0001401811168761924,1.58827865869137e-194
2792,droplet,3m,30m,male,Lung,Phactr1,-3.1715567111968994,3.274228220107034e-05,3.6339181406219723e-06,9.201317152474076e-05,2.684961913037405e-34
2793,droplet,3m,30m,male,Spleen,Gata1,3.171192169189453,1.4968434243201045e-06,1.3483435395755805e-05,5.9135745686944574e-05,1.9014782217377322e-16
2794,droplet,3m,30m,male,Lung,Fkbp11,-3.17069673538208,1.646762939344626e-05,1.8287571492692223e-06,6.684731488348916e-05,7.940917586955032e-12
2795,droplet,3m,30m,male,Liver,Sipa1,3.1697232723236084,5.502846761373803e-06,4.9518705054651946e-05,7.835192809579894e-05,2.9955513118704225e-43
2796,droplet,3m,30m,male,Lung,Cela1,3.167457103729248,1.7174313597934088e-06,1.5430472558364272e-05,7.446387462550774e-05,4.8155551545391416e-20
2797,droplet,3m,30m,male,Liver,Sdpr,3.166642189025879,5.599074484052835e-06,5.0277139962418005e-05,0.0002438795636408031,1.629996629549317e-08
2798,droplet,3m,30m,male,Lung,Cd300lb,3.166604518890381,2.2170097508933395e-06,1.9907221940229647e-05,7.377785368589684e-05,5.86178649108442e-34
