,Dataset,Start age,End age,sex,tissue,Gene,dExpression,Expression at start age,Expression at end age,Max expression std. dev,Confidence (p-value)
372,droplet,18m,21m,female,Liver,AI662270,3.8573858737945557,7.503454980906099e-05,1.9452174456091598e-05,0.00015797729429323226,1.1441925101628406e-09
373,droplet,18m,21m,female,Liver,Cybb,3.8465285301208496,0.00036658611497841775,9.5303104899358e-05,0.0005800268845632672,5.259978987375e-16
374,droplet,18m,21m,female,Liver,Fgd2,3.8416216373443604,4.9492398829897866e-05,1.2883204362879042e-05,0.0001211367198266089,7.952076626793657e-06
375,droplet,18m,21m,female,Liver,Elovl6,3.839897632598877,1.9321365471114404e-05,7.41920739528723e-05,0.00013487206888385117,2.1461066142562953e-07
376,droplet,18m,21m,female,Liver,AB124611,3.838825225830078,0.00011575836833799258,3.0154631531331688e-05,0.0001970297598745674,1.4572798882414734e-14
377,droplet,18m,21m,female,Liver,H2-Ab1,3.8365652561187744,0.002561702160164714,0.0006677071796730161,0.004282000474631786,2.2349688750752936e-17
378,droplet,18m,21m,female,Mammary_Gland,Tmem125,3.8360674381256104,1.4119754268904217e-05,3.6807880405831384e-06,5.244725980446674e-05,3.5167465848904975e-08
379,droplet,18m,21m,female,Marrow,Gm6654,3.8282172679901123,3.7661593523807824e-05,9.837892321229447e-06,7.471002754755318e-05,9.271692882494341e-51
380,droplet,18m,21m,female,Spleen,BC064078,3.8269410133361816,1.9631545001175255e-05,7.512877346016467e-05,0.0001688304473645985,2.1526324998133757e-102
381,droplet,18m,21m,female,Mammary_Gland,Ly6d,3.8243682384490967,0.0012242639204487205,0.00032012187875807285,0.0026544153224676847,5.938324031658514e-68
382,droplet,18m,21m,female,Spleen,1810046K07Rik,3.8105132579803467,3.2894417927309405e-06,1.2534464985947125e-05,6.270964513532817e-05,8.847588875848965e-07
383,droplet,18m,21m,female,Spleen,2610018G03Rik,3.8032760620117188,1.1277428711764514e-05,2.965187150039128e-06,5.428903750726022e-05,6.247813277218235e-06
384,droplet,18m,21m,female,Liver,Sult2a5,3.801362991333008,4.0193477616412565e-05,0.0001527900021756068,0.0003081166069023311,6.752071232656096e-06
385,droplet,18m,21m,female,Liver,Sdc3,3.8003649711608887,0.0007404378266073763,0.0001948333519976586,0.0012664975365623832,7.694388463304268e-12
386,droplet,18m,21m,female,Liver,Tm6sf1,3.797832489013672,7.386225479422137e-05,1.9448527382337488e-05,0.00014999661652836949,5.754713334692088e-09
387,droplet,18m,21m,female,Liver,Fabp7,3.792013168334961,0.00026936858193948865,7.103577081579715e-05,0.0005454326164908707,1.0987199795058385e-06
388,droplet,18m,21m,female,Liver,Ly86,3.791926860809326,0.0002593115787021816,6.83851758367382e-05,0.0003954684652853757,1.1856576325478924e-19
389,droplet,18m,21m,female,Spleen,Itgax,3.7916669845581055,9.573599527357146e-06,3.629990533227101e-05,0.00012875102402176708,2.1600930410503624e-33
390,droplet,18m,21m,female,Liver,Slfn5,3.7843074798583984,9.629306441638619e-05,2.544535709603224e-05,0.00022379223082680255,7.285796004587175e-07
391,droplet,18m,21m,female,Liver,Csf2rb,3.7840278148651123,6.142267375253141e-05,1.6232086636591703e-05,0.00013600898091681302,5.597576482442205e-07
392,droplet,18m,21m,female,Liver,Lgmn,3.7819035053253174,0.0009131985134445131,0.00024146531359292567,0.0013935097958892584,7.217295461422293e-18
393,droplet,18m,21m,female,Liver,Tnfaip8l2,3.7786643505096436,7.188785093603656e-05,1.902467010950204e-05,0.00014724337961524725,5.85825253088422e-10
394,droplet,18m,21m,female,Fat,Gcsh,3.7742421627044678,2.5871573598124087e-05,9.764559217728674e-05,0.00023696923744864762,2.7615770287249846e-11
395,droplet,18m,21m,female,Mammary_Gland,Fam174b,3.7692437171936035,2.024222703767009e-05,5.370367489376804e-06,6.823393778176978e-05,5.758043480447254e-14
396,droplet,18m,21m,female,Liver,Rgs1,3.766979455947876,0.00026243951288051903,6.96684219292365e-05,0.0004526975972112268,9.72369487671248e-14
397,droplet,18m,21m,female,Fat,Col5a3,3.7648396492004395,4.128940781811252e-05,0.00015544799680355936,0.0003238753415644169,1.4535603467509303e-15
398,droplet,18m,21m,female,Marrow,Arntl,3.763280153274536,3.610431667766534e-05,9.593841241439804e-06,0.0001373692648485303,2.5995245503101648e-15
399,droplet,18m,21m,female,Pancreas,Dhcr7,3.76314640045166,8.222367796406616e-06,3.0941977456677705e-05,9.090977982850745e-05,2.0590958377218547e-10
400,droplet,18m,21m,female,Spleen,Gm4759,3.762509346008301,3.047170139325317e-05,8.09877019491978e-06,9.290459274780005e-05,3.100120412417783e-36
401,droplet,18m,21m,female,Marrow,Ppp1r3b,3.759688138961792,3.17824060402927e-06,1.194919695990393e-05,5.398747089202516e-05,6.566996956522353e-06
402,droplet,18m,21m,female,Mammary_Gland,Capsl,3.756584405899048,4.0282404370373115e-05,1.072314535122132e-05,0.00013240728003438562,3.623864409722819e-22
403,droplet,18m,21m,female,Spleen,Bmp2k,3.7552967071533203,3.2007446861825883e-05,8.5232795754564e-06,9.068871440831572e-05,2.861248002453983e-41
404,droplet,18m,21m,female,Liver,Irf5,3.7542479038238525,9.096857684198767e-05,2.423083788016811e-05,0.0001805333886295557,3.292754901420268e-11
405,droplet,18m,21m,female,Liver,Pla2g15,3.7497661113739014,7.150962483137846e-05,1.9070421330980025e-05,0.0001613636122783646,3.153884614192572e-07
406,droplet,18m,21m,female,Spleen,Sh2d1b1,3.7409934997558594,4.665791948355036e-06,1.745470035530161e-05,6.791052146581933e-05,5.573144238934869e-15
407,droplet,18m,21m,female,Liver,Sirpa,3.734630823135376,0.00016756285913288593,4.486731631914154e-05,0.00031550260609947145,3.369369571580643e-11
408,droplet,18m,21m,female,Marrow,G0s2,3.729349374771118,6.87142091919668e-05,0.0002562592853792012,0.0004534277250058949,9.502536420732959e-156
409,droplet,18m,21m,female,Mammary_Gland,Kif5c,3.720107316970825,2.038047750829719e-05,5.478464117913973e-06,8.018647349672392e-05,7.246677707019972e-11
410,droplet,18m,21m,female,Fat,Atp1a2,3.7197375297546387,2.9762044505332597e-05,8.001113201316912e-06,0.00010550572915235534,5.576530174577558e-06
411,droplet,18m,21m,female,Liver,Igsf8,3.7123076915740967,4.787990837940015e-05,1.2897612577944528e-05,0.00011246022768318653,1.5584140381126131e-06
412,droplet,18m,21m,female,Mammary_Gland,Vill,3.70495343208313,2.7574529667617753e-05,7.442610694852192e-06,8.223608165280893e-05,1.294297757813596e-21
413,droplet,18m,21m,female,Liver,Acad11,3.7038257122039795,3.778048267122358e-05,0.000139932322781533,0.0001791834074538201,4.482406976036546e-18
414,droplet,18m,21m,female,Marrow,Rsph1,3.70044207572937,2.5770455977180973e-05,6.964155090827262e-06,0.00011197653657291085,2.1141048280408516e-10
415,droplet,18m,21m,female,Liver,Ctla2b,3.672095537185669,9.004691673908383e-05,2.4521941668353975e-05,0.00018131156684830785,1.0282827721412657e-07
416,droplet,18m,21m,female,Mammary_Gland,Rpl26,3.6690309047698975,1.645869269850664e-05,4.485841145651648e-06,5.6438253523083404e-05,1.3211802093100762e-10
417,droplet,18m,21m,female,Mammary_Gland,Gm5480,3.6639113426208496,6.607617979170755e-05,1.803432678570971e-05,0.00014487493899650872,2.1996063988264833e-52
418,droplet,18m,21m,female,Spleen,Dusp1,3.66168212890625,0.00011637183342827484,3.178097540512681e-05,0.00026488868752494454,7.219214484063662e-104
419,droplet,18m,21m,female,Mammary_Gland,Ndufs5,3.6531646251678467,1.7053709598258138e-05,4.6682007450726815e-06,5.786741166957654e-05,2.7085746859382686e-11
420,droplet,18m,21m,female,Marrow,Atp5k,3.644268751144409,0.00041825725929811597,0.00011477124644443393,0.000296463374979794,0.0
421,droplet,18m,21m,female,Liver,Filip1l,3.6322860717773438,6.0731443227268755e-05,1.6719894119887613e-05,0.00012870867794845253,4.924212684692068e-08
422,droplet,18m,21m,female,Kidney,Cpeb4,3.631587028503418,4.099358193343505e-05,1.1288061614322942e-05,0.00010157290671486408,2.1446997098171312e-23
423,droplet,18m,21m,female,Marrow,Ifitm1,3.6276495456695557,4.2767656850628555e-05,0.0001551460736664012,0.0008881089161150157,1.1967350104658308e-11
424,droplet,18m,21m,female,Marrow,Phospho1,3.626250982284546,1.3016260709264316e-05,4.720023207482882e-05,0.00014606423792429268,4.510259887331016e-34
425,droplet,18m,21m,female,Liver,Aldob,3.6200268268585205,0.000659275334328413,0.0023865944240242243,0.0023438390344381332,1.1760129457048979e-35
426,droplet,18m,21m,female,Liver,Kctd12,3.6170125007629395,0.00015142039046622813,4.186338628642261e-05,0.00026942958356812596,1.0311408038776642e-11
427,droplet,18m,21m,female,Spleen,Spon1,3.6154439449310303,3.5842772376781795e-06,1.295875699725002e-05,6.154953734949231e-05,3.728792725565089e-07
428,droplet,18m,21m,female,Mammary_Gland,Clic6,3.575953245162964,2.0411740479175933e-05,5.708054686692776e-06,8.990581409307197e-05,2.749149632822821e-08
429,droplet,18m,21m,female,Heart_and_Aorta,Cyp4b1,3.57098388671875,4.3335989175830036e-05,0.00015475212421733886,0.0003814493538811803,1.5044281188715658e-09
430,droplet,18m,21m,female,Mammary_Gland,Rhpn2,3.5709123611450195,1.2677702216024045e-05,3.5502689570421353e-06,4.959699072060175e-05,6.76623965885948e-06
431,droplet,18m,21m,female,Liver,Aqp8,3.5652947425842285,8.289142715511844e-05,0.00029553237254731357,0.00037028215592727065,1.8068414315959415e-19
432,droplet,18m,21m,female,Limb_Muscle,Ndufs5,3.564619302749634,3.7364588933996856e-05,1.0482069228601176e-05,0.00010145110718440264,2.9989172801943727e-13
433,droplet,18m,21m,female,Liver,Arrb2,3.5501720905303955,0.0001155041391029954,3.2534800993744284e-05,0.00019625759159680456,9.998553067442722e-14
434,droplet,18m,21m,female,Fat,Pmm1,3.548793315887451,2.9384800654952414e-05,0.00010428058885736391,0.00024775671772658825,3.014741190891596e-11
435,droplet,18m,21m,female,Liver,Metrnl,3.547790288925171,0.000102649224572815,2.8933282010257244e-05,0.00020248089276719838,2.9503955372478688e-08
436,droplet,18m,21m,female,Marrow,Trim30b,3.5444388389587402,5.993318154651206e-06,2.124295315297786e-05,7.86463133408688e-05,2.2635571117281467e-15
437,droplet,18m,21m,female,Spleen,Hist1h2ae,3.5418789386749268,3.646219556685537e-05,1.0294590538251214e-05,0.00018140982137992978,1.4585206363508718e-17
438,droplet,18m,21m,female,Spleen,Xrn1,3.5386459827423096,3.122858834103681e-05,8.825009899737779e-06,8.883733244147152e-05,7.455601022930583e-38
439,droplet,18m,21m,female,Liver,Iqgap1,3.5362401008605957,0.00013235065853223205,3.742694389075041e-05,0.00021603371715173125,4.310849976651011e-16
440,droplet,18m,21m,female,Marrow,Acta2,3.536137819290161,5.309939751896309e-06,1.8776681827148423e-05,8.211113890865818e-05,2.555611747487569e-10
441,droplet,18m,21m,female,Spleen,Fah,3.5272703170776367,6.940826551726786e-06,2.4482174922013655e-05,7.901256321929395e-05,3.925967542452674e-26
442,droplet,18m,21m,female,Mammary_Gland,Areg,3.5240731239318848,0.00023665025946684182,6.715248309774324e-05,0.0007441432098858058,5.372687435471044e-24
443,droplet,18m,21m,female,Liver,Vav1,3.5235555171966553,7.141753303585574e-05,2.0268596927053295e-05,0.00013665921869687736,6.3696881605587305e-09
444,droplet,18m,21m,female,Fat,Bank1,3.522712230682373,4.460535274120048e-05,1.266221806872636e-05,0.0001363391347695142,9.394169144865873e-07
445,droplet,18m,21m,female,Pancreas,Derl3,3.5223801136016846,1.1417516361689195e-05,4.02168370783329e-05,0.00012429033813532442,8.020549904038025e-06
446,droplet,18m,21m,female,Spleen,Tmem106a,3.522243022918701,5.261405476630898e-06,1.8531951354816556e-05,7.281837315531448e-05,3.3977022250315426e-15
447,droplet,18m,21m,female,Pancreas,B3galnt1,3.5188257694244385,1.595113644725643e-05,5.61292763450183e-05,0.00012111166142858565,2.5476861709688064e-21
448,droplet,18m,21m,female,Liver,Cmbl,3.514704942703247,5.209350274526514e-05,0.00018309328879695386,0.00023307089577428997,2.3210867365198925e-17
449,droplet,18m,21m,female,Marrow,Cbx3,3.514360189437866,0.0002881064428947866,8.19797714939341e-05,0.0003987350210081786,2.8147302902304797e-153
450,droplet,18m,21m,female,Fat,Gm5506,3.51350474357605,1.3000826584175229e-05,4.567846917780116e-05,9.834951197262853e-05,3.766690895645666e-12
451,droplet,18m,21m,female,Heart_and_Aorta,N4bp3,3.508969783782959,1.4278219168772921e-05,5.010184395359829e-05,0.00012863276060670614,7.960955068451777e-08
452,droplet,18m,21m,female,Mammary_Gland,Sgsm3,3.50815749168396,1.3468136785377283e-05,3.839090368273901e-06,5.195331323193386e-05,1.8013444768216472e-06
453,droplet,18m,21m,female,Limb_Muscle,Adamts9,3.5034451484680176,4.276123218005523e-05,1.2205479833937716e-05,0.00015185326628852636,1.1273612804179622e-06
454,droplet,18m,21m,female,Pancreas,Usp51,3.4973130226135254,3.3394229831174016e-05,9.548538400849793e-06,9.492884419159964e-05,1.746842905321622e-06
455,droplet,18m,21m,female,Pancreas,Tmem97,3.494307041168213,1.0169856068387162e-05,3.553660280886106e-05,0.00010655425285222009,1.6011758894620581e-09
456,droplet,18m,21m,female,Liver,Parp14,3.490851402282715,5.6413246056763455e-05,1.6160309314727783e-05,0.00011754594015656039,5.6181805338949294e-08
457,droplet,18m,21m,female,Liver,Itgb2,3.4905638694763184,0.00018118384468834847,5.19067543791607e-05,0.0002868965093512088,2.419919718438669e-16
458,droplet,18m,21m,female,Liver,Perp,3.4874014854431152,2.8706614102702588e-05,0.00010011149424826726,0.00013845448847860098,2.1902691091126204e-13
459,droplet,18m,21m,female,Liver,Tep1,3.4855685234069824,5.232534385868348e-05,1.5011995856184512e-05,0.00011707622616086155,8.86131550360175e-07
460,droplet,18m,21m,female,Limb_Muscle,Lrg1,3.484832286834717,0.0002704540966078639,7.760892913211137e-05,0.0009589616092853248,5.28661060922806e-07
461,droplet,18m,21m,female,Fat,Timp4,3.4692461490631104,5.4827116400701925e-05,0.00019020876788999885,0.0004750453226733953,3.2840466339076456e-09
462,droplet,18m,21m,female,Mammary_Gland,Prom2,3.468466281890869,2.6191451979684643e-05,7.551305770903127e-06,8.996803808258846e-05,1.356524480656522e-15
463,droplet,18m,21m,female,Spleen,Pydc4,3.468022346496582,2.0472798496484756e-05,5.903305464016739e-06,7.671755884075537e-05,3.555698479649116e-17
464,droplet,18m,21m,female,Spleen,Cdk5rap1,3.4675302505493164,1.1697838090185542e-05,3.373535037098918e-06,5.35855651833117e-05,6.470916466600007e-06
465,droplet,18m,21m,female,Fat,Rpl34-ps1,3.4603841304779053,0.0001266143808607012,0.00043813438969664276,0.00035960073000751436,1.7351363317249027e-112
466,droplet,18m,21m,female,Marrow,Ccr1,3.459254264831543,2.5795792680582963e-05,8.923421410145238e-05,0.000192611274542287,1.6588168636849916e-80
467,droplet,18m,21m,female,Liver,Hexa,3.4526445865631104,0.0003097540757153183,8.971501665655524e-05,0.0004343493783380836,1.1806152907245032e-23
468,droplet,18m,21m,female,Spleen,Cct6a,3.4525110721588135,3.3523585443617776e-05,9.709912774269469e-06,9.078406583284959e-05,6.96697008725787e-42
469,droplet,18m,21m,female,Liver,Evi2a,3.450408935546875,7.354733679676428e-05,2.131553992512636e-05,0.00014953843492548913,1.5449049863066977e-08
470,droplet,18m,21m,female,Pancreas,Bhlha15,3.4427175521850586,1.783483094186522e-05,6.140029290691018e-05,0.00012614292791113257,3.736273426764769e-23
471,droplet,18m,21m,female,Liver,Akr1c14,3.4385874271392822,3.2798037864267826e-05,0.00011277892190264538,0.0001656384556554258,5.69874257934665e-12
472,droplet,18m,21m,female,Liver,Zeb2,3.4353439807891846,8.597252599429339e-05,2.5025883587659337e-05,0.00017779602785594761,2.215102438203113e-06
473,droplet,18m,21m,female,Limb_Muscle,Selp,3.4250481128692627,0.0006888062343932688,0.00020110848709009588,0.0024738197680562735,2.0620673692232527e-06
474,droplet,18m,21m,female,Marrow,Cdc42ep2,3.419123411178589,4.3463169276947156e-06,1.4860596820653882e-05,6.347459566313773e-05,6.734560757190783e-08
475,droplet,18m,21m,female,Liver,Arhgap30,3.401221752166748,7.88559700595215e-05,2.318459883099422e-05,0.00015338529192376882,1.6848845443132692e-09
476,droplet,18m,21m,female,Spleen,Sesn1,3.3892292976379395,0.00012134278222220019,3.580246993806213e-05,0.0002055561199085787,5.4295289314302354e-163
477,droplet,18m,21m,female,Mammary_Gland,Slc5a6,3.378669500350952,1.6418476661783643e-05,4.859449290961493e-06,6.653740274487063e-05,2.2006461630917747e-07
478,droplet,18m,21m,female,Heart_and_Aorta,Ly6c1,3.3694441318511963,0.00040147369145415723,0.0013527431292459369,0.0023800593335181475,3.659803118479005e-20
479,droplet,18m,21m,female,Liver,Gsta3,3.368116617202759,0.0004577366926241666,0.0015417105751112103,0.001365625998005271,2.1799214757526335e-40
480,droplet,18m,21m,female,Marrow,Hist1h4m,3.3665168285369873,3.089791789534502e-05,9.178006621368695e-06,7.361073949141428e-05,4.709879387759594e-30
481,droplet,18m,21m,female,Marrow,Rpl34,3.3640425205230713,5.00391615787521e-05,1.4874710359435994e-05,9.407978359377012e-05,4.531747450877621e-58
482,droplet,18m,21m,female,Liver,Ckb,3.353234052658081,0.0001705529139144346,5.086221426608972e-05,0.0002940694394055754,3.5142410131753667e-12
483,droplet,18m,21m,female,Limb_Muscle,Rac2,3.349684953689575,1.1393016393412836e-05,3.816301978076808e-05,0.00017323413339909166,1.699034939144903e-08
484,droplet,18m,21m,female,Marrow,Ndufs5,3.3490524291992188,2.42721798713319e-05,7.247475878102705e-06,6.473216490121558e-05,7.565139763662627e-21
485,droplet,18m,21m,female,Liver,Cyba,3.348149299621582,0.000903576030395925,0.00026987327146343887,0.0009462559246458113,6.833900125906467e-38
486,droplet,18m,21m,female,Marrow,Zfp36,3.347932815551758,5.295802839100361e-05,0.00017729992396198213,0.00025215180357918143,4.8065816564441405e-191
487,droplet,18m,21m,female,Liver,Dok2,3.347745180130005,0.00010216023656539619,3.051613202842418e-05,0.00020489537564571947,2.789307880518067e-08
488,droplet,18m,21m,female,Lung,AI607873,3.342637538909912,5.5755110224708915e-05,1.6679972759447992e-05,0.0001438812614651397,1.382080135042143e-16
489,droplet,18m,21m,female,Mammary_Gland,Homer2,3.3397815227508545,2.0821480575250462e-05,6.234382908587577e-06,6.68806242174469e-05,8.59595613145746e-14
490,droplet,18m,21m,female,Pancreas,Nupr1,3.337770938873291,0.00010745303734438494,0.00035865363315679133,0.0005642252508550882,1.5029587761424604e-41
491,droplet,18m,21m,female,Liver,Rasgef1b,3.33549165725708,9.032581147039309e-05,2.7080206564278342e-05,0.00017438069335184991,1.0029544744125603e-10
492,droplet,18m,21m,female,Liver,Cd48,3.326781749725342,0.00013528439740184695,4.066524707013741e-05,0.00022507438552565873,9.865583737866413e-12
493,droplet,18m,21m,female,Marrow,Mmp8,3.3242437839508057,0.00026472005993127823,0.0008799940114840865,0.0014411864103749394,2.858562137188907e-124
494,droplet,18m,21m,female,Limb_Muscle,Mylk,3.322134256362915,0.00019250178593210876,5.794521712232381e-05,0.0006293905898928642,4.149960158395658e-09
495,droplet,18m,21m,female,Liver,Ogfrl1,3.316948175430298,5.686671647708863e-05,1.7144286175607704e-05,0.000133494904730469,7.618886468255435e-07
496,droplet,18m,21m,female,Marrow,Egr1,3.308655023574829,1.4276502952270675e-05,4.7236026148311794e-05,0.0001225637533934787,6.390698255505843e-44
497,droplet,18m,21m,female,Liver,Asah1,3.3040153980255127,0.00017416688206139952,5.271370173431933e-05,0.000267564260866493,4.0010536672349977e-19
498,droplet,18m,21m,female,Mammary_Gland,Lmo7,3.302170991897583,2.1586587536148727e-05,6.537088665936608e-06,7.419271423714235e-05,4.046709331716131e-12
499,droplet,18m,21m,female,Liver,Fermt3,3.30122709274292,7.918162737041712e-05,2.3985512598301284e-05,0.00015454605454578996,5.1646812348501375e-08
500,droplet,18m,21m,female,Marrow,Gadd45a,3.296964645385742,5.4457035730592906e-05,0.00017954292707145214,0.0002876640937756747,3.1606554694623905e-136
501,droplet,18m,21m,female,Liver,Apoa4,3.294724941253662,8.478191739413887e-05,0.0002793330932036042,0.0003598417097236961,2.236723519132552e-15
502,droplet,18m,21m,female,Limb_Muscle,Notch3,3.293769121170044,5.596893606707454e-05,1.6992365999612957e-05,0.00019664269348140806,1.5028975388740866e-06
503,droplet,18m,21m,female,Marrow,Myef2,3.291430950164795,1.6096944818855263e-05,4.890560376225039e-06,6.048807699698955e-05,4.6385867205772066e-08
504,droplet,18m,21m,female,Liver,Stard3nl,3.2897071838378906,8.332721336046234e-05,2.532967300794553e-05,0.00015393483045045286,7.101362021550334e-12
505,droplet,18m,21m,female,Spleen,Vps13c,3.2896676063537598,1.7298398233833723e-05,5.258402325125644e-06,6.726474384777248e-05,9.653387393251503e-13
506,droplet,18m,21m,female,Spleen,C130026I21Rik,3.2860004901885986,8.248471567640081e-05,0.0002710448170546442,0.00039088763878680766,3.069109221574154e-217
507,droplet,18m,21m,female,Liver,Alb,3.280531883239746,0.011655900627374649,0.0382375530898571,0.029082952067255974,1.6046811735372584e-53
508,droplet,18m,21m,female,Fat,Col6a1,3.280463218688965,0.0001778083387762308,0.0005832937313243747,0.0012634596787393093,4.560249061352771e-13
509,droplet,18m,21m,female,Marrow,Ankrd33b,3.2783102989196777,4.296017777960515e-06,1.40836827995372e-05,6.429648055927828e-05,4.467703401232328e-06
510,droplet,18m,21m,female,Liver,Cyp17a1,3.278183937072754,2.8721540729748085e-05,9.415450040251017e-05,0.0001525659899925813,1.0658698379228503e-07
511,droplet,18m,21m,female,Spleen,Ccbp2,3.276702404022217,4.040130079374649e-06,1.3238306564744562e-05,5.5707900173729286e-05,1.0714927491917043e-07
512,droplet,18m,21m,female,Lung,Vps13c,3.275649070739746,4.188959064777009e-05,1.2788179446943104e-05,0.00010885948722716421,5.432949930946525e-15
513,droplet,18m,21m,female,Spleen,Ccdc88c,3.2751734256744385,1.7471293176640756e-05,5.334462457540212e-06,6.753220077371225e-05,8.738852852542629e-13
514,droplet,18m,21m,female,Liver,Ifi30,3.274982213973999,0.0002691787958610803,8.219244773499668e-05,0.0004104995168745518,8.94264769993334e-16
515,droplet,18m,21m,female,Lung,Lepr,3.2731072902679443,4.586975046549924e-05,1.4014129192219116e-05,0.00016171859169844538,1.9148265650445478e-07
516,droplet,18m,21m,female,Mammary_Gland,Tgm2,3.2620162963867188,0.00018810627807397395,5.766564572695643e-05,0.00048751934082247317,8.022831594968255e-38
517,droplet,18m,21m,female,Liver,Plekho2,3.2601492404937744,7.307373743969947e-05,2.2414229533751495e-05,0.00014717454905621707,1.1394706418418624e-06
518,droplet,18m,21m,female,Liver,Phyh,3.257293939590454,0.00023626435722690076,0.0007695824606344104,0.0006308439769782126,7.542156745193073e-45
519,droplet,18m,21m,female,Liver,Car3,3.256436586380005,0.0004513345775194466,0.0014697423903271556,0.001633316744118929,6.96190324071286e-24
520,droplet,18m,21m,female,Liver,Plbd1,3.255708932876587,0.00013583473628386855,4.1722014429979026e-05,0.0002566689800005406,2.7848666911854987e-11
521,droplet,18m,21m,female,Liver,H2-Aa,3.2491955757141113,0.0021388272289186716,0.000658263626974076,0.0033864991273730993,2.0561368833136474e-14
522,droplet,18m,21m,female,Mammary_Gland,G530011O06Rik,3.239823579788208,2.4062594093265943e-05,7.795856799930334e-05,0.0002831512247212231,7.078609018439554e-24
523,droplet,18m,21m,female,Fat,Sell,3.239089250564575,5.715690349461511e-05,1.764597800502088e-05,0.00016781753220129758,7.220101714933295e-07
524,droplet,18m,21m,female,Limb_Muscle,Rpl26,3.2383198738098145,2.4038556148298085e-05,7.423155693686567e-06,8.078661630861461e-05,5.348322312694172e-06
525,droplet,18m,21m,female,Liver,Cyp3a11,3.2379848957061768,0.0006247856072150171,0.0001929550780914724,0.0012193232541903853,5.148542853882787e-11
526,droplet,18m,21m,female,Lung,Hist1h4d,3.2372395992279053,2.6688949219533242e-05,8.244353011832573e-06,8.446004358120263e-05,7.96857308194312e-08
527,droplet,18m,21m,female,Limb_Muscle,Plvap,3.2369866371154785,0.00036319883656688035,0.00011220276064705104,0.0011755838058888912,1.6731962524635513e-08
528,droplet,18m,21m,female,Kidney,Vps13c,3.2363853454589844,1.8476932382327504e-05,5.709125161956763e-06,5.923629942117259e-05,9.861913498777773e-08
529,droplet,18m,21m,female,Marrow,Bard1,3.2336466312408447,1.714809513941873e-05,5.303019861457869e-06,5.5922191677382216e-05,8.873394680332055e-11
530,droplet,18m,21m,female,Marrow,Gm15421,3.2301175594329834,0.00012060640437994152,3.733808625838719e-05,0.00016018754104152322,1.8307874276601487e-137
531,droplet,18m,21m,female,Lung,Lyst,3.2277441024780273,3.448159259278327e-05,1.068287565431092e-05,9.943083568941802e-05,5.7832776565042077e-11
532,droplet,18m,21m,female,Marrow,Trib1,3.2231333255767822,1.4984465451561846e-05,4.829693352803588e-05,0.00011182351590832695,1.1536480901650526e-47
533,droplet,18m,21m,female,Heart_and_Aorta,C1qtnf9,3.2223501205444336,7.786582136759534e-05,0.00025091093266382813,0.0005257410812191665,1.2552873608340705e-11
534,droplet,18m,21m,female,Mammary_Gland,Nr1d1,3.2222471237182617,2.535734347475227e-05,7.86945838626707e-06,8.190948574338108e-05,3.2653942020518608e-15
535,droplet,18m,21m,female,Liver,Sat1,3.218914747238159,0.0007804677588865161,0.00024246300745289773,0.0009682248928584158,5.7701581786948024e-24
536,droplet,18m,21m,female,Heart_and_Aorta,Phospho1,3.2160484790802,1.625630829948932e-05,5.22810805705376e-05,0.000143831770401448,5.140111921234807e-06
537,droplet,18m,21m,female,Pancreas,Ovol2,3.2152013778686523,1.229995450557908e-05,3.954683415940963e-05,9.91803317447193e-05,3.629938964741515e-13
538,droplet,18m,21m,female,Spleen,Clip2,3.2122581005096436,3.912932697858196e-06,1.2569352293212432e-05,5.692241757060401e-05,2.1723356501617133e-06
539,droplet,18m,21m,female,Lung,Hist1h1e,3.2055037021636963,0.00013628308079205453,4.25153411924839e-05,0.00024244867381639779,2.796664152307163e-39
540,droplet,18m,21m,female,Mammary_Gland,2010011I20Rik,3.204226016998291,4.419565448188223e-05,1.3792925528832711e-05,0.00010719019337557256,6.7848256804784604e-34
541,droplet,18m,21m,female,Pancreas,Car15,3.194235324859619,1.4940195796953049e-05,4.772250395035371e-05,0.00015397238894365728,1.7055001209430734e-07
542,droplet,18m,21m,female,Spleen,Samd9l,3.1918509006500244,0.00011054140486521646,3.463238317635842e-05,0.00019612371397670358,2.0693355462204362e-139
543,droplet,18m,21m,female,Liver,Fcna,3.1895270347595215,0.0005539802950806916,0.000173687280039303,0.0009836704703047872,4.400773103892363e-06
544,droplet,18m,21m,female,Limb_Muscle,Kank1,3.18753719329834,3.266761632403359e-05,1.0248543730995152e-05,0.00011401058873161674,4.991160586157012e-06
545,droplet,18m,21m,female,Marrow,A730098P11Rik,3.185275077819824,4.741858720080927e-05,1.4886810276948381e-05,9.045826300280169e-05,5.879080220872083e-52
546,droplet,18m,21m,female,Spleen,Zbtb32,3.1848251819610596,1.7167283658636734e-05,5.467480150400661e-05,0.00015493418322876096,2.6767975543964488e-48
547,droplet,18m,21m,female,Marrow,4933408B17Rik,3.1832404136657715,7.312661637115525e-06,2.3277962100110017e-05,8.383145177504048e-05,5.840523506953686e-14
548,droplet,18m,21m,female,Liver,H2-DMa,3.183142900466919,0.00019112988957203925,6.004439637763426e-05,0.0003331807965878397,5.947496382681337e-10
549,droplet,18m,21m,female,Mammary_Gland,Krt8,3.181567907333374,0.0012599870096892118,0.0003960270551033318,0.0020782966166734695,1.5885890550261677e-91
550,droplet,18m,21m,female,Marrow,Myl4,3.1779372692108154,0.00010189488239120692,3.206321343895979e-05,0.00034681998658925295,4.5757757549809554e-18
