,Dataset,Start age,End age,sex,tissue,Gene,dExpression,Expression at start age,Expression at end age,Max expression std. dev,Confidence (p-value)
1333,droplet,18m,21m,female,Spleen,Fam48a,2.1720640659332275,2.0871510059805587e-05,9.609066182747483e-06,7.172654295573011e-05,5.699322086651952e-09
1334,droplet,18m,21m,female,Pancreas,Lrp3,2.171431303024292,2.5450945031479932e-05,5.5264983529923484e-05,0.00011531462223501876,3.2443732283750258e-09
1335,droplet,18m,21m,female,Spleen,Adrb2,2.169137716293335,6.850066711194813e-05,3.1579675123794004e-05,0.00015712941240053624,5.1138037475482074e-42
1336,droplet,18m,21m,female,Kidney,Ces1e,2.1686439514160156,3.134036887786351e-05,1.4451596143771894e-05,8.676388824824244e-05,1.4069462676095038e-06
1337,droplet,18m,21m,female,Marrow,Ezh2,2.168489694595337,0.00010222638229606673,4.7141744289547205e-05,0.00021475811081472784,1.6132486881534575e-31
1338,droplet,18m,21m,female,Lung,Tiparp,2.168027400970459,5.043951387051493e-05,2.3265161871677265e-05,0.00012085882190149277,1.630996248128911e-08
1339,droplet,18m,21m,female,Spleen,Clip1,2.166931390762329,2.4333336114068516e-05,1.1229397387069184e-05,7.978851499501616e-05,2.4161840054702578e-11
1340,droplet,18m,21m,female,Spleen,Zeb2,2.165872573852539,2.9251001251395792e-05,6.335394573397934e-05,0.00015759037341922522,1.75816519550239e-36
1341,droplet,18m,21m,female,Spleen,Smad7,2.165250062942505,8.381631778320298e-05,3.870976433972828e-05,0.00016809407679829746,4.277493163410063e-57
1342,droplet,18m,21m,female,Marrow,Fam33a,2.165210485458374,2.1519093934330158e-05,9.9385679277475e-06,6.292749458225444e-05,6.158343409478595e-08
1343,droplet,18m,21m,female,Marrow,Ltb,2.165051221847534,7.911110878922045e-05,0.0001712796074571088,0.0003956661093980074,6.8945316256458e-31
1344,droplet,18m,21m,female,Lung,Tnfaip2,2.164910078048706,0.0001287857157876715,5.948778925812803e-05,0.0003683249815367162,4.273207073976478e-06
1345,droplet,18m,21m,female,Marrow,Pilra,2.1648194789886475,7.192832708824426e-05,0.00015571183757856488,0.0002435714122839272,8.262726152902057e-74
1346,droplet,18m,21m,female,Liver,Nipsnap1,2.164292335510254,9.218518971465528e-05,0.00019951570720877498,0.0002213814004790038,1.8354891976560057e-09
1347,droplet,18m,21m,female,Marrow,Anp32e,2.163402557373047,0.00026393955340608954,0.00012200204946566373,0.00039081787690520287,3.197895813298161e-69
1348,droplet,18m,21m,female,Marrow,Scpep1,2.163267135620117,2.8631075110752136e-05,1.3235106962383725e-05,8.436407370027155e-05,6.830290410260334e-10
1349,droplet,18m,21m,female,Mammary_Gland,Pfkfb3,2.1630518436431885,4.215003355056979e-05,1.9486369637888856e-05,0.00011968838225584477,3.0775958946153913e-12
1350,droplet,18m,21m,female,Lung,Aff4,2.162661075592041,6.74182956572622e-05,3.1173767638392746e-05,0.00014038644440006465,3.997707272458882e-13
1351,droplet,18m,21m,female,Mammary_Gland,Lsr,2.162600040435791,7.59832764742896e-05,3.5135148209519684e-05,0.0001440838968846947,2.2570449971448426e-34
1352,droplet,18m,21m,female,Marrow,Actn1,2.1624274253845215,6.188809493323788e-05,0.0001338285073870793,0.00019930255075450987,7.409944081040846e-68
1353,droplet,18m,21m,female,Thymus,Ms4a4b,2.1621570587158203,0.0001279642165172845,0.00027667873655445874,0.0006151052657514811,1.7434891718238964e-14
1354,droplet,18m,21m,female,Marrow,Pla2g12a,2.1619205474853516,3.415982428123243e-05,1.5800682376720943e-05,9.645483805797994e-05,3.6375711726291256e-12
1355,droplet,18m,21m,female,Marrow,Apitd1,2.160919666290283,3.91473549825605e-05,1.8116059436579235e-05,8.618797437520698e-05,7.612862737827976e-21
1356,droplet,18m,21m,female,Marrow,Mxd3,2.160808801651001,4.276009713066742e-05,1.9788929421338253e-05,0.0001088162898668088,9.389704042754326e-17
1357,droplet,18m,21m,female,Marrow,Kif15,2.1604743003845215,2.2615049601881765e-05,1.0467631000210531e-05,6.279150693444535e-05,4.954796436292501e-09
1358,droplet,18m,21m,female,Kidney,Eng,2.1582727432250977,9.044937905855477e-05,0.00019521443755365908,0.0006226517725735903,3.235484128053348e-06
1359,droplet,18m,21m,female,Spleen,Prrc2c,2.1582577228546143,0.00020678383589256555,9.581053745932877e-05,0.00023832212900742888,1.439625772067304e-185
1360,droplet,18m,21m,female,Marrow,2400009B08Rik,2.157886266708374,2.247444717795588e-05,1.0415027645649388e-05,6.224194657988846e-05,6.131463039347815e-09
1361,droplet,18m,21m,female,Mammary_Gland,C330006A16Rik,2.1564536094665527,4.648094909498468e-05,2.1554345948970877e-05,0.0001042430303641595,1.191173009879642e-21
1362,droplet,18m,21m,female,Mammary_Gland,A530032D15Rik,2.1555917263031006,1.6587855498073623e-05,3.575664959498681e-05,0.00013478891924023628,6.096455608149943e-08
1363,droplet,18m,21m,female,Marrow,Mnda,2.155395746231079,2.8363449018797837e-05,1.3159275113139302e-05,0.00010151856258744374,8.166205574017384e-06
1364,droplet,18m,21m,female,Marrow,Neil3,2.1553587913513184,4.20852993556764e-05,1.9525889001670294e-05,9.743438567966223e-05,8.226789382037737e-20
1365,droplet,18m,21m,female,Liver,Tubb2a,2.1548962593078613,0.00012435292592272162,0.00026796766906045377,0.000280426669633016,1.4973146307583767e-12
1366,droplet,18m,21m,female,Pancreas,Chgb,2.154864549636841,0.0007305591716431081,0.0015742561081424356,0.0020935581997036934,1.558214451078868e-33
1367,droplet,18m,21m,female,Marrow,9830107B12Rik,2.1544840335845947,1.4745673070137855e-05,3.176931932102889e-05,8.644774061394855e-05,4.5555600572897466e-14
1368,droplet,18m,21m,female,Liver,Adh1,2.15376877784729,0.0007258679252117872,0.0015633517177775502,0.0012065053451806307,4.486267885142969e-24
1369,droplet,18m,21m,female,Limb_Muscle,S100a4,2.1532795429229736,0.0001504324609413743,0.00032392313005402684,0.0008084250730462372,6.6032093568364255e-18
1370,droplet,18m,21m,female,Marrow,Hdc,2.153071403503418,8.944080036599189e-05,0.00019257242092862725,0.00028928296524100006,3.0947942843682257e-71
1371,droplet,18m,21m,female,Liver,Nrn1,2.1526753902435303,0.00012414218508638442,0.00026723783230409026,0.00032760604517534375,4.869239386770355e-08
1372,droplet,18m,21m,female,Marrow,Phlda1,2.1517326831817627,1.4168509551382158e-05,3.0486848118016496e-05,8.767708641244099e-05,2.339063125503195e-11
1373,droplet,18m,21m,female,Limb_Muscle,Ppp1r12c,2.151228189468384,7.478769111912698e-05,3.476511119515635e-05,0.00019096003961749375,9.275662921062704e-08
1374,droplet,18m,21m,female,Mammary_Gland,Col5a3,2.150064468383789,4.412403723108582e-05,9.48695233091712e-05,0.00026472582248970866,1.2932459110093136e-17
1375,droplet,18m,21m,female,Liver,Acadm,2.149949550628662,0.00012972456170246005,0.0002789012505672872,0.0002842700923793018,9.062263780713869e-13
1376,droplet,18m,21m,female,Lung,Kdm6a,2.149782657623291,3.700112210935913e-05,1.7211561498697847e-05,9.933965338859707e-05,7.566888986212886e-06
1377,droplet,18m,21m,female,Kidney,Ly6c1,2.149305582046509,0.0002521972346585244,0.0005420489469543099,0.001594483619555831,3.450206202452005e-08
1378,droplet,18m,21m,female,Marrow,S100a11,2.149031162261963,0.001582810073159635,0.0034015080891549587,0.003608634928241372,3.8969238432848135e-206
1379,droplet,18m,21m,female,Marrow,Tuba1b,2.1486384868621826,0.0011256050784140825,0.0005238690064288676,0.0013591297902166843,8.256750781371322e-101
1380,droplet,18m,21m,female,Lung,Macf1,2.148606538772583,0.0004163099220022559,0.00019375811098143458,0.000937099801376462,6.190682242557631e-13
1381,droplet,18m,21m,female,Spleen,Parg,2.1469473838806152,2.709778527787421e-05,1.2621540918189567e-05,8.431552851106972e-05,1.0579739999361422e-13
1382,droplet,18m,21m,female,Pancreas,Rgs2,2.146563768386841,0.0002496947709005326,0.00011632301902864128,0.00037155032623559237,5.4724658958032726e-14
1383,droplet,18m,21m,female,Pancreas,Atp8a1,2.145494222640991,2.878494888136629e-05,6.175794260343537e-05,0.00012626327225007117,8.349727306122658e-10
1384,droplet,18m,21m,female,Marrow,Chchd10,2.1436312198638916,0.0002528790500946343,0.00011796760372817516,0.0006294538616202772,7.372403407215256e-19
1385,droplet,18m,21m,female,Kidney,Esco1,2.1436209678649902,3.293854751973413e-05,1.5365843864856288e-05,8.017372601898387e-05,4.1175863568263474e-09
1386,droplet,18m,21m,female,Lung,Col4a3bp,2.142073631286621,3.536962321959436e-05,1.651185993978288e-05,9.217593469657004e-05,6.890708593361525e-06
1387,droplet,18m,21m,female,Spleen,Spag9,2.141923189163208,5.80541200179141e-05,2.7103733373223804e-05,0.00012719020014628768,1.1637680246039588e-40
1388,droplet,18m,21m,female,Liver,Acaa1b,2.1402668952941895,0.0005707335658371449,0.0012215221067890525,0.001043786876834929,1.0620947563673226e-17
1389,droplet,18m,21m,female,Liver,Ahcy,2.1401584148406982,0.00039003166602924466,0.0008347295224666595,0.0006436866824515164,7.266525698017233e-24
1390,droplet,18m,21m,female,Spleen,Satb1,2.1385724544525146,0.00010456819290993735,4.8896257794694975e-05,0.00019812928803730756,3.468749014293689e-61
1391,droplet,18m,21m,female,Liver,AW112010,2.13801646232605,0.0013778149150311947,0.0006444360478781164,0.0013097323244437575,2.2994168866329523e-13
1392,droplet,18m,21m,female,Mammary_Gland,Igfbp6,2.13777232170105,0.0005185580812394619,0.0011085590813308954,0.002168355043977499,2.4431732749380928e-39
1393,droplet,18m,21m,female,Liver,Rac2,2.1370747089385986,0.0005725197261199355,0.0002678987802937627,0.0008529074839316308,4.53475335740517e-06
1394,droplet,18m,21m,female,Marrow,Nt5dc2,2.1368393898010254,2.6207386326859705e-05,1.2264555152796675e-05,6.806487363064662e-05,4.201807082730414e-11
1395,droplet,18m,21m,female,Lung,Stag2,2.136448621749878,9.372856584377587e-05,4.3871201341971755e-05,0.00015002729196567088,5.206961865939006e-23
1396,droplet,18m,21m,female,Liver,Lonp2,2.134481906890869,5.345241879695095e-05,0.0001140932145062834,0.00014375211321748793,2.0391776281465465e-06
1397,droplet,18m,21m,female,Marrow,Ncapg2,2.1341280937194824,2.2247517335927114e-05,1.0424639185657725e-05,6.70212903060019e-05,2.3147435308336904e-07
1398,droplet,18m,21m,female,Fat,Bmp1,2.13385009765625,3.587238461477682e-05,7.654629007447511e-05,0.00014721762272529304,1.0540416325304781e-06
1399,droplet,18m,21m,female,Marrow,Cenpf,2.132540464401245,6.900708831381053e-05,3.2359097531298175e-05,0.00018329761223867536,2.8848033653851635e-16
1400,droplet,18m,21m,female,Spleen,0610007N19Rik,2.13240122795105,3.0088418498053215e-05,6.416058749891818e-05,0.00014912021288182586,6.680813443018536e-38
1401,droplet,18m,21m,female,Mammary_Gland,Fndc1,2.131866693496704,5.061191041022539e-05,0.00010789784573717043,0.0002944935695268214,1.3234881655011658e-18
1402,droplet,18m,21m,female,Spleen,Rasa2,2.13027286529541,4.1550290916347876e-05,1.9504677766235545e-05,0.00010660415136953816,1.1673958479291213e-25
1403,droplet,18m,21m,female,Marrow,Cd177,2.130087375640869,0.00029480885132215917,0.0006279686349444091,0.0006826556054875255,7.594868821381672e-149
1404,droplet,18m,21m,female,Liver,Rap1b,2.130060911178589,0.00030447932658717036,0.00014294395805336535,0.00036244935472495854,1.5697378487748812e-11
1405,droplet,18m,21m,female,Mammary_Gland,Col4a2,2.1299569606781006,6.344358553178608e-05,0.00013513211160898209,0.0003253019822295755,5.627827485248882e-27
1406,droplet,18m,21m,female,Pancreas,Srm,2.1294684410095215,3.8342706830007955e-05,8.164958853740245e-05,0.00013828366354573518,1.887238704373595e-15
1407,droplet,18m,21m,female,Liver,Tars,2.1286141872406006,5.551844878937118e-05,0.00011817736231023446,0.00014144671149551868,2.532859907858567e-07
1408,droplet,18m,21m,female,Lung,Ahnak,2.127840995788574,0.0005133735248818994,0.00024126497737597674,0.0005713269347324967,1.8728610155714234e-60
1409,droplet,18m,21m,female,Marrow,Pabpc1l,2.1275951862335205,1.4980546438891906e-05,3.18725396937225e-05,9.038536518346518e-05,8.68786217204691e-13
1410,droplet,18m,21m,female,Liver,Apoc2,2.1273202896118164,0.0003337455273140222,0.0007099836366251111,0.0009118281304836273,4.1722568253753806e-07
1411,droplet,18m,21m,female,Lung,Zfp106,2.124040365219116,8.274852007161826e-05,3.8958074583206326e-05,0.0001414317957824096,7.146049409655754e-20
1412,droplet,18m,21m,female,Liver,Ttr,2.123126745223999,0.00403214804828167,0.00856076180934906,0.006850391626358032,1.650647777462168e-23
1413,droplet,18m,21m,female,Liver,Cdo1,2.122734308242798,0.0007259311387315392,0.0015409588813781738,0.0013451656559482217,3.0756975373924347e-18
1414,droplet,18m,21m,female,Lung,Nkd1,2.1207165718078613,6.828184268670157e-05,0.0001448064431315288,0.00033662619534879923,2.8383173992497596e-14
1415,droplet,18m,21m,female,Marrow,Cdca5,2.120309591293335,3.7139692722121254e-05,1.7516164007247426e-05,8.230983803514391e-05,4.0311807134081914e-19
1416,droplet,18m,21m,female,Spleen,Kdm6a,2.1195778846740723,3.152954377583228e-05,1.4875387932988815e-05,9.022928134072572e-05,1.9833922644872616e-17
1417,droplet,18m,21m,female,Mammary_Gland,Larp1b,2.1194589138031006,2.3647786292713135e-05,1.1157462722621858e-05,7.926479156594723e-05,3.4982104887909612e-06
1418,droplet,18m,21m,female,Lung,Icam2,2.119448184967041,0.0002768545818980783,0.0005867789732292295,0.0010818802984431386,8.219052400355673e-28
1419,droplet,18m,21m,female,Lung,Dgkd,2.1180362701416016,4.6919722080929205e-05,2.2152462406666018e-05,0.0001200319966301322,3.711239233898762e-07
1420,droplet,18m,21m,female,Mammary_Gland,Serpine1,2.1178410053253174,4.9392216169508174e-05,0.00010460486373631284,0.0003904860932379961,2.399483498173964e-10
1421,droplet,18m,21m,female,Liver,Pitpna,2.117021322250366,0.0001678384141996503,7.928045670269057e-05,0.00024030654458329082,1.262892580419748e-07
1422,droplet,18m,21m,female,Mammary_Gland,Phc2,2.1168887615203857,5.138864798936993e-05,2.4275552277686074e-05,0.00011104602162959054,4.6991493208061573e-23
1423,droplet,18m,21m,female,Kidney,BC005537,2.115910291671753,3.959398600272834e-05,1.8712504243012518e-05,8.390725997742265e-05,8.485080208341189e-12
1424,droplet,18m,21m,female,Mammary_Gland,Bcl2a1b,2.1156299114227295,7.309885404538363e-05,0.000154650115291588,0.0005203273613005877,1.2221534263039185e-13
1425,droplet,18m,21m,female,Lung,Fmr1,2.1151177883148193,3.6440098483581096e-05,1.722839988360647e-05,9.537660662317649e-05,8.169416031987512e-06
1426,droplet,18m,21m,female,Liver,Nit2,2.114710569381714,9.21127139008604e-05,0.00019479171896819025,0.00022508588153868914,2.066535577781598e-08
1427,droplet,18m,21m,female,Marrow,Rps27,2.114530324935913,0.0020548177417367697,0.0009717607754282653,0.0016618426889181137,2.6708465661185177e-208
1428,droplet,18m,21m,female,Spleen,Cd69,2.1143980026245117,4.543893373920582e-05,2.149024476238992e-05,0.0001368255470879376,9.331617988510405e-20
1429,droplet,18m,21m,female,Marrow,Ccnb1,2.114135265350342,0.00010181021207245067,4.815690772375092e-05,0.00024360400857403874,7.159931474241028e-22
1430,droplet,18m,21m,female,Marrow,Trim37,2.113673686981201,2.3426324332831427e-05,1.1083226127084345e-05,7.059460040181875e-05,7.979958601307088e-08
1431,droplet,18m,21m,female,Pancreas,Fkbp11,2.1131656169891357,5.2522045734804124e-05,0.000110987777588889,0.0001893309672595933,9.150424208473284e-16
1432,droplet,18m,21m,female,Mammary_Gland,Col14a1,2.112884521484375,3.573674985091202e-05,7.550762529717758e-05,0.0002011822653003037,4.28969483956367e-18
1433,droplet,18m,21m,female,Liver,Gnai2,2.112755537033081,0.00043511000694707036,0.00020594432135112584,0.0004601403488777578,2.1924703450756446e-16
1434,droplet,18m,21m,female,Spleen,Malt1,2.112671136856079,6.897738057887182e-05,3.2649368222337216e-05,0.00013633612252306193,9.030695072201835e-50
1435,droplet,18m,21m,female,Pancreas,Ier5,2.111105442047119,5.5969365348573774e-05,0.00011815723701147363,0.00027123751351609826,5.347088016211628e-09
1436,droplet,18m,21m,female,Marrow,Clic4,2.1109485626220703,2.599061008368153e-05,1.2312289072724525e-05,8.149685163516551e-05,1.0648092050657388e-07
1437,droplet,18m,21m,female,Liver,Slc31a1,2.1105618476867676,5.78444596612826e-05,0.0001220843114424497,0.00014657063002232462,2.2287198201539882e-07
1438,droplet,18m,21m,female,Pancreas,Ndufb9,2.110203981399536,0.00017864452092908323,0.0003769763861782849,0.00037759996484965086,6.640830205158586e-56
1439,droplet,18m,21m,female,Spleen,March1,2.109842300415039,9.318252705270424e-05,4.4165637518744916e-05,0.00017432833556085825,1.9040413240942085e-61
1440,droplet,18m,21m,female,Marrow,Csf3r,2.1097893714904785,4.4597487431019545e-05,9.409130143467337e-05,0.00018158068996854126,1.7741886683098866e-47
1441,droplet,18m,21m,female,Marrow,Rpl41,2.1090033054351807,0.006305179558694363,0.0029896488413214684,0.004220073577016592,0.0
1442,droplet,18m,21m,female,Marrow,Cdc20,2.1081695556640625,0.00014330352132674307,6.797532842028886e-05,0.00029405977693386376,2.5074885491850146e-31
1443,droplet,18m,21m,female,Spleen,BC016423,2.107865810394287,2.6889134460361674e-05,1.2756568139593583e-05,8.339669147972018e-05,3.351388684991205e-13
1444,droplet,18m,21m,female,Mammary_Gland,Gsr,2.1072282791137695,7.121358794393018e-05,3.379490954102948e-05,0.00014640920562669635,2.1602091073583766e-27
1445,droplet,18m,21m,female,Mammary_Gland,Mpzl2,2.1068012714385986,2.4750477678026073e-05,1.1747893040592317e-05,7.585614366689697e-05,1.6560910752043608e-07
1446,droplet,18m,21m,female,Marrow,Atad2,2.1057322025299072,3.324262434034608e-05,1.578672709001694e-05,7.775471021886915e-05,1.3367238383255625e-15
1447,droplet,18m,21m,female,Marrow,4921513D23Rik,2.105621337890625,3.663718598545529e-05,1.7399701391696e-05,8.824512042338029e-05,8.244012265880057e-16
1448,droplet,18m,21m,female,Fat,Anxa1,2.103193759918213,0.00019566276750992984,0.0004115166957490146,0.0006412554066628218,1.4073153417276024e-12
1449,droplet,18m,21m,female,Liver,Gjb2,2.1025540828704834,0.00010286689212080091,0.0002162832097383216,0.00022402724425774068,1.5053298510998378e-10
1450,droplet,18m,21m,female,Mammary_Gland,Ccl7,2.102414608001709,0.00038873672019690275,0.0008172857924364507,0.0025560695212334394,1.297885986293785e-13
1451,droplet,18m,21m,female,Kidney,Id1,2.101933717727661,0.00010687573376344517,0.00022464570065494627,0.0005788491107523441,6.967203134717596e-12
1452,droplet,18m,21m,female,Liver,Pon1,2.10127854347229,0.00024105346528813243,0.0005065204459242523,0.0004846846277359873,5.230806178559942e-13
1453,droplet,18m,21m,female,Mammary_Gland,Adam10,2.1012015342712402,6.754226342309266e-05,3.214459138689563e-05,0.00014198072312865406,1.9368677534565073e-26
1454,droplet,18m,21m,female,Kidney,D14Abb1e,2.0994670391082764,3.9194019336719066e-05,1.8668553821044043e-05,9.002721344586462e-05,9.490658875474975e-11
1455,droplet,18m,21m,female,Marrow,Slc27a4,2.0989153385162354,1.9637163859442808e-05,4.121675010537729e-05,9.732255421113223e-05,1.6319944763484206e-20
1456,droplet,18m,21m,female,Mammary_Gland,Tpt1,2.09889817237854,0.003126138588413596,0.006561446934938431,0.002119526732712984,0.0
1457,droplet,18m,21m,female,Spleen,A430035B10Rik,2.0983409881591797,2.5273542632930912e-05,1.2044534742017277e-05,8.929710020311177e-05,6.198727176072907e-10
1458,droplet,18m,21m,female,Marrow,6430548M08Rik,2.098299503326416,1.6504465747857466e-05,3.463131724856794e-05,8.555370732210577e-05,1.2966532766411942e-15
1459,droplet,18m,21m,female,Lung,Btk,2.097489356994629,4.26650804001838e-05,2.0341021809144877e-05,0.00011278212332399562,6.288874691511968e-06
1460,droplet,18m,21m,female,Lung,Smad6,2.096444606781006,7.082259253365919e-05,0.00014847565034870058,0.00033982357126660645,3.6487789068492864e-13
1461,droplet,18m,21m,female,Mammary_Gland,Cd248,2.095372200012207,5.7710767578100786e-05,0.00012092553515685722,0.0003127701347693801,1.0672978889639044e-18
1462,droplet,18m,21m,female,Limb_Muscle,Crim1,2.095319986343384,7.205922884168103e-05,3.4390559449093416e-05,0.0001770064845914021,1.1888132606960517e-07
1463,droplet,18m,21m,female,Heart_and_Aorta,Cav1,2.095296859741211,0.00038795574801042676,0.0008128824410960078,0.0011540631530806422,6.5447690591167275e-12
1464,droplet,18m,21m,female,Limb_Muscle,Foxc1,2.0946714878082275,7.01128228683956e-05,3.34719916281756e-05,0.00018941328744404018,7.627472623024888e-06
1465,droplet,18m,21m,female,Spleen,Junb,2.0945990085601807,0.0007140375673770905,0.0003408946213312447,0.0007517820340581238,3.0872544492521663e-236
1466,droplet,18m,21m,female,Marrow,Sox4,2.094337224960327,7.044649828458205e-05,3.3636653824942186e-05,0.00023351389972958714,3.38344635328621e-08
1467,droplet,18m,21m,female,Mammary_Gland,Met,2.093634605407715,2.3928630980663e-05,1.1429228834458627e-05,7.494346937164664e-05,6.102273565398852e-07
1468,droplet,18m,21m,female,Pancreas,C630004H02Rik,2.0930776596069336,5.489034447236918e-05,0.00011488974996609613,0.00017943546117749065,2.3627601227791463e-19
1469,droplet,18m,21m,female,Marrow,Slc29a1,2.092965841293335,3.7856269045732915e-05,1.8087379430653527e-05,9.289636363973841e-05,1.970014124780828e-15
1470,droplet,18m,21m,female,Limb_Muscle,Mustn1,2.0927340984344482,0.000346747983712703,0.00016569136641919613,0.0008143065497279167,2.2100778413681404e-09
1471,droplet,18m,21m,female,Marrow,Mbnl3,2.0927271842956543,8.408653957303613e-05,4.0180362702813e-05,0.00012724391126539558,1.5285277709862512e-52
1472,droplet,18m,21m,female,Spleen,Apc,2.0922794342041016,3.947295408579521e-05,1.8866003301809542e-05,0.00010243523865938187,1.968029861391031e-23
1473,droplet,18m,21m,female,Liver,Clic1,2.091933012008667,0.0003505244676489383,0.00016756007971707731,0.0004273915837984532,1.6630609726741943e-10
1474,droplet,18m,21m,female,Pancreas,Vps13c,2.0901968479156494,6.166646926430985e-05,2.9502707548090257e-05,0.0001225444138981402,1.1713774883707152e-06
1475,droplet,18m,21m,female,Lung,Samd9l,2.090054512023926,8.441460522590205e-05,4.038870974909514e-05,0.0001620769326109439,3.664563294942005e-15
1476,droplet,18m,21m,female,Mammary_Gland,Abi3bp,2.090033769607544,3.333783024572767e-05,6.967718945816159e-05,0.00016916032473091036,7.744062062186789e-21
1477,droplet,18m,21m,female,Marrow,Grina,2.08963942527771,0.00011067340528825298,0.00023126750602386892,0.0003736946382559836,1.4799557331636167e-66
1478,droplet,18m,21m,female,Liver,Vasp,2.0896341800689697,0.00021074761752970517,0.00010085383109981194,0.00028285355074331164,4.971124157554249e-08
1479,droplet,18m,21m,female,Lung,Slc15a3,2.089433193206787,5.4378691856982186e-05,2.602556924102828e-05,0.00014098468818701804,2.5243467030579432e-06
1480,droplet,18m,21m,female,Kidney,Gimap4,2.0885093212127686,4.943970270687714e-05,0.00010325528273824602,0.00030883908038958907,3.838274295946977e-06
1481,droplet,18m,21m,female,Lung,Ppp1r10,2.0883426666259766,7.803634071024135e-05,3.7367593904491514e-05,0.00014350999845191836,3.9811506910937017e-16
1482,droplet,18m,21m,female,Kidney,Cbx1,2.0878939628601074,4.4526710553327575e-05,2.132613371941261e-05,9.162169590126723e-05,4.295303713804833e-13
1483,droplet,18m,21m,female,Liver,Atp2b1,2.0871737003326416,0.0001456688332837075,6.979238241910934e-05,0.00021823593124281615,4.693589879344718e-07
1484,droplet,18m,21m,female,Marrow,Wdr89,2.0871636867523193,7.48149468563497e-05,3.5845270758727565e-05,0.00011313972936477512,1.042749697836317e-47
1485,droplet,18m,21m,female,Liver,Serpina1a,2.0864949226379395,0.0019754432141780853,0.004121752455830574,0.002998055424541235,2.142261799603467e-25
1486,droplet,18m,21m,female,Lung,Tmcc2,2.085599422454834,6.606367969652638e-05,0.00013778236461803317,0.0003657509514596313,1.8198586750145356e-09
1487,droplet,18m,21m,female,Spleen,Aldh3b1,2.0844523906707764,2.4130478777806275e-05,5.02988368680235e-05,0.00011921292025363073,1.7047412464736437e-31
1488,droplet,18m,21m,female,Mammary_Gland,1500015O10Rik,2.0842204093933105,0.00013867673987988383,6.653650780208409e-05,0.0005397964850999415,2.0372814064658377e-06
1489,droplet,18m,21m,female,Spleen,Dpp4,2.0839271545410156,3.4036329452646896e-05,1.633278043300379e-05,9.727695578476414e-05,1.7758401186914894e-17
1490,droplet,18m,21m,female,Mammary_Gland,H1f0,2.083746910095215,9.936853894032538e-05,4.768743019667454e-05,0.00023860257351770997,9.060539030038534e-21
1491,droplet,18m,21m,female,Liver,Sdhc,2.0830280780792236,0.00012423552107065916,0.0002587860799394548,0.00022762527805753052,2.0220515237551646e-16
1492,droplet,18m,21m,female,Mammary_Gland,Mmp19,2.0824248790740967,2.1403735445346683e-05,4.457167597138323e-05,0.00017047752044163644,2.517779554095619e-06
1493,droplet,18m,21m,female,Lung,Arrdc3,2.0823161602020264,6.939575541764498e-05,3.3326232369290665e-05,0.00017599873535800725,2.6841134607289827e-07
1494,droplet,18m,21m,female,Fat,Cd37,2.081160068511963,0.00022811572125647217,0.00010960989311570302,0.0004288855125196278,2.886852304931696e-10
1495,droplet,18m,21m,female,Marrow,Prc1,2.0809483528137207,5.4672480473527685e-05,2.627286630740855e-05,0.0001258828997379169,4.6685945934546114e-20
1496,droplet,18m,21m,female,Mammary_Gland,Spint2,2.080238103866577,0.0004189538594800979,0.00020139706612098962,0.0005286011146381497,3.6401845149627145e-84
1497,droplet,18m,21m,female,Mammary_Gland,Phyh,2.0797195434570312,6.224618846317753e-05,2.9930084565421566e-05,0.00015741135575808585,1.7278783276158755e-16
1498,droplet,18m,21m,female,Spleen,Nsun6,2.0793862342834473,2.1173804270802066e-05,1.0182717232964933e-05,7.406277291011065e-05,8.143365252970895e-08
1499,droplet,18m,21m,female,Pancreas,Sel1l,2.0793211460113525,5.212965334067121e-05,0.00010839428432518616,0.00018383072165306658,2.1348172898260481e-16
1500,droplet,18m,21m,female,Marrow,Pan3,2.0790023803710938,2.417588075331878e-05,1.1628595530055463e-05,6.76247218507342e-05,2.8681083101091517e-08
1501,droplet,18m,21m,female,Spleen,AI848100,2.07889723777771,3.4168515412602574e-05,1.6435882571386173e-05,9.574941941536963e-05,1.4155572375453665e-18
1502,droplet,18m,21m,female,Marrow,2010003O02Rik,2.0787441730499268,5.507822788786143e-05,2.6495912607060745e-05,0.00010120476508745924,2.378104462521047e-30
1503,droplet,18m,21m,female,Liver,Cyb5,2.0772111415863037,0.0007191887125372887,0.0014939068350940943,0.0012693190947175026,1.1537063023617837e-19
1504,droplet,18m,21m,female,Marrow,Rdh12,2.0767972469329834,1.5738114598207176e-05,3.268487853347324e-05,9.419835987500846e-05,3.728779389789479e-13
1505,droplet,18m,21m,female,Marrow,Hmgb3,2.0767667293548584,0.00011939433898078278,5.749049159931019e-05,0.00020873879839200526,1.308908096079265e-41
1506,droplet,18m,21m,female,Spleen,D14Abb1e,2.076223134994507,4.5779677748214453e-05,2.20494966924889e-05,0.00011019993689842522,5.447440938100561e-28
1507,droplet,18m,21m,female,Marrow,Prps1l3,2.0755581855773926,2.6288320441381074e-05,1.2665662325161975e-05,7.006950181676075e-05,4.4646252467771415e-10
1508,droplet,18m,21m,female,Liver,Bnip3,2.0755364894866943,7.933976303320378e-05,0.00016467257228214294,0.0001912839652504772,1.375466295861209e-07
1509,droplet,18m,21m,female,Liver,Selenbp1,2.074876070022583,0.00010517024202272296,0.00021821522386744618,0.00023909853189252317,2.3880195284074705e-09
