,Dataset,Start age,End age,sex,tissue,subtissue,Gene,dExpression,Expression at start age,Expression at end age,Max expression std. dev,Confidence (p-value)
1231,droplet,3m,24m,male,Kidney,nan,Sipa1l3,15.340082168579102,2.204892734880559e-05,1.4373398471434484e-06,7.527811249019578e-05,1.2491885257460438e-12
1232,droplet,3m,24m,male,Kidney,nan,Acap1,15.310511589050293,4.550826361082727e-06,6.967549416003749e-05,0.0001393626007484272,2.780972535586568e-159
1233,droplet,3m,24m,male,Kidney,nan,P2ry10,15.292375564575195,2.8125275548518403e-06,4.301024091546424e-05,0.0001173946147901006,9.323223230506048e-79
1234,droplet,3m,24m,male,Kidney,nan,Ddah2,15.250029563903809,6.67856729705818e-05,4.379378879093565e-06,0.00017637436394579709,6.023652216838645e-28
1235,droplet,3m,24m,male,Kidney,nan,Cd300e,15.246435165405273,8.307172834065568e-07,1.2665493159147445e-05,9.786552254809067e-05,1.576765969636672e-06
1236,droplet,3m,24m,male,Kidney,nan,Nrp1,15.243602752685547,0.0003050567756872624,2.0012115783174522e-05,0.0007259042467921972,7.736926722931077e-37
1237,droplet,3m,24m,male,Kidney,nan,Bambi,15.239864349365234,4.822720438824035e-05,3.1645420222048415e-06,0.00017210269288625568,9.319595483883501e-14
1238,droplet,3m,24m,male,Kidney,nan,Sash3,15.227494239807129,5.333784883987391e-06,8.12201906228438e-05,0.00014767030370421708,7.197890931349656e-210
1239,droplet,3m,24m,male,Bladder,nan,Prss35,15.22452449798584,3.595060115912929e-05,2.36136020248523e-06,9.92699497146532e-05,9.320635641497363e-36
1240,droplet,3m,24m,male,Kidney,nan,Apoa2,15.207688331604004,1.6543144738534465e-05,1.0878135299208225e-06,5.924536526435986e-05,1.236866299260911e-09
1241,droplet,3m,24m,male,Kidney,nan,Syne2,15.172680854797363,7.26683356333524e-05,4.789418653672328e-06,0.00013138896611053497,2.2354015614418813e-61
1242,droplet,3m,24m,male,Kidney,nan,Slc27a1,15.17123031616211,4.035689198644832e-05,2.6600926048558904e-06,0.00010921753710135818,1.0112599658813742e-24
1243,droplet,3m,24m,male,Kidney,nan,Cd8b1,15.170888900756836,6.161999408504926e-06,9.348302410217002e-05,0.0003779472899623215,2.699778479814847e-47
1244,droplet,3m,24m,male,Kidney,nan,Gss,15.159082412719727,0.00010353983088862151,6.830216534581268e-06,0.00018658945919014513,2.8527481404790204e-64
1245,droplet,3m,24m,male,Kidney,nan,Cd3d,15.136589050292969,1.3557953025156166e-05,0.00020522117847576737,0.0004926645779050887,8.45753738840228e-123
1246,droplet,3m,24m,male,Kidney,nan,Lrrc1,15.130037307739258,1.9802504539256915e-05,1.3088196055832668e-06,6.544939969899133e-05,1.0289720878673387e-12
1247,droplet,3m,24m,male,Kidney,nan,Iigp1,15.108735084533691,7.784616173012182e-05,5.152393441676395e-06,0.00035010772990062833,1.0308134862118375e-07
1248,droplet,3m,24m,male,Spleen,nan,Phospho1,15.09073257446289,9.375874014949659e-07,1.4148896298138425e-05,8.178522693924606e-05,1.7097445003327065e-10
1249,droplet,3m,24m,male,Kidney,nan,Mgam,15.037989616394043,1.3471563761413563e-05,8.958343755693932e-07,5.3100447985343635e-05,9.218911265919292e-07
1250,droplet,3m,24m,male,Kidney,nan,Mgat4b,14.99649429321289,6.276093336055055e-05,4.185039415460778e-06,0.000122613157145679,1.647166369623005e-51
1251,droplet,3m,24m,male,Kidney,nan,Rbpms,14.98066234588623,9.15772034204565e-05,6.1130267567932606e-06,0.00016084439994301647,1.7274259363791245e-66
1252,droplet,3m,24m,male,Kidney,nan,Mut,14.973024368286133,0.00012350261386018246,8.248340236605145e-06,0.00018003795412369072,2.892129627012316e-99
1253,droplet,3m,24m,male,Kidney,nan,Rhob,14.953646659851074,0.0003373926447238773,2.2562564481631853e-05,0.0006851366488263011,8.844500412517028e-52
1254,droplet,3m,24m,male,Kidney,nan,B9d1,14.947446823120117,2.2437861844082363e-05,1.5011156619948451e-06,6.616052269237116e-05,6.356412393793184e-17
1255,droplet,3m,24m,male,Kidney,nan,Kctd17,14.905035018920898,3.665161784738302e-05,2.4590083285147557e-06,0.00010286176984664053,2.309018163335194e-22
1256,droplet,3m,24m,male,Kidney,nan,Fam84b,14.866094589233398,2.3080356186255813e-05,1.5525490653089946e-06,7.052478031255305e-05,5.327354760322008e-16
1257,droplet,3m,24m,male,Kidney,nan,Atp6v1a,14.855355262756348,0.00030231059645302594,2.0350275008240715e-05,0.0003892802051268518,1.5809397355412317e-132
1258,droplet,3m,24m,male,Kidney,nan,Gstz1,14.779203414916992,0.00010377725266152993,7.021842520771315e-06,0.00017572387878317386,1.544562645422696e-72
1259,droplet,3m,24m,male,Bladder,nan,Tspan11,14.761873245239258,1.856361996033229e-05,1.2575371783896117e-06,6.0169990319991484e-05,1.0837363230435706e-18
1260,droplet,3m,24m,male,Kidney,nan,Bnip3,14.736327171325684,0.00010106281843036413,6.85807299305452e-06,0.00015316606732085347,8.371898584592524e-90
1261,droplet,3m,24m,male,Kidney,nan,Ctbp2,14.730331420898438,6.395723175955936e-05,4.341872227087151e-06,0.00012714719923678786,8.149444378338645e-50
1262,droplet,3m,24m,male,Kidney,nan,Aktip,14.69878101348877,0.00014258116425480694,9.70020209933864e-06,0.0002364467945881188,3.0073503350191746e-77
1263,droplet,3m,24m,male,Tongue,nan,Dbp,14.669835090637207,2.7940903237322345e-05,1.9046491388508002e-06,7.433415157720447e-05,3.4490969357354885e-69
1264,droplet,3m,24m,male,Spleen,nan,Tspan33,14.668190002441406,2.3055533802107675e-06,3.38183090207167e-05,0.00015468220226466656,2.9109646345243512e-27
1265,droplet,3m,24m,male,Kidney,nan,F2r,14.634186744689941,0.00010123229003511369,6.917519840499153e-06,0.00030853270436637104,1.0546130209965798e-20
1266,droplet,3m,24m,male,Kidney,nan,Mpv17l,14.621278762817383,8.711594273336232e-05,5.958160727459472e-06,0.0002029347961070016,4.452555648924298e-37
1267,droplet,3m,24m,male,Kidney,nan,Ccnd1,14.59086799621582,0.00022999891371000558,1.576320755702909e-05,0.0003829275956377387,6.649702961715266e-77
1268,droplet,3m,24m,male,Kidney,nan,Plxnb2,14.582826614379883,0.00011583232117118314,7.943062882986851e-06,0.00018417857063468546,1.67569584047369e-82
1269,droplet,3m,24m,male,Kidney,nan,Rassf6,14.576462745666504,1.7153783119283617e-05,1.1768128160838387e-06,6.537456647492945e-05,1.2190852449789911e-08
1270,droplet,3m,24m,male,Kidney,nan,Serpina3g,14.55910587310791,7.097000889189076e-06,0.00010332599777029827,0.0002454999485053122,2.5465119451373593e-79
1271,droplet,3m,24m,male,Kidney,nan,Cryl1,14.539294242858887,0.0001515494514023885,1.0423438652651384e-05,0.00024173101701308042,1.1134123397757096e-83
1272,droplet,3m,24m,male,Kidney,nan,Pfn2,14.530498504638672,4.949278081767261e-05,3.406129962968407e-06,0.00011223473120480776,1.781933648482313e-36
1273,droplet,3m,24m,male,Kidney,nan,Mns1,14.501731872558594,8.814483294372621e-07,1.2782542398781516e-05,6.11537616350688e-05,5.521077869008348e-14
1274,droplet,3m,24m,male,Kidney,nan,Llgl2,14.497284889221191,5.136570689501241e-05,3.5431251035333844e-06,0.00011302725033601746,5.726576912773811e-39
1275,droplet,3m,24m,male,Kidney,nan,Slc15a2,14.491575241088867,3.398838816792704e-05,2.3453885660273954e-06,9.112845873460174e-05,7.389956661152888e-24
1276,droplet,3m,24m,male,Kidney,nan,Slc16a5,14.445219039916992,1.9598553990363143e-05,1.356749180558836e-06,7.383452611975372e-05,1.5124227255601937e-09
1277,droplet,3m,24m,male,Kidney,nan,Sp140,14.392803192138672,1.002161116048228e-05,0.00014423909306060523,0.00021513536921702325,0.0
1278,droplet,3m,24m,male,Kidney,nan,Pros1,14.332258224487305,2.971255889860913e-05,2.0731238237203797e-06,0.00010482873767614365,6.871310894024796e-13
1279,droplet,3m,24m,male,Kidney,nan,Tmem154,14.296534538269043,1.5450499404323637e-06,2.2088874175096862e-05,7.621173426741734e-05,9.394132422453328e-35
1280,droplet,3m,24m,male,Kidney,nan,Dapl1,14.274231910705566,2.0473396489251172e-06,2.9224214813439175e-05,0.00018276339687872678,2.9256988355171567e-18
1281,droplet,3m,24m,male,Kidney,nan,Camk1,14.237598419189453,7.676418317714706e-05,5.391651484387694e-06,0.000153423854499124,4.596732068992079e-50
1282,droplet,3m,24m,male,Kidney,nan,Fam46c,14.201587677001953,2.111933781634434e-06,2.999282514792867e-05,0.00011329492554068565,3.3346915249218597e-44
1283,droplet,3m,24m,male,Kidney,nan,Fads1,14.159730911254883,3.207991539966315e-05,2.2655729026155313e-06,8.840825466904789e-05,3.3286430793919384e-22
1284,droplet,3m,24m,male,Kidney,nan,Grlf1,14.150355339050293,2.9152985007385723e-05,2.060229007838643e-06,8.303292270284146e-05,4.2419066143340547e-20
1285,droplet,3m,24m,male,Kidney,nan,Tmem37,14.129890441894531,8.530001650797203e-05,6.036848390067462e-06,0.000152210021042265,2.610179557077528e-63
1286,droplet,3m,24m,male,Kidney,nan,Myo1d,14.119512557983398,2.633917574712541e-05,1.8654441191756632e-06,7.953958993311971e-05,3.1371157388512223e-17
1287,droplet,3m,24m,male,Kidney,nan,Sh3d19,14.089881896972656,2.426733772153966e-05,1.7223227359863813e-06,7.326508057303727e-05,1.322750387378856e-16
1288,droplet,3m,24m,male,Kidney,nan,Plekha8,14.085659980773926,2.1649626432918012e-05,1.5369965922218398e-06,6.54086034046486e-05,1.0641877795301951e-15
1289,droplet,3m,24m,male,Kidney,nan,Fam174b,14.0410795211792,2.4081171432044357e-05,1.7150503026641672e-06,0.00010421514889458194,2.4257485871140775e-07
1290,droplet,3m,24m,male,Kidney,nan,Tuft1,14.038263320922852,1.5475541658815928e-05,1.102381929740659e-06,5.875754504813813e-05,4.809535972768901e-08
1291,droplet,3m,24m,male,Kidney,nan,Jun,14.037060737609863,0.0011470075696706772,8.171280205715448e-05,0.0017075230134651065,1.3495679733817956e-98
1292,droplet,3m,24m,male,Kidney,nan,Ttc8,14.022801399230957,1.586407597642392e-05,1.1313047707517399e-06,5.408187644206919e-05,3.800601592354605e-10
1293,droplet,3m,24m,male,Kidney,nan,Rbbp9,14.011414527893066,3.4071243135258555e-05,2.4316766484844266e-06,8.853679173626006e-05,2.8585506803007006e-25
1294,droplet,3m,24m,male,Kidney,nan,Inpp5a,14.007952690124512,4.245757372700609e-05,3.03096112475032e-06,0.00011179739522049204,4.841005563678102e-26
1295,droplet,3m,24m,male,Kidney,nan,Eps8,13.992668151855469,4.3712312617572024e-05,3.1239430882123997e-06,0.00010536235640756786,2.7958632534129977e-31
1296,droplet,3m,24m,male,Kidney,nan,Mrps6,13.98912239074707,0.00022292864741757512,1.5935855117277242e-05,0.00043501576874405146,1.8373217793576443e-55
1297,droplet,3m,24m,male,Kidney,nan,Srxn1,13.972273826599121,3.195006866008043e-05,2.2866754534334177e-06,8.72889650054276e-05,2.9277618528240786e-22
1298,droplet,3m,24m,male,Kidney,nan,5830428M24Rik,13.947710037231445,8.365466896975704e-07,1.166792480944423e-05,5.621411764877848e-05,1.5377648528644753e-11
1299,droplet,3m,24m,male,Kidney,nan,Aplp2,13.92177677154541,0.0003849687927868217,2.7652273274725303e-05,0.000432511733379215,1.5431747409732842e-173
1300,droplet,3m,24m,male,Bladder,nan,Chodl,13.919380187988281,8.991165668703616e-05,6.459457381424727e-06,0.00025372725212946534,2.587138312886148e-39
1301,droplet,3m,24m,male,Kidney,nan,Nphp1,13.9081449508667,1.5285953850252554e-05,1.0990638656949159e-06,5.753995355917141e-05,4.082513847558841e-08
1302,droplet,3m,24m,male,Kidney,nan,Tceal8,13.887269973754883,9.226931433659047e-05,6.6441643866710365e-06,0.00014622005983255804,1.5562723067530553e-80
1303,droplet,3m,24m,male,Kidney,nan,Tfpi,13.882094383239746,1.9472810890874825e-05,1.4027275483385893e-06,6.959620804991573e-05,1.4297015898561943e-10
1304,droplet,3m,24m,male,Kidney,nan,Clec2i,13.853754043579102,2.1450973690662067e-06,2.971766298287548e-05,9.659991337684914e-05,8.86391770033907e-46
1305,droplet,3m,24m,male,Spleen,nan,Fcgr4,13.835278511047363,7.823061423550826e-06,0.0001082342496374622,0.000804739713203162,3.2955830496631374e-10
1306,droplet,3m,24m,male,Kidney,nan,Cxcr2,13.823113441467285,9.755539167599636e-07,1.3485206181940157e-05,8.43337329570204e-05,9.305917896203208e-11
1307,droplet,3m,24m,male,Kidney,nan,Tst,13.81346321105957,7.29913663235493e-05,5.284073267830536e-06,0.0001463428052375093,2.553922238215005e-49
1308,droplet,3m,24m,male,Kidney,nan,Morn2,13.81026840209961,6.703633698634803e-05,4.854092821915401e-06,0.00012723286636173725,2.5066709057491135e-54
1309,droplet,3m,24m,male,Kidney,nan,Acad10,13.78906536102295,2.3723443518974818e-05,1.7204523601321853e-06,7.271968206623569e-05,7.162562958025587e-16
1310,droplet,3m,24m,male,Kidney,nan,Cd59a,13.786355018615723,9.273408795706928e-05,6.72651140121161e-06,0.00017947240849025548,3.93035155044081e-54
1311,droplet,3m,24m,male,Kidney,nan,Traf3ip3,13.778141975402832,4.328087925387081e-06,5.963302101008594e-05,0.00012791842164006084,8.972097314270825e-124
1312,droplet,3m,24m,male,Kidney,nan,Rnd3,13.729864120483398,3.8810758269391954e-05,2.826739319061744e-06,0.0001377818116452545,2.9045951607801753e-13
1313,droplet,3m,24m,male,Spleen,nan,Snca,13.719170570373535,1.3626458894577809e-05,0.00018694372556637973,0.0007226844900287688,2.018882255223706e-42
1314,droplet,3m,24m,male,Kidney,nan,Magi3,13.64220142364502,1.7037616999004968e-05,1.248889589078317e-06,6.251203012652695e-05,3.5264770168285415e-09
1315,droplet,3m,24m,male,Spleen,nan,Hp,13.641278266906738,1.4040429050510284e-05,0.00019152941240463406,0.0006440298748202622,3.8684481320179105e-61
1316,droplet,3m,24m,male,Kidney,nan,Ndufs5,13.63948917388916,2.5499337425571866e-05,1.8695218386710621e-06,6.950309034436941e-05,1.6643077371213892e-20
1317,droplet,3m,24m,male,Kidney,nan,Fam164a,13.623862266540527,2.973440678033512e-05,2.1825230760441627e-06,8.294767030747607e-05,6.475683613177688e-21
1318,droplet,3m,24m,male,Kidney,nan,Dusp1,13.6238374710083,0.0009187049581669271,6.743364065187052e-05,0.0012753700139001012,4.7917971343532273e-113
1319,droplet,3m,24m,male,Kidney,nan,Ildr1,13.617196083068848,3.585830199881457e-05,2.6333093501307303e-06,0.00010460014163982123,4.181757526935357e-20
1320,droplet,3m,24m,male,Kidney,nan,Il27ra,13.600984573364258,1.3759678267888376e-06,1.8714530597208068e-05,7.257821562234312e-05,1.9276962938230762e-26
1321,droplet,3m,24m,male,Spleen,nan,B230208H11Rik,13.559563636779785,7.403716608678224e-07,1.0039130756922532e-05,5.594166577793658e-05,1.169120330143786e-06
1322,droplet,3m,24m,male,Kidney,nan,Sh2d2a,13.535934448242188,1.982981757464586e-06,2.6841524231713265e-05,9.351100015919656e-05,8.99505989857122e-39
1323,droplet,3m,24m,male,Kidney,nan,B4galt4,13.528995513916016,2.88000355794793e-05,2.128762844222365e-06,9.267056884709746e-05,1.9265059390283495e-15
1324,droplet,3m,24m,male,Kidney,nan,Fos,13.527701377868652,0.0016795607516542077,0.00012415714445523918,0.0026443733368068933,2.1685295652731044e-87
1325,droplet,3m,24m,male,Kidney,nan,Cul9,13.514359474182129,2.1145911887288094e-05,1.5646985502826283e-06,7.032914436422288e-05,1.0041629669315257e-12
1326,droplet,3m,24m,male,Kidney,nan,Klf4,13.513023376464844,0.0002777986228466034,2.0557841708068736e-05,0.0007129180594347417,1.3368060572656215e-30
1327,droplet,3m,24m,male,Tongue,nan,Mndal,13.484488487243652,7.519164455516147e-07,1.0139222467842046e-05,5.248427260085009e-05,9.9306827801534e-09
1328,droplet,3m,24m,male,Kidney,nan,Tex2,13.471931457519531,3.893165921908803e-05,2.8898341497551883e-06,9.562494233250618e-05,4.2571703861948193e-29
1329,droplet,3m,24m,male,Kidney,nan,Maf,13.433563232421875,0.00019748916383832693,1.470117422286421e-05,0.00040703482227399945,9.957417089498777e-49
1330,droplet,3m,24m,male,Kidney,nan,Bod1,13.399392127990723,8.984217856777832e-05,6.704943643853767e-06,0.0001560524251544848,8.809346538260042e-67
1331,droplet,3m,24m,male,Kidney,nan,Slc36a1,13.396239280700684,2.9935386919532903e-05,2.2346102923620492e-06,8.051439363043755e-05,1.890891503607812e-22
1332,droplet,3m,24m,male,Kidney,nan,Gstk1,13.359417915344238,5.1526851166272536e-05,3.8569673961319495e-06,0.00010740391735453159,9.62567735224657e-43
1333,droplet,3m,24m,male,Kidney,nan,Gcat,13.331226348876953,5.268709355732426e-05,3.952155566366855e-06,0.00011388561688363552,4.190381259547482e-40
1334,droplet,3m,24m,male,Kidney,nan,Mki67,13.32221794128418,3.883373210555874e-06,5.17351581947878e-05,0.0002650525129865855,8.467090715570051e-31
1335,droplet,3m,24m,male,Kidney,nan,Arhgap24,13.319205284118652,0.00012199032062198967,9.158978173218202e-06,0.00018893193919211626,4.350448631221559e-86
1336,droplet,3m,24m,male,Kidney,nan,Cdca7,13.27737045288086,1.0865272770388401e-06,1.4426238521991763e-05,5.792016600025818e-05,6.822767395219513e-19
1337,droplet,3m,24m,male,Kidney,nan,Tmem86a,13.270750999450684,8.183703903341666e-05,6.166721504996531e-06,0.00020594141096808016,8.473281616291898e-31
1338,droplet,3m,24m,male,Kidney,nan,Dusp2,13.230620384216309,1.866911588876974e-05,0.00024700400535948575,0.00040539761539548635,1.243538222071343e-263
1339,droplet,3m,24m,male,Kidney,nan,Nudt4,13.211141586303711,0.0005166719784028828,3.910880695912056e-05,0.0008066104492172599,3.279961075571379e-88
1340,droplet,3m,24m,male,Kidney,nan,Tmem38a,13.192620277404785,2.4767679860815406e-05,1.8773879446598585e-06,8.24217640911229e-05,1.4520771891667764e-13
1341,droplet,3m,24m,male,Kidney,nan,Rrm2,13.169109344482422,4.576073934003944e-06,6.0262831539148465e-05,0.0002871507313102484,1.008869003536097e-36
1342,droplet,3m,24m,male,Kidney,nan,1700097N02Rik,13.158193588256836,6.65729089632805e-07,8.759805496083573e-06,4.440226621227339e-05,4.937319507882854e-06
1343,droplet,3m,24m,male,Bladder,nan,Srpx,13.141550064086914,4.496982364798896e-05,3.4219563076476334e-06,0.00010004378418670967,5.519954203660892e-55
1344,droplet,3m,24m,male,Kidney,nan,0610007N19Rik,13.087302207946777,0.0001798597222659737,1.3743069757765625e-05,0.0002665734791662544,1.0877895852752756e-95
1345,droplet,3m,24m,male,Kidney,nan,Cul7,13.077703475952148,1.5410276319016702e-05,1.1783615718741203e-06,5.7142646255670115e-05,2.923685907181906e-08
1346,droplet,3m,24m,male,Kidney,nan,Zfp768,13.071892738342285,3.900612500729039e-05,2.983968215630739e-06,9.798653627512977e-05,1.0944551549486615e-27
1347,droplet,3m,24m,male,Spleen,nan,C1qb,13.030799865722656,1.589293242432177e-05,0.00020709764794446528,0.0012128459056839347,4.276503373714959e-18
1348,droplet,3m,24m,male,Kidney,nan,H6pd,13.029282569885254,5.538044933928177e-05,4.250459369359305e-06,0.00012563212658278644,1.5894857618847008e-36
1349,droplet,3m,24m,male,Kidney,nan,Arhgdib,13.026456832885742,8.29394775792025e-05,0.001080407528206706,0.0008010728633962572,0.0
1350,droplet,3m,24m,male,Kidney,nan,Dmwd,13.010573387145996,1.5572693882859312e-05,1.196925040858332e-06,5.895034337299876e-05,5.397114135728182e-08
1351,droplet,3m,24m,male,Kidney,nan,Pls1,12.977588653564453,2.3054350094753318e-05,1.776473027348402e-06,7.664579607080668e-05,3.8975516072945027e-13
1352,droplet,3m,24m,male,Kidney,nan,AA467197,12.956132888793945,2.9832501695636893e-06,3.86513966077473e-05,0.00020897168724332005,1.5826840600008878e-23
1353,droplet,3m,24m,male,Kidney,nan,Myl6b,12.95567512512207,1.6497277101734653e-05,1.2733619314531097e-06,5.8327674196334556e-05,1.4268755083401157e-09
1354,droplet,3m,24m,male,Kidney,nan,Lck,12.949125289916992,9.496752682025544e-06,0.00012297465582378209,0.0002727684914134443,1.7240284285549604e-141
1355,droplet,3m,24m,male,Kidney,nan,Syk,12.893867492675781,7.049355644994648e-06,9.089346713153645e-05,0.00017177399422507733,5.365774804419709e-183
1356,droplet,3m,24m,male,Kidney,nan,Plod1,12.88478946685791,2.7474354283185676e-05,2.1323082819435513e-06,8.589053322793916e-05,5.670385907883279e-16
1357,droplet,3m,24m,male,Kidney,nan,Cd6,12.884430885314941,2.231280859632534e-06,2.8748796466970816e-05,0.00012565439101308584,1.6312124858457576e-26
1358,droplet,3m,24m,male,Kidney,nan,H1f0,12.863168716430664,0.00029827363323420286,2.318819133506622e-05,0.0004895886522717774,1.9689897737239296e-78
1359,droplet,3m,24m,male,Spleen,nan,Dyrk3,12.856459617614746,1.3297536725076498e-06,1.7095937437261455e-05,0.000101594312582165,1.8972914138072793e-11
1360,droplet,3m,24m,male,Kidney,nan,Kcnn4,12.853985786437988,6.003244379826356e-06,7.716562686255202e-05,0.0001991095778066665,1.668540758232827e-107
1361,droplet,3m,24m,male,Kidney,nan,Lactb2,12.834074974060059,7.881725468905643e-05,6.1412483773892745e-06,0.00014817994087934494,9.169157501933839e-56
1362,droplet,3m,24m,male,Kidney,nan,Rilpl1,12.82480239868164,3.162637585774064e-05,2.466031219228171e-06,8.878282824298367e-05,7.580963371192702e-21
1363,droplet,3m,24m,male,Kidney,nan,Mgll,12.804495811462402,0.00010814523557201028,8.445878847851418e-06,0.0002472659689374268,4.1947190844620906e-38
1364,droplet,3m,24m,male,Kidney,nan,Dbi,12.792819023132324,0.0016470637638121843,0.0001287490886170417,0.0016860447358340025,3.5678979669497785e-209
1365,droplet,3m,24m,male,Kidney,nan,Pfkm,12.791619300842285,3.0033410439500585e-05,2.3478964976675343e-06,8.965611777966842e-05,4.11359022406949e-18
1366,droplet,3m,24m,male,Spleen,nan,Ube2c,12.790229797363281,1.273895031772554e-05,0.00016293411317747086,0.0007103090174496174,5.055686231864639e-35
1367,droplet,3m,24m,male,Kidney,nan,Myo10,12.784390449523926,4.6482931793434545e-05,3.6359122077556094e-06,0.00010616935469442979,1.3573007817539547e-34
1368,droplet,3m,24m,male,Kidney,nan,Snx24,12.758167266845703,1.6345638869097456e-05,1.2811891565434053e-06,5.880548997083679e-05,3.8019678902354575e-09
1369,droplet,3m,24m,male,Kidney,nan,Atp9a,12.753074645996094,2.664080420800019e-05,2.088970177283045e-06,7.550211739726365e-05,4.010719929917216e-19
1370,droplet,3m,24m,male,Kidney,nan,Gas2l1,12.745816230773926,2.2899108444107696e-05,1.7965970755540184e-06,7.119328802218661e-05,5.63587346376268e-15
1371,droplet,3m,24m,male,Kidney,nan,Ryk,12.714367866516113,3.4589531423989683e-05,2.7205064725421835e-06,8.318855543620884e-05,6.443084925799863e-29
1372,droplet,3m,24m,male,Kidney,nan,Ifit3,12.713871955871582,0.0001105381379602477,8.694292773725465e-06,0.0005006933934055269,2.637643566536203e-07
1373,droplet,3m,24m,male,Kidney,nan,Slc37a4,12.698919296264648,0.0001179382306872867,9.287264219892677e-06,0.00020560043049044907,3.05847433200289e-67
1374,droplet,3m,24m,male,Spleen,nan,Asns,12.635955810546875,1.1901963716809405e-06,1.5039281606732402e-05,7.85878801252693e-05,8.976420012584904e-12
1375,droplet,3m,24m,male,Kidney,nan,BC021614,12.62516975402832,1.5403315956064034e-06,1.9446961232461035e-05,8.205806807382032e-05,9.748376589752155e-23
1376,droplet,3m,24m,male,Kidney,nan,Isg20,12.534012794494629,7.036847364361165e-06,8.819994400255382e-05,0.0002612097596284002,1.708131406601654e-94
1377,droplet,3m,24m,male,Kidney,nan,Cd247,12.49228572845459,3.858152012981009e-06,4.819714740733616e-05,0.0001695877144811675,7.460390865406417e-52
1378,droplet,3m,24m,male,Kidney,nan,Ms4a4c,12.49134635925293,1.1313717550365254e-05,0.00014132357318885624,0.00027058590785600245,8.451441104799324e-171
1379,droplet,3m,24m,male,Kidney,nan,Rasal3,12.48770523071289,4.018993877252797e-06,5.0188024033559486e-05,0.00011575238750083372,3.2974134251423988e-102
1380,droplet,3m,24m,male,Kidney,nan,Sh3tc1,12.45870590209961,4.061897561769001e-05,3.260287712691934e-06,9.951747779268771e-05,4.595849710782156e-29
1381,droplet,3m,24m,male,Kidney,nan,Rdh10,12.439545631408691,3.4038144804071635e-05,2.7362843866285402e-06,8.795801113592461e-05,6.600816471656231e-25
1382,droplet,3m,24m,male,Kidney,nan,Ckb,12.436189651489258,0.0004342281026765704,3.4916491131298244e-05,0.0008066956070251763,2.0875114155871397e-60
1383,droplet,3m,24m,male,Kidney,nan,Hook2,12.419561386108398,2.247710472147446e-05,1.8098137388733448e-06,6.891562225064263e-05,3.844117963894451e-15
1384,droplet,3m,24m,male,Bladder,nan,C1qtnf6,12.416543960571289,2.3836963009671308e-05,1.9197734673070954e-06,6.227187986951321e-05,5.125218115380991e-30
1385,droplet,3m,24m,male,Kidney,nan,Emilin1,12.373686790466309,2.523187140468508e-05,2.0391546513565117e-06,0.00010026434756582603,5.019935339972389e-09
1386,droplet,3m,24m,male,Kidney,nan,Glipr2,12.344860076904297,3.88862417821656e-06,4.800453098141588e-05,0.00013049536210019141,4.112191999770733e-82
1387,droplet,3m,24m,male,Kidney,nan,Ncf1,12.342133522033691,8.350919415534008e-06,0.00010306817421223968,0.00018923706375062466,2.4212262699429633e-207
1388,droplet,3m,24m,male,Kidney,nan,Ctsw,12.306612014770508,4.24314157498884e-06,5.221870742389001e-05,0.00019944802625104785,4.1249985455029396e-42
1389,droplet,3m,24m,male,Kidney,nan,Cd27,12.30534839630127,3.8329758353938814e-06,4.716611510957591e-05,0.0001569068117532879,5.16171177678938e-45
1390,droplet,3m,24m,male,Kidney,nan,Unc13d,12.291777610778809,1.3851914673068677e-06,1.7026477507897653e-05,6.362315616570413e-05,1.8277697073143496e-23
1391,droplet,3m,24m,male,Kidney,nan,Maff,12.290696144104004,2.0472443793551065e-05,1.6656852039886871e-06,8.805844117887318e-05,8.44799151351808e-07
1392,droplet,3m,24m,male,Kidney,nan,Cpt1a,12.257857322692871,0.00017404068785253912,1.4198295502865221e-05,0.0002460088289808482,3.4390458223001065e-104
1393,droplet,3m,24m,male,Kidney,nan,Ly9,12.249173164367676,3.835924417217029e-06,4.698691191151738e-05,0.00011506826558616012,1.9764190353717452e-97
1394,droplet,3m,24m,male,Kidney,nan,St8sia1,12.244353294372559,3.455171099631116e-05,2.8218476018082583e-06,9.619485354050994e-05,1.6409116829076645e-21
1395,droplet,3m,24m,male,Kidney,nan,Pomt2,12.230474472045898,1.3433983440336306e-05,1.098401412491512e-06,5.069587132311426e-05,5.313915146335373e-07
1396,droplet,3m,24m,male,Kidney,nan,Gcdh,12.217874526977539,0.00013426868827082217,1.0989528163918294e-05,0.00020790319831576198,1.5465799409362857e-85
1397,droplet,3m,24m,male,Kidney,nan,Galnt11,12.190645217895508,0.00020982036949135363,1.7211586964549497e-05,0.0003113623824901879,4.507674619169698e-95
1398,droplet,3m,24m,male,Kidney,nan,Laptm4b,12.152265548706055,9.409981430508196e-05,7.74339605413843e-06,0.00018327339785173535,4.550961173056396e-52
1399,droplet,3m,24m,male,Kidney,nan,Dach1,12.150279998779297,1.723091736494098e-05,1.4181488268150133e-06,6.636894977418706e-05,3.803621219472718e-08
1400,droplet,3m,24m,male,Kidney,nan,Ptpn7,12.142457008361816,3.4469082947907737e-06,4.185394573141821e-05,0.00010771406232379377,1.5994772234296929e-83
1401,droplet,3m,24m,male,Kidney,nan,Thap4,12.119502067565918,0.00010401846520835534,8.582733244111296e-06,0.00017105686129070818,4.237082561430079e-74
