,Dataset,Start age,End age,sex,tissue,subtissue,Gene,dExpression,Expression at start age,Expression at end age,Max expression std. dev,Confidence (p-value)
0,droplet,3m,24m,male,Kidney,nan,Slc12a1,470437.34375,0.0015329810557886958,3.257629499486825e-09,0.004109303466975689,3.82255978334385e-33
1,droplet,3m,24m,male,Kidney,nan,Akr1c21,139535.359375,0.0009914026595652103,7.104028476589974e-09,0.0014598675770685077,7.969704766058269e-118
2,droplet,3m,24m,male,Kidney,nan,Timp3,84067.8671875,0.0014221890596672893,1.6916153811052936e-08,0.0014064733404666185,1.9069540292621392e-265
3,droplet,3m,24m,male,Kidney,nan,Hnf4a,34296.94921875,0.00014044703857507557,4.094030003898297e-09,0.00025845630443654954,7.582661511603972e-73
4,droplet,3m,24m,male,Kidney,nan,Spink3,31220.78125,0.0024745729751884937,7.925944345288372e-08,0.0036662656348198652,2.1238898003625066e-116
5,droplet,3m,24m,male,Kidney,nan,Calml4,30013.716796875,0.0002802493399940431,9.33637522848585e-09,0.0003948401426896453,4.4647651493665767e-128
6,droplet,3m,24m,male,Kidney,nan,Glod5,20812.837890625,7.633656787220389e-05,3.6667633374065645e-09,0.00015838311810512096,7.803228745194932e-55
7,droplet,3m,24m,male,Kidney,nan,Dnase1,19784.86328125,0.000566263566724956,2.8620050329664082e-08,0.001155911129899323,1.2857111340950667e-59
8,droplet,3m,24m,male,Kidney,nan,Spp2,19541.2421875,0.00031861892784945667,1.6303946637208355e-08,0.0007624140125699341,2.1991315594745858e-42
9,droplet,3m,24m,male,Kidney,nan,Aldob,18713.69140625,0.0017446427373215556,9.322714333848126e-08,0.002430990571156144,4.979447155494252e-132
10,droplet,3m,24m,male,Kidney,nan,Tmem27,14973.091796875,0.0014836045447736979,9.908371367828295e-08,0.002074211137369275,4.1483262400691173e-131
11,droplet,3m,24m,male,Kidney,nan,Slc27a2,14915.771484375,0.0008567953482270241,5.744124464968081e-08,0.0014777627075091004,6.24910127164841e-85
12,droplet,3m,24m,male,Kidney,nan,Emcn,14069.224609375,0.0006228896090760827,4.427220190450498e-08,0.0015300228260457516,4.120870815223232e-40
13,droplet,3m,24m,male,Kidney,nan,Mal,13948.0068359375,0.0003156991151627153,2.2632994145510565e-08,0.0005054199718870223,1.0536049257751836e-98
14,droplet,3m,24m,male,Kidney,nan,Pah,12583.8603515625,0.0004019111511297524,3.193762410091949e-08,0.0005933853681199253,7.977016904870278e-117
15,droplet,3m,24m,male,Kidney,nan,Tmem30b,11244.77734375,3.419075073907152e-05,3.0395892469670116e-09,0.00010598398512229323,3.0749280778009108e-21
16,droplet,3m,24m,male,Kidney,nan,Gpx3,10877.5078125,0.017181411385536194,1.5795346826052992e-06,0.028276778757572174,1.1425769162025351e-93
17,droplet,3m,24m,male,Kidney,nan,Cyp2d26,10542.4658203125,9.07514404389076e-05,8.607179857733627e-09,0.0002509766782168299,2.8250399370345103e-30
18,droplet,3m,24m,male,Kidney,nan,Slc34a1,9988.6533203125,0.0024460554122924805,2.4488241479048156e-07,0.0034011672250926495,1.3303405435710727e-132
19,droplet,3m,24m,male,Kidney,nan,Mecom,9443.712890625,5.947092722635716e-05,6.29640917182428e-09,0.0001418251049472019,3.704999043407904e-40
20,droplet,3m,24m,male,Kidney,nan,S100g,9230.095703125,0.0039075277745723724,4.233453978486068e-07,0.017585119232535362,1.6368485157495064e-09
21,droplet,3m,24m,male,Kidney,nan,BC024386,8814.560546875,4.346128844190389e-05,4.929624264349286e-09,0.00011862309474963695,4.859795185186242e-29
22,droplet,3m,24m,male,Kidney,nan,Hsd11b2,8248.1142578125,0.00025103436200879514,3.043436436200864e-08,0.0013224422000348568,5.386380115398648e-06
23,droplet,3m,24m,male,Kidney,nan,Beta-s,8051.1767578125,5.905884790990967e-06,0.047549329698085785,0.1698731780052185,7.871017405163187e-94
24,droplet,3m,24m,male,Kidney,nan,Meis2,7826.099609375,8.087565220193937e-05,1.0333094380143848e-08,0.00022308737970888615,2.8031230836171904e-30
25,droplet,3m,24m,male,Kidney,nan,Vldlr,7776.42138671875,5.5319134844467044e-05,7.112700650679926e-09,0.00011566185276024044,1.0409242621928114e-51
26,droplet,3m,24m,male,Kidney,nan,Sod3,7755.92236328125,0.00015431211795657873,1.989503672916726e-08,0.0002499156689736992,6.350404418443291e-95
27,droplet,3m,24m,male,Kidney,nan,Baiap2l2,7691.5244140625,7.155836647143587e-05,9.302534742516855e-09,0.00016977587074507028,2.2369994798707786e-41
28,droplet,3m,24m,male,Kidney,nan,Efhd1,7686.93310546875,0.00011324168008286506,1.4730710873323005e-08,0.0002451864129398018,1.5467776806692643e-51
29,droplet,3m,24m,male,Kidney,nan,Ces2e,7421.8505859375,2.949954432551749e-05,3.973688489367078e-09,0.00012001957657048479,3.502509237952205e-11
30,droplet,3m,24m,male,Kidney,nan,Igj,7118.81689453125,3.3109250807683566e-07,0.002356993965804577,0.016411101445555687,3.8772968386551963e-22
31,droplet,3m,24m,male,Kidney,nan,Tek,6780.91015625,7.232780626509339e-05,1.0665385907770997e-08,0.0002085854357574135,2.6800053550975282e-27
32,droplet,3m,24m,male,Kidney,nan,S100a8,6669.310546875,1.9121760033158353e-06,0.012752901762723923,0.050273213535547256,1.94491954617709e-76
33,droplet,3m,24m,male,Kidney,nan,Dleu7,6623.28759765625,2.1978403310640715e-05,3.3173523927843007e-09,7.011835987213999e-05,2.9405614123141094e-17
34,droplet,3m,24m,male,Kidney,nan,Fermt2,6494.55322265625,0.00010328278585802764,1.590198550616151e-08,0.00018109004304278642,4.7154973508288175e-79
35,droplet,3m,24m,male,Kidney,nan,Pdzk1,6325.5625,0.000352806004229933,5.577364703412968e-08,0.000519855588208884,3.7155160850103474e-117
36,droplet,3m,24m,male,Kidney,nan,Car8,6285.9306640625,2.7106396373710595e-05,4.311232704168333e-09,0.00012201302160974592,1.578719606068693e-08
37,droplet,3m,24m,male,Kidney,nan,Slc22a8,6205.13720703125,0.0001959990622708574,3.158558214977347e-08,0.0003935283166356385,2.814296110946667e-61
38,droplet,3m,24m,male,Kidney,nan,Tmem72,5903.87060546875,6.541948823723942e-05,1.1079779760336805e-08,0.00018002295109909028,5.1940897250589585e-30
39,droplet,3m,24m,male,Kidney,nan,Pck1,5618.86376953125,0.00053044268861413,9.440290682505292e-08,0.0009481291053816676,9.352337489764034e-79
40,droplet,3m,24m,male,Kidney,nan,Ghr,5337.140625,0.00015852614887990057,2.970144841185629e-08,0.0002802158996928483,1.936126046207275e-79
41,droplet,3m,24m,male,Kidney,nan,Ramp2,5310.1337890625,0.0001708624913590029,3.217568433910856e-08,0.00044779013842344284,1.3574893340620596e-34
42,droplet,3m,24m,male,Kidney,nan,Clec14a,5180.68359375,7.827950321370736e-05,1.5108879480862925e-08,0.00024412503989879042,4.961579091848332e-23
43,droplet,3m,24m,male,Kidney,nan,Col4a2,5016.32470703125,5.4598538554273546e-05,1.0883171697173566e-08,0.00013603597471956164,2.712139139111927e-36
44,droplet,3m,24m,male,Kidney,nan,Fxyd2,4861.2822265625,0.006410738453269005,1.318732984145754e-06,0.006560606881976128,1.050467690102578e-247
45,droplet,3m,24m,male,Kidney,nan,Fgf9,4840.052734375,4.11734617955517e-05,8.505820936477448e-09,0.00012465825420804322,3.8308064218012755e-23
46,droplet,3m,24m,male,Kidney,nan,Ptprb,4811.24365234375,0.00010624274727888405,2.2081179551491914e-08,0.0003093445848207921,3.661506845824769e-27
47,droplet,3m,24m,male,Kidney,nan,Ngp,4635.1826171875,4.5055068653709895e-07,0.0020883893594145775,0.00946554820984602,5.808051613784767e-57
48,droplet,3m,24m,male,Kidney,nan,Gpr116,4518.9736328125,8.078711834968999e-05,1.7876315538956078e-08,0.00022155969054438174,1.1835333778011943e-30
49,droplet,3m,24m,male,Kidney,nan,Serinc2,4451.33837890625,1.811215770430863e-05,4.067923775608051e-09,6.209115963429213e-05,1.4984320727977272e-13
50,droplet,3m,24m,male,Kidney,nan,Sfrp1,4384.21533203125,0.00023222778690978885,5.2968065489267246e-08,0.000763237418141216,7.994727947962442e-21
51,droplet,3m,24m,male,Kidney,nan,Atp6v0a4,4355.39404296875,0.0001151176547864452,2.643005281299793e-08,0.00019138366042170674,1.1999783701442672e-88
52,droplet,3m,24m,male,Kidney,nan,Zfp503,4250.20947265625,0.00011926990555366501,2.8061123202860472e-08,0.00020192390365991741,1.1963468382889807e-85
53,droplet,3m,24m,male,Kidney,nan,Slc44a4,4166.09326171875,3.475590710877441e-05,8.341565660430206e-09,8.625810733065009e-05,3.025343417790962e-33
54,droplet,3m,24m,male,Kidney,nan,Clec2h,4105.08349609375,5.402808164944872e-05,1.3160263101497094e-08,0.0001643568539293483,1.0028058199780895e-23
55,droplet,3m,24m,male,Kidney,nan,Fam176a,4102.5869140625,6.807986937928945e-05,1.6593375562479196e-08,0.00014015386113896966,5.563660157725881e-55
56,droplet,3m,24m,male,Kidney,nan,Slc22a12,4084.201904296875,0.00043250201269984245,1.0589533161464715e-07,0.0007890051929280162,2.0771429739475858e-75
57,droplet,3m,24m,male,Kidney,nan,Egf,4071.296875,0.0020046536810696125,4.923859933114727e-07,0.004856953863054514,2.490609222688347e-41
58,droplet,3m,24m,male,Kidney,nan,Cyr61,4062.980712890625,0.0002261506742797792,5.56602728352118e-08,0.0005852643516846001,1.169751070642521e-35
59,droplet,3m,24m,male,Kidney,nan,Plscr2,3924.669921875,0.00046363173169083893,1.1813166622687277e-07,0.0005306822131387889,1.95801135542374e-196
60,droplet,3m,24m,male,Kidney,nan,Plvap,3895.40966796875,0.0008271686965599656,2.1234347968857037e-07,0.002232675440609455,1.286687876596459e-32
61,droplet,3m,24m,male,Kidney,nan,Tspan1,3813.808349609375,7.171564357122406e-05,1.8803207879614092e-08,0.00019899346807505935,1.1379092547479876e-29
62,droplet,3m,24m,male,Kidney,nan,Wfdc2,3796.812255859375,0.0004954041796736419,1.304779857491667e-07,0.0010602260008454323,6.862804058761308e-54
63,droplet,3m,24m,male,Kidney,nan,Gstm2,3732.67822265625,0.00010335472325095907,2.7688159320859995e-08,0.00032735674176365137,1.8996409994357837e-22
64,droplet,3m,24m,male,Kidney,nan,Efemp1,3722.68310546875,3.8715425034752116e-05,1.039887109755e-08,0.00012533049448393285,8.014392448986297e-20
65,droplet,3m,24m,male,Kidney,nan,Ldhd,3633.12353515625,8.893117046682164e-05,2.4476882742874295e-08,0.00018245585670229048,8.160501258224216e-57
66,droplet,3m,24m,male,Kidney,nan,Acy3,3629.562744140625,0.0008456442155875266,2.32986906212318e-07,0.0014865975826978683,1.3740011676206241e-81
67,droplet,3m,24m,male,Kidney,nan,Ttc36,3566.12353515625,0.0008701342740096152,2.439990396396752e-07,0.0012669672723859549,1.7129994297119072e-120
68,droplet,3m,24m,male,Kidney,nan,Slc16a12,3557.902099609375,5.9986406995449215e-05,1.6859049267736737e-08,0.00012031345977447927,7.45180117438145e-57
69,droplet,3m,24m,male,Kidney,nan,Parva,3472.836181640625,5.4406864364864305e-05,1.5665406749576505e-08,0.00010647356975823641,1.4481136174410842e-58
70,droplet,3m,24m,male,Kidney,nan,1600029D21Rik,3316.2255859375,4.4374151912052184e-05,1.3379921171008391e-08,0.00021790388564113528,3.7151054495456805e-07
71,droplet,3m,24m,male,Kidney,nan,C130074G19Rik,3256.1689453125,0.0001124633927247487,3.453756391991192e-08,0.00018281232041772455,1.4210870474042897e-92
72,droplet,3m,24m,male,Kidney,nan,Slc5a2,3247.724365234375,0.00029861732036806643,9.194562977654641e-08,0.0006552223931066692,5.35268220508204e-51
73,droplet,3m,24m,male,Kidney,nan,S100a9,3214.81005859375,3.145710479657282e-06,0.010112864896655083,0.039411187171936035,2.889678753352574e-78
74,droplet,3m,24m,male,Kidney,nan,Ugt8a,3190.052490234375,4.2911597120109946e-05,1.3450690339311677e-08,0.0001090497535187751,1.7612542634845303e-33
75,droplet,3m,24m,male,Kidney,nan,Ank3,3046.503173828125,0.0001512447779532522,4.964437039234326e-08,0.00022529375564772636,2.7760036224370688e-112
76,droplet,3m,24m,male,Kidney,nan,Slc3a1,3023.531005859375,9.526201756671071e-05,3.150587701838958e-08,0.00018658072804100811,8.996540105189025e-63
77,droplet,3m,24m,male,Kidney,nan,0610012H03Rik,2855.17431640625,5.732693534810096e-05,2.0077260742823455e-08,0.00013661071716342121,5.2206165785478705e-40
78,droplet,3m,24m,male,Kidney,nan,Sparc,2773.24462890625,0.0004493904416449368,1.6204401731556572e-07,0.001078009488992393,3.554504068376115e-42
79,droplet,3m,24m,male,Kidney,nan,Cideb,2727.547607421875,8.473986235912889e-05,3.106715240619451e-08,0.00016242588753812015,5.872587932772335e-65
80,droplet,3m,24m,male,Kidney,nan,Hoxa10,2700.62451171875,2.9593491490231827e-05,1.0957017515522693e-08,7.983561226865277e-05,6.984666005268419e-27
81,droplet,3m,24m,male,Kidney,nan,Ednrb,2683.7822265625,6.534688145620748e-05,2.4347801996782437e-08,0.0002259766188217327,5.301677082115664e-18
82,droplet,3m,24m,male,Kidney,nan,Lama5,2668.786865234375,3.892870154231787e-05,1.4585666008315457e-08,9.63144630077295e-05,1.6182657428218396e-34
83,droplet,3m,24m,male,Kidney,nan,0610005C13Rik,2642.751708984375,9.313026384916157e-05,3.523888736367553e-08,0.00016907839744817466,4.631581169408857e-73
84,droplet,3m,24m,male,Kidney,nan,Tie1,2605.32421875,8.726609667064622e-05,3.3494295337277435e-08,0.00024414598010480404,1.8947176177634155e-29
85,droplet,3m,24m,male,Kidney,nan,Rgnef,2525.721435546875,5.307613537297584e-05,2.10132480304992e-08,0.00010759259021142498,1.891059865610597e-54
86,droplet,3m,24m,male,Kidney,nan,Col4a1,2522.43701171875,8.723663631826639e-05,3.4583269581389686e-08,0.00017859718354884535,5.773224804283416e-57
87,droplet,3m,24m,male,Kidney,nan,Fbp1,2492.487548828125,0.0004350889357738197,1.7455913337016682e-07,0.00067177350865677,1.5534517792607307e-106
88,droplet,3m,24m,male,Kidney,nan,Rnf183,2479.2236328125,2.1528156139538623e-05,8.682426333450621e-09,7.729345088591799e-05,1.7642013396435157e-13
89,droplet,3m,24m,male,Kidney,nan,S100a16,2437.404541015625,0.00018335520871914923,7.52245910007332e-08,0.00034636814962141216,1.7934798726507165e-69
90,droplet,3m,24m,male,Kidney,nan,Enpep,2422.06103515625,5.947190584265627e-05,2.455325542882747e-08,0.00012884396710433066,9.855167237762623e-49
91,droplet,3m,24m,male,Kidney,nan,Tmem25,2337.820068359375,1.7930309695657343e-05,7.668670143345935e-09,6.060117812012322e-05,7.912950330855018e-14
92,droplet,3m,24m,male,Kidney,nan,Ephb4,2335.139404296875,5.240839163889177e-05,2.2442367964004006e-08,0.0001258306874660775,6.838643219203484e-39
93,droplet,3m,24m,male,Kidney,nan,Cx3cl1,2330.5263671875,4.381427788757719e-05,1.8799163115090778e-08,0.0001301278971368447,2.4374492591339797e-24
94,droplet,3m,24m,male,Kidney,nan,Bsnd,2274.632568359375,5.2531475375872105e-05,2.309348801077249e-08,0.0001453528821002692,5.308787428047343e-29
95,droplet,3m,24m,male,Kidney,nan,Cgnl1,2257.546142578125,0.0001812927221180871,8.030421128069065e-08,0.0002709466789383441,2.52197630465566e-112
96,droplet,3m,24m,male,Kidney,nan,Pdzd3,2232.104736328125,3.470161755103618e-05,1.554558970440212e-08,9.103149932343513e-05,7.4456557929531e-30
97,droplet,3m,24m,male,Kidney,nan,Tspan12,2225.815673828125,0.00011656946298899129,5.237057365548026e-08,0.00023112428607419133,6.378720496494913e-62
98,droplet,3m,24m,male,Kidney,nan,Me1,2187.519287109375,0.00015635741874575615,7.147604463852986e-08,0.00028133278829045594,1.6377933265433116e-76
99,droplet,3m,24m,male,Kidney,nan,Apob,2166.2802734375,3.556656156433746e-05,1.6417263992707376e-08,0.00013062849757261574,1.0153724080649115e-14
100,droplet,3m,24m,male,Kidney,nan,Bgn,2151.3486328125,0.00010044992814073339,4.669060871265174e-08,0.0004725376784335822,2.4459584241116827e-08
101,droplet,3m,24m,male,Kidney,nan,Retnlg,2127.620849609375,4.621936966486828e-07,0.0009833750082179904,0.006370154209434986,4.299516657475568e-26
102,droplet,3m,24m,male,Kidney,nan,Nlrp6,2090.623291015625,2.789607060549315e-05,1.3342422278128652e-08,8.716741285752505e-05,9.592276359644787e-20
103,droplet,3m,24m,male,Kidney,nan,Unc45b,2065.203369140625,3.498250953271054e-05,1.6938013658318596e-08,0.00012755907664541155,6.3394030029997444e-15
104,droplet,3m,24m,male,Kidney,nan,Cubn,2041.05078125,6.957056029932573e-05,3.408466042742475e-08,0.00014957503299228847,1.776274020383746e-50
105,droplet,3m,24m,male,Kidney,nan,Ptprd,2010.4583740234375,5.8603585785022005e-05,2.9148365499054307e-08,0.0001255976385436952,1.1242056860551598e-49
106,droplet,3m,24m,male,Kidney,nan,Sardh,1970.814453125,0.00015359696408268064,7.793477863060616e-08,0.0002509954501874745,4.07088338492162e-93
107,droplet,3m,24m,male,Kidney,nan,Slc5a10,1934.8751220703125,4.401049227453768e-05,2.274490817910646e-08,0.00013508924166671932,1.0961352845399373e-22
108,droplet,3m,24m,male,Kidney,nan,Abcc2,1930.1044921875,3.623692100518383e-05,1.8773590682030772e-08,9.884226892609149e-05,5.887539690906055e-28
109,droplet,3m,24m,male,Kidney,nan,Grrp1,1925.4747314453125,4.449633706826717e-05,2.3108281510531015e-08,0.0001520955702289939,6.675467051566959e-18
110,droplet,3m,24m,male,Kidney,nan,E030010A14Rik,1919.763671875,0.0001879176707006991,9.7884836236517e-08,0.00037488469388335943,5.165515588310501e-62
111,droplet,3m,24m,male,Spleen,nan,Ltf,1878.1385498046875,1.9725173672213714e-07,0.00037046795478090644,0.001898223184980452,1.2065358808194607e-30
112,droplet,3m,24m,male,Kidney,nan,Alas2,1875.9908447265625,1.9196893674688909e-07,0.00036013382486999035,0.001316166133619845,4.0881422733248695e-89
113,droplet,3m,24m,male,Kidney,nan,Nox4,1839.575439453125,0.000126247585285455,6.86276493411242e-08,0.00027847697492688894,1.0212495096763517e-49
114,droplet,3m,24m,male,Kidney,nan,Camp,1828.5164794921875,1.3758908607997e-06,0.002515841042622924,0.011418786831200123,9.377266850194421e-57
115,droplet,3m,24m,male,Kidney,nan,Dao,1760.8055419921875,0.000200329115614295,1.137702838605037e-07,0.00032640760764479637,2.0028119659306789e-94
116,droplet,3m,24m,male,Kidney,nan,Cyp2j6,1746.373046875,3.9181224565254524e-05,2.243477048580189e-08,0.00010604110138956457,6.44098378118653e-29
117,droplet,3m,24m,male,Kidney,nan,BC021785,1664.078369140625,0.0001331218663835898,7.999635442956787e-08,0.00024657731410115957,1.2298271961331249e-71
118,droplet,3m,24m,male,Kidney,nan,Sparcl1,1645.90380859375,0.00010202119301538914,6.198390423151068e-08,0.000442460470367223,2.0748221368568818e-10
119,droplet,3m,24m,male,Kidney,nan,Hoga1,1611.4791259765625,6.344270514091477e-05,3.936823844696846e-08,0.0001385204232065007,2.218659851864819e-48
120,droplet,3m,24m,male,Kidney,nan,Uaca,1590.793212890625,3.0766012059757486e-05,1.933904414386234e-08,8.42583758640103e-05,1.8703799416126362e-26
121,droplet,3m,24m,male,Kidney,nan,Gypa,1561.0797119140625,1.8181633265612618e-07,0.0002838313521351665,0.0011138609843328595,1.0622504544013215e-76
122,droplet,3m,24m,male,Kidney,nan,Gm10768,1540.5794677734375,1.408254865964409e-05,9.140072698698987e-09,5.1525224989745766e-05,5.31956083087015e-10
123,droplet,3m,24m,male,Kidney,nan,Krt7,1532.7120361328125,0.00013053706788923591,8.516637706179608e-08,0.00029414036544039845,1.4350653204185845e-47
124,droplet,3m,24m,male,Kidney,nan,Sncg,1480.9976806640625,8.490486652590334e-05,5.7328506386511435e-08,0.0002791100414469838,1.8137775443216822e-20
125,droplet,3m,24m,male,Kidney,nan,Aadac,1474.1605224609375,7.977711356943473e-05,5.41159792533108e-08,0.00016635879001114517,2.0315114160575757e-54
126,droplet,3m,24m,male,Kidney,nan,Rnf208,1462.5738525390625,1.5133160559344105e-05,1.0345937440092712e-08,6.0102378483861685e-05,5.369360313161806e-09
127,droplet,3m,24m,male,Kidney,nan,Pcolce,1433.214111328125,0.00013202644186094403,9.211813534193425e-08,0.0003441216831561178,8.195973372155915e-35
128,droplet,3m,24m,male,Spleen,nan,S100a8,1411.417236328125,1.0428659152239561e-05,0.014719190075993538,0.0549745112657547,8.489064494672428e-61
129,droplet,3m,24m,male,Kidney,nan,Adra2b,1384.4964599609375,3.518404992064461e-05,2.541188592886101e-08,9.004200546769425e-05,1.9905118305911353e-31
130,droplet,3m,24m,male,Kidney,nan,Bcar1,1361.6805419921875,4.656615783460438e-05,3.419656735559329e-08,0.00010442966595292091,1.5206569184804034e-43
131,droplet,3m,24m,male,Kidney,nan,Slc12a3,1325.71728515625,0.0005983377923257649,4.5133037929190323e-07,0.0021215188317000866,2.037356461334494e-17
132,droplet,3m,24m,male,Kidney,nan,Phldb2,1325.6300048828125,0.00010031530837295577,7.567268056618559e-08,0.00015617662575095892,8.587802665207673e-100
133,droplet,3m,24m,male,Kidney,nan,Cgref1,1315.7718505859375,9.4548289780505e-05,7.185666106579447e-08,0.0001848635874921456,6.666196067557e-63
134,droplet,3m,24m,male,Kidney,nan,D630023F18Rik,1273.486328125,1.1731903214240447e-05,9.211429841116114e-09,5.192508615436964e-05,8.953666111963992e-06
135,droplet,3m,24m,male,Kidney,nan,Fam171a1,1270.833740234375,2.5982652005041018e-05,2.0444359094540232e-08,7.619941607117653e-05,8.528551931627897e-22
136,droplet,3m,24m,male,Kidney,nan,Echdc2,1260.5826416015625,8.913339843275025e-05,7.070709528989028e-08,0.00016017687448766083,3.2766011091636803e-74
137,droplet,3m,24m,male,Kidney,nan,Hgd,1255.8096923828125,0.00010241552081424743,8.155237196660892e-08,0.00019072268332820386,7.726227461540384e-70
138,droplet,3m,24m,male,Kidney,nan,Arhgef15,1254.416259765625,3.394160376046784e-05,2.705668755709212e-08,0.00011700952018145472,7.847808161547247e-17
139,droplet,3m,24m,male,Kidney,nan,Guca2b,1225.278076171875,0.0006980031612329185,5.696681455447106e-07,0.0010801152093335986,3.915494415420797e-106
140,droplet,3m,24m,male,Spleen,nan,S100a9,1223.7646484375,9.096768735616934e-06,0.01113230548799038,0.041498176753520966,4.9677797006553156e-61
141,droplet,3m,24m,male,Kidney,nan,Ushbp1,1214.1318359375,6.594328442588449e-05,5.4312121022803694e-08,0.0001981696259463206,9.643351699253662e-25
142,droplet,3m,24m,male,Kidney,nan,Rab17,1184.550048828125,3.0762737878831103e-05,2.596897807904952e-08,8.328281546710059e-05,4.911581077947893e-27
143,droplet,3m,24m,male,Kidney,nan,Tcf15,1164.8145751953125,2.2319596610032022e-05,1.916050074157738e-08,0.00010271077189827338,1.1966103410284554e-07
144,droplet,3m,24m,male,Spleen,nan,Camp,1161.7874755859375,2.382960246904986e-06,0.0027684944216161966,0.012451298534870148,7.842806888836988e-41
145,droplet,3m,24m,male,Kidney,nan,Ak4,1160.2352294921875,8.106724999379367e-05,6.987038858596861e-08,0.00018132202967535704,3.6076093045650355e-47
146,droplet,3m,24m,male,Kidney,nan,Osbpl6,1159.3341064453125,4.287999036023393e-05,3.698574246868702e-08,9.650993888499215e-05,2.0902009276744442e-42
147,droplet,3m,24m,male,Kidney,nan,Marveld3,1114.926513671875,1.276443617825862e-05,1.1447679248988152e-08,5.3896623285254464e-05,6.444088268346411e-07
148,droplet,3m,24m,male,Kidney,nan,Amn,1096.0567626953125,0.00014237553114071488,1.2989696074328094e-07,0.00026397049077786505,1.2515243439774052e-71
149,droplet,3m,24m,male,Kidney,nan,Gm11992,1087.998779296875,1.3832093827659264e-05,1.2712335184517087e-08,5.408040669863112e-05,1.1386654673142746e-08
150,droplet,3m,24m,male,Kidney,nan,Tspan18,1087.052734375,1.6522342775715515e-05,1.5198210689959524e-08,6.981038313824683e-05,2.6433628334103773e-08
151,droplet,3m,24m,male,Kidney,nan,Sema4g,1086.8616943359375,1.3817636499879882e-05,1.2712335184517087e-08,5.515509474207647e-05,2.6083274706996333e-08
152,droplet,3m,24m,male,Kidney,nan,Ildr2,1068.328369140625,3.05188077618368e-05,2.856588032784657e-08,8.654421253595501e-05,1.2371869331030699e-24
153,droplet,3m,24m,male,Kidney,nan,Serpinh1,1061.2568359375,0.00019285547023173422,1.8172265470184357e-07,0.00037919674650765955,6.744759273818837e-64
154,droplet,3m,24m,male,Kidney,nan,Pllp,1058.90576171875,2.5516779714962468e-05,2.4096308948173828e-08,6.989864050410688e-05,1.4469207979320903e-24
155,droplet,3m,24m,male,Kidney,nan,1700016C15Rik,1052.3834228515625,5.879341551917605e-05,5.586591456108181e-08,0.00014067078882362694,9.348754748423207e-40
156,droplet,3m,24m,male,Kidney,nan,Gsta3,1031.9747314453125,4.930434442940168e-05,4.777569984071306e-08,0.00011522193381097168,1.3736581900776227e-40
157,droplet,3m,24m,male,Kidney,nan,Col18a1,1027.1011962890625,9.472182136960328e-05,9.22214766774232e-08,0.00020656935521401465,3.1858433831604856e-50
158,droplet,3m,24m,male,Kidney,nan,Cwh43,1017.7249755859375,2.6547042580205016e-05,2.608369165102431e-08,0.00010923979425569996,1.331744637963584e-10
159,droplet,3m,24m,male,Kidney,nan,Me3,1002.3855590820312,3.462095628492534e-05,3.453756391991192e-08,0.00010378786100773141,8.681104723244306e-23
160,droplet,3m,24m,male,Kidney,nan,Prr15l,1000.3960571289062,7.984530384419486e-05,7.98126933432286e-08,0.0001458633050788194,5.719806822837517e-71
161,droplet,3m,24m,male,Kidney,nan,Aif1l,994.27734375,0.00019296871323604137,1.9407836759910424e-07,0.0003578157047741115,3.4930227660761183e-72
162,droplet,3m,24m,male,Kidney,nan,Bdh2,984.7787475585938,0.0001815385912777856,1.8434354842611356e-07,0.0002838333894032985,2.436954248385732e-102
163,droplet,3m,24m,male,Spleen,nan,Kel,980.6026000976562,2.3201732091138183e-08,2.2752659788238816e-05,0.0001221552083734423,7.35911737056317e-21
164,droplet,3m,24m,male,Spleen,nan,Ngp,978.5529174804688,2.3015597889752826e-06,0.002252198988571763,0.010506934486329556,1.0872085599774117e-37
165,droplet,3m,24m,male,Kidney,nan,Chst8,970.820556640625,1.3287394722283352e-05,1.3685767186188968e-08,5.9004436479881406e-05,2.1220887673645363e-06
166,droplet,3m,24m,male,Kidney,nan,Clrn3,958.9409790039062,1.407701893185731e-05,1.4678755100305807e-08,5.39019274583552e-05,3.687679527365371e-09
167,droplet,3m,24m,male,Kidney,nan,AI317395,958.0413208007812,6.69104338157922e-05,6.983986367004036e-08,0.00013208991731517017,1.6041731513956354e-59
168,droplet,3m,24m,male,Kidney,nan,Mlxipl,949.0512084960938,2.847846735676285e-05,3.000630499627732e-08,9.64118808042258e-05,8.617029227800493e-17
169,droplet,3m,24m,male,Kidney,nan,Mal2,946.6482543945312,4.033840377815068e-05,4.261082153789175e-08,0.00011651161185000092,2.0337674770582403e-25
170,droplet,3m,24m,male,Kidney,nan,Gpc3,933.4337768554688,1.7616026525502093e-05,1.8871283202770428e-08,8.155247633112594e-05,6.938940234814618e-07
171,droplet,3m,24m,male,Kidney,nan,Tm4sf1,933.09423828125,0.0006052361568436027,6.486324650722963e-07,0.001452394644729793,4.2581378839011664e-42
172,droplet,3m,24m,male,Kidney,nan,Aldh8a1,920.8143310546875,9.401134593645111e-05,1.0209487300016917e-07,0.00018423749133944511,1.5711166056429538e-62
173,droplet,3m,24m,male,Spleen,nan,Lcn2,918.69677734375,1.2371792763588019e-06,0.001136593520641327,0.004804368596524,1.1828503355212937e-46
174,droplet,3m,24m,male,Kidney,nan,Kcnj1,909.7718505859375,0.00027385647990740836,3.0101566039775207e-07,0.000533130019903183,1.631091390358041e-65
