,dataset,start_age,end_age,sex,tissue,subtissue,gene,fold_change_log2,expression_at_start_age,expression_at_end_age,expression_max_std_dev,p_value
49,droplet,3m,21m,female,Kidney,nan,Abcc3,3.5881948471069336,1.5732805422885576e-06,1.892172258521896e-05,8.700125181348994e-05,1.262092037543058e-10
50,droplet,3m,21m,female,Spleen,nan,Apoc2,3.5815813541412354,5.038734343543183e-06,6.03232801950071e-05,0.0002803622919600457,3.3859608027260936e-39
51,droplet,3m,21m,female,Spleen,nan,4632427E13Rik,-3.571701765060425,1.2010368664050475e-05,1.0101051657329663e-06,5.6845983635867015e-05,1.1519982118811567e-11
52,droplet,3m,21m,female,Marrow,nan,Hist1h1b,-3.4710819721221924,0.00021377175289671868,1.9277489627711475e-05,0.0005466423463076353,1.4091520252174186e-90
53,droplet,3m,21m,female,Spleen,nan,S100a9,3.4531660079956055,0.0001705068425508216,0.001867447281256318,0.016272298991680145,3.4959436400031096e-10
54,droplet,3m,21m,female,Mammary_Gland,nan,C130026I21Rik,3.409701347351074,3.3827766401373083e-06,3.5949746234109625e-05,0.00013307455810718238,8.932201971113642e-44
55,droplet,3m,21m,female,Kidney,nan,Hdc,3.405501365661621,2.435208261886146e-05,0.00025804428150877357,0.0006430522771552205,3.5891547623198726e-55
56,droplet,3m,21m,female,Spleen,nan,Cacna1s,3.397155523300171,6.521583600260783e-06,6.870665674796328e-05,0.0001479278871556744,1.5302735384993332e-171
57,droplet,3m,21m,female,Spleen,nan,Diras2,3.3891475200653076,8.679066922923084e-07,9.093028893403243e-06,5.343783413991332e-05,2.3773421721762864e-06
58,droplet,3m,21m,female,Kidney,nan,Gm853,3.386523723602295,1.7778069150153897e-06,1.8592167180031538e-05,9.577553282724693e-05,7.944455645708306e-08
59,droplet,3m,21m,female,Spleen,nan,Chst1,3.385896682739258,1.1276833902229555e-06,1.1788106348831207e-05,9.437846892978996e-05,2.486348816232446e-06
60,droplet,3m,21m,female,Spleen,nan,Lag3,3.3794498443603516,7.392380666715326e-06,7.693078077863902e-05,0.00036537859705276787,1.721431725495807e-42
61,droplet,3m,21m,female,Marrow,nan,Hist1h2ab,-3.357434034347534,4.844140858040191e-05,4.726376573671587e-06,0.00015210134733933955,4.891579965639566e-50
62,droplet,3m,21m,female,Spleen,nan,Pdcd1,3.309373378753662,2.6440720830578357e-06,2.621163184812758e-05,0.00014110775373410434,4.504231973517843e-24
63,droplet,3m,21m,female,Kidney,nan,Cyp2a4,3.30112624168396,9.51794208958745e-06,9.381690324516967e-05,0.0003140098415315151,6.04802706143711e-28
64,droplet,3m,21m,female,Limb_Muscle,nan,Lat,-3.285632371902466,3.570517583284527e-05,3.6614842429116834e-06,0.00016150220471899956,2.1576759800342705e-21
65,droplet,3m,21m,female,Lung,nan,Gzmk,3.235874891281128,2.7798087103292346e-06,2.6188487026956864e-05,0.00015882108709774911,1.3503986905173426e-07
66,droplet,3m,21m,female,Spleen,nan,Fam89a,3.2336363792419434,9.55302539296099e-07,8.985927706817165e-06,5.4415759223047644e-05,9.49157319599181e-06
67,droplet,3m,21m,female,Spleen,nan,Stx3,3.226264476776123,1.4165025277179666e-06,1.3256229976832401e-05,6.363732973113656e-05,2.3588780878038575e-14
68,droplet,3m,21m,female,Marrow,nan,Gm4759,-3.2240874767303467,1.0182860023633111e-05,1.0897385891439626e-06,4.852177880820818e-05,5.488673568467205e-07
69,droplet,3m,21m,female,Mammary_Gland,nan,Fam25c,-3.2046003341674805,5.5421984143322334e-05,6.011753612256143e-06,0.000359413621481508,7.434659000773237e-14
70,droplet,3m,21m,female,Mammary_Gland,nan,Krtdap,3.1909122467041016,2.733576138780336e-06,2.4962702809716575e-05,0.00016826762293931097,2.104162265430974e-11
71,droplet,3m,21m,female,Mammary_Gland,nan,Mrgprg,3.1683175563812256,4.754113433591556e-06,4.273938247933984e-05,0.00029442718368954957,8.070315371303851e-12
72,droplet,3m,21m,female,Kidney,nan,Serpina1f,3.1623337268829346,1.2942413377459161e-05,0.00011587042536120862,0.00039553819806315005,1.29303244966056e-23
73,droplet,3m,21m,female,Spleen,nan,Fah,3.161959409713745,2.73530190497695e-06,2.4482174922013655e-05,7.901256321929395e-05,4.5018230419710155e-45
74,droplet,3m,21m,female,Spleen,nan,BC064078,3.1609435081481934,8.399771104450338e-06,7.512877346016467e-05,0.0001688304473645985,4.083826852917505e-159
75,droplet,3m,21m,female,Spleen,nan,Tg,3.156446695327759,1.0141043276234996e-06,9.042076271725819e-06,4.619236278813332e-05,1.4088377623537694e-06
76,droplet,3m,21m,female,Spleen,nan,Lilrb4,3.153893232345581,4.291192908567609e-06,3.8193949876585975e-05,0.00011918478412553668,8.057287284535937e-68
77,droplet,3m,21m,female,Kidney,nan,Mettl7a2,3.149552583694458,4.328529030317441e-06,3.841052239295095e-05,0.0001468314294470474,4.962707963529492e-19
78,droplet,3m,21m,female,Spleen,nan,Gp49a,3.133556365966797,1.1407141755626071e-06,1.0010865480580833e-05,6.145070801721886e-05,1.5520534299189442e-06
79,droplet,3m,21m,female,Limb_Muscle,nan,Limd2,-3.122817277908325,0.00013273775402922183,1.5238168089126702e-05,0.00034382991725578904,8.593029165643868e-79
80,droplet,3m,21m,female,Marrow,nan,Lef1,-3.1111788749694824,2.0492609110078774e-05,2.3715865609119646e-06,0.0001024665471049957,1.1514113920996332e-13
81,droplet,3m,21m,female,Marrow,nan,Diap3,-3.092555046081543,2.2031985281500965e-05,2.582864908617921e-06,6.79468794260174e-05,5.024664154016096e-31
82,droplet,3m,21m,female,Limb_Muscle,nan,Fcrla,-3.0816946029663086,3.6668152461061254e-05,4.331181571615161e-06,0.00016652513295412064,1.5325772095735205e-20
83,droplet,3m,21m,female,Limb_Muscle,nan,Cd27,-3.064194679260254,1.5586683730361983e-05,1.8635412288858788e-06,9.407513425685465e-05,2.5136542521967326e-07
84,droplet,3m,21m,female,Kidney,nan,Ceacam2,3.053682327270508,2.302605025761295e-06,1.91191938938573e-05,9.009861969389021e-05,4.670961235693365e-08
85,droplet,3m,21m,female,Kidney,nan,0610040F04Rik,3.052009105682373,2.1859116259292932e-06,1.8129216186935082e-05,7.016702875262126e-05,3.8856879764772454e-12
86,droplet,3m,21m,female,Spleen,nan,Plcd3,3.0483787059783936,1.1122435807919828e-06,9.201395187119488e-06,4.852592246606946e-05,1.530731794092484e-06
87,droplet,3m,21m,female,Marrow,nan,Bmp2k,-3.0406076908111572,1.5386418453999795e-05,1.869920879471465e-06,5.281304765958339e-05,9.306644288831048e-18
88,droplet,3m,21m,female,Marrow,nan,Hist2h2ac,-3.039712905883789,5.279973629512824e-05,6.4207679315586574e-06,0.00014125842426437885,2.18115560961437e-64
89,droplet,3m,21m,female,Limb_Muscle,nan,Fam65b,-3.0281741619110107,1.5026769688120112e-05,1.8420192873236374e-06,7.322033343371004e-05,1.348187292477311e-10
90,droplet,3m,21m,female,Marrow,nan,Cpeb4,-3.026263475418091,1.373167924612062e-05,1.6854945670274901e-06,5.178580613574013e-05,7.235447894778812e-14
91,droplet,3m,21m,female,Spleen,nan,Ramp3,3.020237445831299,2.7177118226973107e-06,2.2048832761356607e-05,8.07010947028175e-05,2.071049827297347e-33
92,droplet,3m,21m,female,Spleen,nan,Havcr1,2.9849040508270264,1.4981596905272454e-06,1.1860528502438683e-05,5.576929834205657e-05,2.3536004879284604e-11
93,droplet,3m,21m,female,Marrow,nan,Ddx23,-2.9707508087158203,9.758414307725616e-06,1.2447835615603253e-06,3.4200747904833406e-05,4.6598050372170105e-08
94,droplet,3m,21m,female,Spleen,nan,Actn2,-2.9679360389709473,1.1735556654457469e-05,1.4999114910096978e-06,6.758989184163511e-05,2.036199997477624e-07
95,droplet,3m,21m,female,Limb_Muscle,nan,Cd3d,-2.965000867843628,6.756199582014233e-05,8.652632459416054e-06,0.0002723274810705334,3.41028023680773e-26
96,droplet,3m,21m,female,Spleen,nan,Tiam1,2.950092315673828,1.4449420859818929e-06,1.116649764298927e-05,6.503387703560293e-05,3.6391762588374234e-08
97,droplet,3m,21m,female,Spleen,nan,Cd80,2.9443163871765137,1.1828453807538608e-06,9.104494893108495e-06,4.852175334235653e-05,4.3595903914098014e-06
98,droplet,3m,21m,female,Mammary_Gland,nan,Dact2,2.937568426132202,1.9261776742496295e-06,1.4756817108718678e-05,8.849005826050416e-05,9.715365474054943e-10
99,droplet,3m,21m,female,Marrow,nan,Hist1h2ae,-2.9344029426574707,0.00039465914596803486,5.162723391549662e-05,0.0010747170308604836,5.296870879521184e-72
100,droplet,3m,21m,female,Limb_Muscle,nan,Fcrl1,-2.919983148574829,1.4864964214211795e-05,1.9640890513983322e-06,8.238403825089335e-05,2.9926291626607376e-08
101,droplet,3m,21m,female,Spleen,nan,2610019F03Rik,-2.8996942043304443,1.2984233762836084e-05,1.739887352414371e-06,6.387651228578761e-05,1.1713051433003965e-10
102,droplet,3m,21m,female,Spleen,nan,Selm,2.882732629776001,2.0370277979964158e-06,1.5024018466647249e-05,7.46061559766531e-05,5.952759857811544e-15
103,droplet,3m,21m,female,Lung,nan,Gm12657,-2.872497797012329,6.563460920006037e-05,8.962411811808124e-06,0.0001281741278944537,2.490316518880637e-47
104,droplet,3m,21m,female,Spleen,nan,Lef1,-2.8694956302642822,5.446527211461216e-05,7.452728823409416e-06,0.00016270506603177637,1.79159484818982e-64
105,droplet,3m,21m,female,Limb_Muscle,nan,Cd79b,-2.8668508529663086,0.0001000221527647227,1.3711598512600176e-05,0.0003934550331905484,8.649090182627519e-30
106,droplet,3m,21m,female,Limb_Muscle,nan,Skap1,-2.866356372833252,1.5523053662036546e-05,2.128716232618899e-06,8.325499948114157e-05,1.2233180586808493e-08
107,droplet,3m,21m,female,Limb_Muscle,nan,Satb1,-2.8551318645477295,7.903909863671288e-05,1.092349430109607e-05,0.0002543538575991988,2.5028984471072683e-43
108,droplet,3m,21m,female,Limb_Muscle,nan,Traf3ip3,-2.8165931701660156,1.268102914764313e-05,1.8000114323513117e-06,6.4760388340801e-05,9.703148045261417e-08
109,droplet,3m,21m,female,Thymus,nan,Faim3,2.8144495487213135,5.547147338802461e-06,3.9021459087962285e-05,0.00022264072322286665,6.335578571065214e-07
110,droplet,3m,21m,female,Mammary_Gland,nan,Myoc,2.8130362033843994,1.613191852811724e-05,0.00011336900206515566,0.0005574946408160031,7.554646521926731e-24
111,droplet,3m,21m,female,Limb_Muscle,nan,Cd3g,-2.7984161376953125,7.813533738953993e-05,1.123156471294351e-05,0.0003278730728197843,7.380948857976586e-23
112,droplet,3m,21m,female,Marrow,nan,Ccdc88c,-2.7962958812713623,9.964581295207608e-06,1.434464593330631e-06,3.880302028846927e-05,3.3711994114415256e-07
113,droplet,3m,21m,female,Spleen,nan,Tnfrsf4,2.7944815158843994,9.73518308455823e-06,6.754091009497643e-05,0.0003586915845517069,5.227472197336769e-25
114,droplet,3m,21m,female,Marrow,nan,Atf3,-2.792123317718506,2.6085135687026195e-05,3.7659988265659194e-06,8.901703404262662e-05,2.9822775020087844e-28
115,droplet,3m,21m,female,Limb_Muscle,nan,Lck,-2.7918050289154053,3.493281838018447e-05,5.044481440563686e-06,0.0001524971448816359,1.8204790632675985e-19
116,droplet,3m,21m,female,Spleen,nan,Fgl2,2.7873032093048096,1.0203621059190482e-05,7.04394988133572e-05,0.00016427316586486995,1.2889484668327045e-124
117,droplet,3m,21m,female,Marrow,nan,Ccl2,-2.776231288909912,2.4644044970045798e-05,3.5973528156318935e-06,0.00012952259567100555,1.1646004753049911e-12
118,droplet,3m,21m,female,Spleen,nan,Ctla4,2.776130199432373,2.35540437643067e-06,1.613481799722649e-05,8.145028550643474e-05,5.9515047398685865e-15
119,droplet,3m,21m,female,Limb_Muscle,nan,Cd3e,-2.775571584701538,4.020619235234335e-05,5.871683242730796e-06,0.00017350033158436418,1.0181887039921686e-19
120,droplet,3m,21m,female,Kidney,nan,Hook1,-2.770918130874634,2.6195630198344588e-05,3.8379498619178776e-06,7.368630758719519e-05,2.563250095497223e-14
121,droplet,3m,21m,female,Kidney,nan,Slc22a7,2.768566846847534,1.6665575458318926e-05,0.00011356434697518125,0.0004548703436739743,2.595201179784275e-13
122,droplet,3m,21m,female,Mammary_Gland,nan,Lef1,-2.7624471187591553,4.950078437104821e-05,7.295122941286536e-06,0.0001361597387585789,3.287623689550169e-65
123,droplet,3m,21m,female,Marrow,nan,Akap12,-2.7499685287475586,3.4577646147226915e-05,5.140108896739548e-06,0.00013938256597612053,1.441103998754931e-23
124,droplet,3m,21m,female,Spleen,nan,Lipc,2.744736433029175,7.786885362293106e-06,5.2192943257978186e-05,0.00013379842857830226,4.9549855214646555e-96
125,droplet,3m,21m,female,Kidney,nan,Mogat2,-2.7347586154937744,1.5859790437389165e-05,2.3826100914448034e-06,5.8526042266748846e-05,7.60056482557305e-06
126,droplet,3m,21m,female,Limb_Muscle,nan,Ms4a4c,-2.733797550201416,2.3877457351773046e-05,3.589491598177119e-06,0.0001224042207468301,4.465926490764432e-11
127,droplet,3m,21m,female,Marrow,nan,Hist1h2ai,-2.7302052974700928,1.0801314601849299e-05,1.6278061139018973e-06,4.657208046410233e-05,1.4525930362676907e-07
128,droplet,3m,21m,female,Marrow,nan,AI607873,-2.728243350982666,4.490078936214559e-05,6.775959718652302e-06,0.00014390498108696193,3.5561377821214544e-40
129,droplet,3m,21m,female,Limb_Muscle,nan,Pyhin1,-2.7279233932495117,1.642206552787684e-05,2.47879665948858e-06,7.630256004631519e-05,1.7619826089986122e-11
130,droplet,3m,21m,female,Spleen,nan,1810046K07Rik,2.7214722633361816,1.9004692148882896e-06,1.2534464985947125e-05,6.270964513532817e-05,1.4244793866715727e-10
131,droplet,3m,21m,female,Marrow,nan,Ces1d,2.7117486000061035,1.9448361854301766e-06,1.2740923011733685e-05,4.9576236051507294e-05,7.130507873458904e-13
132,droplet,3m,21m,female,Spleen,nan,Sdcbp2,2.711358070373535,2.1461694359459216e-06,1.4056081454327796e-05,7.135869236662984e-05,2.9633277120965644e-12
133,droplet,3m,21m,female,Spleen,nan,Pydc4,-2.7034435272216797,3.8451471482403576e-05,5.903305464016739e-06,0.00011379463830962777,3.305236444883005e-53
134,droplet,3m,21m,female,Spleen,nan,Tmem106a,2.6920382976531982,2.8677202408289304e-06,1.8531951354816556e-05,7.281837315531448e-05,3.3901759459453305e-23
135,droplet,3m,21m,female,Marrow,nan,Slfn14-ps,-2.6792032718658447,2.9334190912777558e-05,4.579873802867951e-06,0.00015284793335013092,6.247244734754808e-13
136,droplet,3m,21m,female,Limb_Muscle,nan,Ptprcap,-2.676785469055176,8.331937715411186e-05,1.3030265108682215e-05,0.0002484124561306089,1.8084422078370012e-47
137,droplet,3m,21m,female,Spleen,nan,Tubb2b,2.662851095199585,7.0514770413865335e-06,4.465583333512768e-05,0.00013311050133779645,1.0395993519514611e-68
138,droplet,3m,21m,female,Limb_Muscle,nan,Gimap3,-2.6594908237457275,3.390868005226366e-05,5.366910045268014e-06,0.00014103029388934374,2.182310087647755e-20
139,droplet,3m,21m,female,Limb_Muscle,nan,Faim3,-2.6434545516967773,5.9600064560072497e-05,9.538665835862048e-06,0.0002501940180081874,1.6606910881636605e-22
140,droplet,3m,21m,female,Spleen,nan,0610007N19Rik,2.638420581817627,1.030444309435552e-05,6.416058749891818e-05,0.00014912021288182586,4.356662621066584e-121
141,droplet,3m,21m,female,Mammary_Gland,nan,Chac1,-2.634403944015503,1.3533476703742053e-05,2.1795890461362433e-06,5.982089351164177e-05,1.2343983313035252e-09
142,droplet,3m,21m,female,Spleen,nan,Clip2,2.631969928741455,2.0277332168916473e-06,1.2569352293212432e-05,5.692241757060401e-05,1.597495825251112e-11
143,droplet,3m,21m,female,Spleen,nan,Acsl3,-2.619089365005493,1.2156713637523353e-05,1.978752834475017e-06,6.139212200650945e-05,2.1181353355018964e-08
144,droplet,3m,21m,female,Lung,nan,Ager,2.613994836807251,9.20579805097077e-06,5.6357581343036145e-05,0.0003750958130694926,9.150912431289543e-06
145,droplet,3m,21m,female,Spleen,nan,Ddx23,-2.608218193054199,1.5603942301822826e-05,2.5590709356038133e-06,6.474758993135765e-05,4.398744064673407e-15
146,droplet,3m,21m,female,Marrow,nan,Specc1,-2.6048014163970947,2.2539505152963102e-05,3.7052793686598307e-06,8.106925088213757e-05,4.503132144660693e-22
147,droplet,3m,21m,female,Marrow,nan,Vps13c,-2.6033260822296143,2.083660729113035e-05,3.4288436836504843e-06,5.543825318454765e-05,7.661522782136466e-30
148,droplet,3m,21m,female,Marrow,nan,Hist1h4d,-2.586277961730957,6.293314072536305e-05,1.047929617925547e-05,0.0001678110274951905,1.1634415247993947e-59
149,droplet,3m,21m,female,Spleen,nan,Zfp608,-2.568540573120117,2.319793748029042e-05,3.910583473043516e-06,8.452691690763459e-05,2.2894286985476928e-26
150,droplet,3m,21m,female,Marrow,nan,Hist1h1a,-2.5664427280426025,5.7284585636807606e-05,9.670779036241584e-06,0.00018041361181531101,1.1386566048711375e-42
151,droplet,3m,21m,female,Spleen,nan,Gpm6b,2.5630834102630615,3.899112925864756e-06,2.304256850038655e-05,0.00012500735465437174,4.35377994978875e-17
152,droplet,3m,21m,female,Mammary_Gland,nan,Islr2,2.561833620071411,1.8419494836052763e-06,1.0875936823140364e-05,5.026651342632249e-05,1.243705669914688e-07
153,droplet,3m,21m,female,Limb_Muscle,nan,Plcxd2,-2.559887409210205,1.3650213077198714e-05,2.3149220851337304e-06,7.066246325848624e-05,2.48041428273368e-07
154,droplet,3m,21m,female,Spleen,nan,9930111J21Rik1,-2.5551421642303467,1.8679829736356623e-05,3.1783256417838857e-06,7.113491301424801e-05,4.3863928308344534e-20
155,droplet,3m,21m,female,Mammary_Gland,nan,Fibin,2.5242326259613037,4.23295341533958e-06,2.4350802050321363e-05,9.39001256483607e-05,5.076088759808612e-25
156,droplet,3m,21m,female,Spleen,nan,A530032D15Rik,2.5067381858825684,1.604152566869743e-05,9.116940054809675e-05,0.00016690009215380996,9.129974397320273e-192
157,droplet,3m,21m,female,Spleen,nan,Cd226,-2.5060529708862305,2.016798134718556e-05,3.5503014714777237e-06,8.683775376994163e-05,4.474747350218989e-18
158,droplet,3m,21m,female,Limb_Muscle,nan,Ltb,-2.494755268096924,7.765809277771041e-05,1.3778137144981883e-05,0.0002705721417441964,2.000007888089377e-26
159,droplet,3m,21m,female,Marrow,nan,Cct6a,-2.4895527362823486,2.580210093583446e-05,4.594359324983088e-06,5.7487970479996875e-05,5.203845540875749e-44
160,droplet,3m,21m,female,Limb_Muscle,nan,Cd79a,-2.4895057678222656,0.00028099888004362583,5.0036705943057314e-05,0.0009098490118049085,9.155274788677107e-40
161,droplet,3m,21m,female,Mammary_Gland,nan,Tspan8,2.4852302074432373,7.515474408137379e-06,4.2080926505150273e-05,0.00016827715444378555,5.609302752370655e-32
162,droplet,3m,21m,female,Limb_Muscle,nan,Tbc1d10c,-2.4850821495056152,1.8849957996280864e-05,3.3668675314402208e-06,8.088184404186904e-05,5.364519811183502e-13
163,droplet,3m,21m,female,Spleen,nan,Igj,2.48455548286438,0.00042760884389281273,0.002393163740634918,0.017377926036715508,1.6233526046816658e-10
164,droplet,3m,21m,female,Spleen,nan,Laptm4b,2.4800186157226562,2.0251623027434107e-06,1.1298478966637049e-05,5.8928093494614586e-05,6.45630509277078e-08
165,droplet,3m,21m,female,Kidney,nan,Slc7a12,2.473593235015869,1.2891476217191666e-05,7.160253881011158e-05,0.0002798326313495636,1.5501441468620638e-10
166,droplet,3m,21m,female,Spleen,nan,Rcn3,2.4677233695983887,1.1919842108909506e-05,6.593701255042106e-05,0.00015137299487832934,6.250726599886164e-114
167,droplet,3m,21m,female,Spleen,nan,Derl3,2.4632177352905273,5.696793778042775e-06,3.1414707336807624e-05,0.00016008630336727947,4.550852050419107e-22
168,droplet,3m,21m,female,Marrow,nan,C130026I21Rik,2.4596056938171387,5.402656370279146e-06,2.9718197765760124e-05,0.00010734389070421457,6.50570394003259e-32
169,droplet,3m,21m,female,Mammary_Gland,nan,Csprs,2.4483771324157715,2.0423217392817605e-06,1.1147033546876628e-05,4.72145366074983e-05,4.6600641865150144e-08
170,droplet,3m,21m,female,Marrow,nan,Xrn1,-2.4403414726257324,1.8263612219016068e-05,3.364888016221812e-06,5.2333445637486875e-05,5.836737539163379e-22
171,droplet,3m,21m,female,Marrow,nan,2410076I21Rik,-2.4232351779937744,3.909205042873509e-05,7.288227152457694e-06,0.000174437984242104,1.893875023872302e-17
172,droplet,3m,21m,female,Limb_Muscle,nan,Il21r,-2.4216551780700684,4.119906225241721e-05,7.689470294280909e-06,0.00015651356079615653,5.6787284965779e-23
173,droplet,3m,21m,female,Spleen,nan,Gas7,2.4108428955078125,2.50505399890244e-06,1.3321504411578644e-05,5.878731462871656e-05,1.2545087506491622e-11
174,droplet,3m,21m,female,Limb_Muscle,nan,Blk,-2.401799440383911,2.5765240934561007e-05,4.875515060120961e-06,0.0001262483565369621,4.3208799123674375e-12
175,droplet,3m,21m,female,Mammary_Gland,nan,Tmem45a,2.4017038345336914,7.528829883085564e-06,3.978436143370345e-05,0.00010534432658459991,1.7997427203954307e-58
176,droplet,3m,21m,female,Marrow,nan,Ccr9,-2.401278495788574,3.594059307943098e-05,6.803436463087564e-06,0.00017450547602493316,7.359085013871452e-14
177,droplet,3m,21m,female,Spleen,nan,Nfil3,2.390449285507202,2.0583424884534907e-06,1.0792317880259361e-05,5.484584471560083e-05,5.798885741905594e-07
178,droplet,3m,21m,female,Spleen,nan,Adssl1,2.3890810012817383,7.974849722813815e-06,4.177414666628465e-05,0.00011663037730613723,4.7917213021939456e-64
179,droplet,3m,21m,female,Limb_Muscle,nan,Ccr7,-2.387263298034668,0.00011411980813136324,2.1813390048919246e-05,0.0004636542871594429,4.180467512758791e-21
180,droplet,3m,21m,female,Spleen,nan,Nt5e,2.3815298080444336,3.900690899172332e-06,2.0326073354226537e-05,8.21318753878586e-05,8.632810766433446e-22
181,droplet,3m,21m,female,Limb_Muscle,nan,B4galnt1,-2.3799190521240234,4.112482565687969e-05,7.900908713054378e-06,0.00013428482634481043,1.403204378636595e-32
182,droplet,3m,21m,female,Mammary_Gland,nan,Nov,2.3703441619873047,3.3256269489356782e-06,1.7195636246469803e-05,8.637924474896863e-05,7.811688531259681e-12
183,droplet,3m,21m,female,Mammary_Gland,nan,Wisp2,2.368330478668213,5.0151011237176135e-06,2.5895140424836427e-05,0.00016831984976306558,2.2557184640531282e-09
184,droplet,3m,21m,female,Limb_Muscle,nan,Bank1,-2.361154079437256,2.3152955691330135e-05,4.506383902480593e-06,0.0001069556237780489,8.563256766969141e-13
185,droplet,3m,21m,female,Spleen,nan,2610018G03Rik,-2.3528237342834473,1.514686482551042e-05,2.965187150039128e-06,6.483180914074183e-05,1.7233530799822083e-12
186,droplet,3m,21m,female,Spleen,nan,Lyst,-2.3528125286102295,4.2500865674810484e-05,8.320139386341907e-06,0.00011385342077119276,7.964868366165294e-58
187,droplet,3m,21m,female,Marrow,nan,Aspm,-2.3462276458740234,2.956873686343897e-05,5.8149753385805525e-06,9.53025373746641e-05,3.263396880567642e-29
188,droplet,3m,21m,female,Marrow,nan,Hnrnpul1,-2.3422656059265137,3.257799835409969e-05,6.424393632187275e-06,6.976815348025411e-05,1.9288403362665372e-54
189,droplet,3m,21m,female,Marrow,nan,Sowaha,-2.3421146869659424,2.1742125682067126e-05,4.2880037653958425e-06,0.00011858337529702112,1.0633596001132752e-08
190,droplet,3m,21m,female,Mammary_Gland,nan,Rai2,2.3279552459716797,2.2495748908113455e-06,1.1294967407593504e-05,4.562903995974921e-05,2.5610343552363366e-08
191,droplet,3m,21m,female,Spleen,nan,Nrp2,2.318413496017456,3.3432902455388103e-06,1.667577998887282e-05,6.438134732889012e-05,1.0823605278953882e-17
192,droplet,3m,21m,female,Spleen,nan,Itgax,2.3167567253112793,7.286050731636351e-06,3.629990533227101e-05,0.00012875102402176708,3.0307055073882182e-40
193,droplet,3m,21m,female,Limb_Muscle,nan,Hmha1,-2.316746234893799,9.651963046053424e-05,1.937338493007701e-05,0.0002593333483673632,5.635131987573969e-52
194,droplet,3m,21m,female,Kidney,nan,Aadat,2.3123457431793213,0.00011650807573460042,0.0005786839756183326,0.0018906621262431145,2.937274617319839e-17
195,droplet,3m,21m,female,Mammary_Gland,nan,Adh1,2.3074188232421875,3.0848827918816824e-06,1.5270068615791388e-05,6.127006781753153e-05,2.3053537743770066e-13
196,droplet,3m,21m,female,Spleen,nan,Ly6c1,-2.305532932281494,1.9892964701284654e-05,4.024064310215181e-06,0.00011829285358544439,1.8593641196874612e-09
